"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2020/06/01","00:00","0.791","-","1.89"
"2020/06/01","00:06","0.782","-","2.06"
"2020/06/01","00:12","0.773","-","1.99"
"2020/06/01","00:18","0.763","-","1.83"
"2020/06/01","00:24","0.754","-","1.81"
"2020/06/01","00:30","0.744","-","1.79"
"2020/06/01","00:36","0.734","-","1.82"
"2020/06/01","00:42","0.725","-","1.83"
"2020/06/01","00:48","0.715","-","1.89"
"2020/06/01","00:54","0.706","-","1.83"
"2020/06/01","01:00","0.696","-","1.65"
"2020/06/01","01:06","0.687","-","1.88"
"2020/06/01","01:12","0.678","-","1.85"
"2020/06/01","01:18","0.669","-","1.82"
"2020/06/01","01:24","0.66","-","1.81"
"2020/06/01","01:30","0.651","-","1.71"
"2020/06/01","01:36","0.642","-","1.79"
"2020/06/01","01:42","0.634","-","1.86"
"2020/06/01","01:48","0.625","-","1.8"
"2020/06/01","01:54","0.617","-","1.75"
"2020/06/01","02:00","0.609","-","1.8"
"2020/06/01","02:06","0.602","-","1.75"
"2020/06/01","02:12","0.594","-","1.65"
"2020/06/01","02:18","0.587","-","1.72"
"2020/06/01","02:24","0.58","-","1.64"
"2020/06/01","02:30","0.574","-","1.66"
"2020/06/01","02:36","0.568","-","1.65"
"2020/06/01","02:42","0.562","-","1.63"
"2020/06/01","02:48","0.556","-","1.61"
"2020/06/01","02:54","0.551","-","1.67"
"2020/06/01","03:00","0.546","-","1.61"
"2020/06/01","03:06","0.542","-","1.59"
"2020/06/01","03:12","0.537","-","1.61"
"2020/06/01","03:18","0.534","-","1.64"
"2020/06/01","03:24","0.53","-","1.66"
"2020/06/01","03:30","0.527","-","1.65"
"2020/06/01","03:36","0.524","-","1.62"
"2020/06/01","03:42","0.522","-","1.64"
"2020/06/01","03:48","0.52","-","1.63"
"2020/06/01","03:54","0.518","-","1.64"
"2020/06/01","04:00","0.517","-","1.64"
"2020/06/01","04:06","0.516","-","1.62"
"2020/06/01","04:12","0.515","-","1.61"
"2020/06/01","04:18","0.515","-","1.6"
"2020/06/01","04:24","0.515","-","1.65"
"2020/06/01","04:30","0.516","-","1.62"
"2020/06/01","04:36","0.516","-","1.61"
"2020/06/01","04:42","0.517","-","1.62"
"2020/06/01","04:48","0.519","-","1.59"
"2020/06/01","04:54","0.52","-","1.64"
"2020/06/01","05:00","0.522","-","1.64"
"2020/06/01","05:06","0.525","-","1.63"
"2020/06/01","05:12","0.527","-","1.67"
"2020/06/01","05:18","0.53","-","1.62"
"2020/06/01","05:24","0.533","-","1.64"
"2020/06/01","05:30","0.536","-","1.66"
"2020/06/01","05:36","0.54","-","1.72"
"2020/06/01","05:42","0.544","-","1.6"
"2020/06/01","05:48","0.548","-","1.65"
"2020/06/01","05:54","0.552","-","1.67"
"2020/06/01","06:00","0.556","-","1.65"
"2020/06/01","06:06","0.561","-","1.67"
"2020/06/01","06:12","0.565","-","1.64"
"2020/06/01","06:18","0.57","-","1.66"
"2020/06/01","06:24","0.575","-","1.66"
"2020/06/01","06:30","0.58","-","1.6"
"2020/06/01","06:36","0.585","-","1.66"
"2020/06/01","06:42","0.59","-","1.61"
"2020/06/01","06:48","0.595","-","1.61"
"2020/06/01","06:54","0.6","-","1.61"
"2020/06/01","07:00","0.605","-","1.61"
"2020/06/01","07:06","0.61","-","1.56"
"2020/06/01","07:12","0.615","-","1.61"
"2020/06/01","07:18","0.62","-","1.64"
"2020/06/01","07:24","0.625","-","1.63"
"2020/06/01","07:30","0.63","-","1.63"
"2020/06/01","07:36","0.635","-","1.66"
"2020/06/01","07:42","0.64","-","1.61"
"2020/06/01","07:48","0.644","-","1.61"
"2020/06/01","07:54","0.649","-","1.62"
"2020/06/01","08:00","0.653","-","1.62"
"2020/06/01","08:06","0.658","-","1.63"
"2020/06/01","08:12","0.662","-","1.66"
"2020/06/01","08:18","0.666","-","1.6"
"2020/06/01","08:24","0.669","-","1.63"
"2020/06/01","08:30","0.673","-","1.66"
"2020/06/01","08:36","0.676","-","1.67"
"2020/06/01","08:42","0.68","-","1.62"
"2020/06/01","08:48","0.683","-","1.65"
"2020/06/01","08:54","0.685","-","1.67"
"2020/06/01","09:00","0.688","-","1.69"
"2020/06/01","09:06","0.69","-","1.68"
"2020/06/01","09:12","0.692","-","1.71"
"2020/06/01","09:18","0.694","-","1.71"
"2020/06/01","09:24","0.696","-","1.72"
"2020/06/01","09:30","0.697","-","1.68"
"2020/06/01","09:36","0.698","-","1.72"
"2020/06/01","09:42","0.699","-","1.68"
"2020/06/01","09:48","0.7","-","1.71"
"2020/06/01","09:54","0.7","-","1.71"
"2020/06/01","10:00","0.7","-","1.71"
"2020/06/01","10:06","0.7","-","1.73"
"2020/06/01","10:12","0.7","-","1.76"
"2020/06/01","10:18","0.7","-","1.72"
"2020/06/01","10:24","0.699","-","1.75"
"2020/06/01","10:30","0.698","-","1.73"
"2020/06/01","10:36","0.697","-","1.75"
"2020/06/01","10:42","0.695","-","1.76"
"2020/06/01","10:48","0.694","-","1.7"
"2020/06/01","10:54","0.692","-","1.73"
"2020/06/01","11:00","0.69","-","1.72"
"2020/06/01","11:06","0.688","-","1.69"
"2020/06/01","11:12","0.686","-","1.73"
"2020/06/01","11:18","0.684","-","1.7"
"2020/06/01","11:24","0.681","-","1.7"
"2020/06/01","11:30","0.678","-","1.69"
"2020/06/01","11:36","0.676","-","1.66"
"2020/06/01","11:42","0.673","-","1.66"
"2020/06/01","11:48","0.67","-","1.68"
"2020/06/01","11:54","0.667","-","1.67"
"2020/06/01","12:00","0.664","-","1.67"
"2020/06/01","12:06","0.661","-","1.68"
"2020/06/01","12:12","0.658","-","1.64"
"2020/06/01","12:18","0.655","-","1.65"
"2020/06/01","12:24","0.652","-","1.63"
"2020/06/01","12:30","0.649","-","1.65"
"2020/06/01","12:36","0.646","-","1.6"
"2020/06/01","12:42","0.643","-","1.62"
"2020/06/01","12:48","0.64","-","1.63"
"2020/06/01","12:54","0.637","-","1.56"
"2020/06/01","13:00","0.634","-","1.58"
"2020/06/01","13:06","0.632","-","1.58"
"2020/06/01","13:12","0.629","-","1.56"
"2020/06/01","13:18","0.627","-","1.56"
"2020/06/01","13:24","0.625","-","1.59"
"2020/06/01","13:30","0.623","-","1.45"
"2020/06/01","13:36","0.621","-","1.55"
"2020/06/01","13:42","0.619","-","1.55"
"2020/06/01","13:48","0.618","-","1.56"
"2020/06/01","13:54","0.616","-","1.52"
"2020/06/01","14:00","0.615","-","1.43"
"2020/06/01","14:06","0.614","-","1.44"
"2020/06/01","14:12","0.614","-","1.49"
"2020/06/01","14:18","0.613","-","1.48"
"2020/06/01","14:24","0.613","-","1.43"
"2020/06/01","14:30","0.613","-","1.46"
"2020/06/01","14:36","0.614","-","1.47"
"2020/06/01","14:42","0.615","-","1.39"
"2020/06/01","14:48","0.616","-","1.51"
"2020/06/01","14:54","0.617","-","1.41"
"2020/06/01","15:00","0.618","-","1.43"
"2020/06/01","15:06","0.62","-","1.5"
"2020/06/01","15:12","0.622","-","1.45"
"2020/06/01","15:18","0.625","-","1.41"
"2020/06/01","15:24","0.627","-","1.43"
"2020/06/01","15:30","0.63","-","1.48"
"2020/06/01","15:36","0.633","-","1.36"
"2020/06/01","15:42","0.637","-","1.41"
"2020/06/01","15:48","0.641","-","1.44"
"2020/06/01","15:54","0.645","-","1.44"
"2020/06/01","16:00","0.649","-","1.45"
"2020/06/01","16:06","0.654","-","1.46"
"2020/06/01","16:12","0.659","-","1.39"
"2020/06/01","16:18","0.664","-","1.45"
"2020/06/01","16:24","0.669","-","1.48"
"2020/06/01","16:30","0.675","-","1.46"
"2020/06/01","16:36","0.68","-","1.47"
"2020/06/01","16:42","0.686","-","1.4"
"2020/06/01","16:48","0.693","-","1.46"
"2020/06/01","16:54","0.699","-","1.42"
"2020/06/01","17:00","0.705","-","1.41"
"2020/06/01","17:06","0.712","-","1.46"
"2020/06/01","17:12","0.719","-","1.44"
"2020/06/01","17:18","0.726","-","1.5"
"2020/06/01","17:24","0.733","-","1.44"
"2020/06/01","17:30","0.74","-","1.5"
"2020/06/01","17:36","0.747","-","1.47"
"2020/06/01","17:42","0.754","-","1.53"
"2020/06/01","17:48","0.761","-","1.5"
"2020/06/01","17:54","0.769","-","1.53"
"2020/06/01","18:00","0.776","-","1.57"
"2020/06/01","18:06","0.783","-","1.58"
"2020/06/01","18:12","0.79","-","1.59"
"2020/06/01","18:18","0.797","-","1.55"
"2020/06/01","18:24","0.804","-","1.62"
"2020/06/01","18:30","0.811","-","1.62"
"2020/06/01","18:36","0.818","-","1.61"
"2020/06/01","18:42","0.825","-","1.62"
"2020/06/01","18:48","0.831","-","1.65"
"2020/06/01","18:54","0.838","-","1.65"
"2020/06/01","19:00","0.844","-","1.68"
"2020/06/01","19:06","0.85","-","1.73"
"2020/06/01","19:12","0.855","-","1.71"
"2020/06/01","19:18","0.861","-","1.76"
"2020/06/01","19:24","0.866","-","1.77"
"2020/06/01","19:30","0.87","-","1.7"
"2020/06/01","19:36","0.875","-","1.72"
"2020/06/01","19:42","0.879","-","1.78"
"2020/06/01","19:48","0.883","-","1.82"
"2020/06/01","19:54","0.886","-","1.8"
"2020/06/01","20:00","0.89","-","1.76"
"2020/06/01","20:06","0.892","-","1.8"
"2020/06/01","20:12","0.895","-","1.8"
"2020/06/01","20:18","0.897","-","1.81"
"2020/06/01","20:24","0.898","-","1.8"
"2020/06/01","20:30","0.899","-","1.84"
"2020/06/01","20:36","0.9","-","1.84"
"2020/06/01","20:42","0.9","-","1.82"
"2020/06/01","20:48","0.899","-","1.84"
"2020/06/01","20:54","0.899","-","1.87"
"2020/06/01","21:00","0.897","-","1.84"
"2020/06/01","21:06","0.896","-","1.81"
"2020/06/01","21:12","0.893","-","1.89"
"2020/06/01","21:18","0.891","-","1.81"
"2020/06/01","21:24","0.887","-","1.79"
"2020/06/01","21:30","0.884","-","1.89"
"2020/06/01","21:36","0.88","-","1.91"
"2020/06/01","21:42","0.875","-","1.89"
"2020/06/01","21:48","0.87","-","1.84"
"2020/06/01","21:54","0.864","-","1.83"
"2020/06/01","22:00","0.858","-","1.94"
"2020/06/01","22:06","0.851","-","1.9"
"2020/06/01","22:12","0.844","-","1.9"
"2020/06/01","22:18","0.837","-","1.94"
"2020/06/01","22:24","0.829","-","1.92"
"2020/06/01","22:30","0.82","-","1.94"
"2020/06/01","22:36","0.811","-","1.94"
"2020/06/01","22:42","0.802","-","1.91"
"2020/06/01","22:48","0.792","-","1.89"
"2020/06/01","22:54","0.782","-","1.95"
"2020/06/01","23:00","0.772","-","1.95"
"2020/06/01","23:06","0.761","-","1.91"
"2020/06/01","23:12","0.75","-","1.88"
"2020/06/01","23:18","0.738","-","1.88"
"2020/06/01","23:24","0.727","-","1.93"
"2020/06/01","23:30","0.715","-","1.91"
"2020/06/01","23:36","0.702","-","1.87"
"2020/06/01","23:42","0.69","-","1.86"
"2020/06/01","23:48","0.677","-","1.93"
"2020/06/01","23:54","0.664","-","1.91"
"2020/06/02","00:00","0.651","-","1.85"
"2020/06/02","00:06","0.637","-","1.81"
"2020/06/02","00:12","0.624","-","1.82"
"2020/06/02","00:18","0.61","-","1.84"
"2020/06/02","00:24","0.597","-","1.79"
"2020/06/02","00:30","0.583","-","1.79"
"2020/06/02","00:36","0.569","-","1.81"
"2020/06/02","00:42","0.556","-","1.79"
"2020/06/02","00:48","0.542","-","1.76"
"2020/06/02","00:54","0.528","-","1.75"
"2020/06/02","01:00","0.514","-","1.72"
"2020/06/02","01:06","0.501","-","1.77"
"2020/06/02","01:12","0.488","-","1.7"
"2020/06/02","01:18","0.474","-","1.69"
"2020/06/02","01:24","0.461","-","1.66"
"2020/06/02","01:30","0.448","-","1.77"
"2020/06/02","01:36","0.436","-","1.64"
"2020/06/02","01:42","0.423","-","1.66"
"2020/06/02","01:48","0.411","-","1.66"
"2020/06/02","01:54","0.399","-","1.64"
"2020/06/02","02:00","0.387","-","1.6"
"2020/06/02","02:06","0.376","-","1.63"
"2020/06/02","02:12","0.365","-","1.64"
"2020/06/02","02:18","0.355","-","1.61"
"2020/06/02","02:24","0.345","-","1.53"
"2020/06/02","02:30","0.335","-","1.58"
"2020/06/02","02:36","0.326","-","1.61"
"2020/06/02","02:42","0.317","-","1.62"
"2020/06/02","02:48","0.308","-","1.57"
"2020/06/02","02:54","0.3","-","1.54"
"2020/06/02","03:00","0.293","-","1.55"
"2020/06/02","03:06","0.286","-","1.55"
"2020/06/02","03:12","0.28","-","1.46"
"2020/06/02","03:18","0.274","-","1.59"
"2020/06/02","03:24","0.269","-","1.51"
"2020/06/02","03:30","0.264","-","1.55"
"2020/06/02","03:36","0.26","-","1.45"
"2020/06/02","03:42","0.256","-","1.44"
"2020/06/02","03:48","0.253","-","1.49"
"2020/06/02","03:54","0.251","-","1.52"
"2020/06/02","04:00","0.249","-","1.46"
"2020/06/02","04:06","0.248","-","1.56"
"2020/06/02","04:12","0.247","-","1.36"
"2020/06/02","04:18","0.247","-","1.5"
"2020/06/02","04:24","0.247","-","1.58"
"2020/06/02","04:30","0.248","-","1.48"
"2020/06/02","04:36","0.25","-","1.49"
"2020/06/02","04:42","0.252","-","1.49"
"2020/06/02","04:48","0.255","-","1.46"
"2020/06/02","04:54","0.259","-","1.5"
"2020/06/02","05:00","0.263","-","1.48"
"2020/06/02","05:06","0.267","-","1.46"
"2020/06/02","05:12","0.272","-","1.55"
"2020/06/02","05:18","0.278","-","1.51"
"2020/06/02","05:24","0.284","-","1.5"
"2020/06/02","05:30","0.29","-","1.53"
"2020/06/02","05:36","0.297","-","1.55"
"2020/06/02","05:42","0.305","-","1.53"
"2020/06/02","05:48","0.313","-","1.55"
"2020/06/02","05:54","0.322","-","1.56"
"2020/06/02","06:00","0.33","-","1.56"
"2020/06/02","06:06","0.34","-","1.58"
"2020/06/02","06:12","0.349","-","1.59"
"2020/06/02","06:18","0.359","-","1.6"
"2020/06/02","06:24","0.37","-","1.63"
"2020/06/02","06:30","0.381","-","1.55"
"2020/06/02","06:36","0.392","-","1.6"
"2020/06/02","06:42","0.403","-","1.61"
"2020/06/02","06:48","0.414","-","1.65"
"2020/06/02","06:54","0.426","-","1.58"
"2020/06/02","07:00","0.438","-","1.67"
"2020/06/02","07:06","0.45","-","1.69"
"2020/06/02","07:12","0.463","-","1.71"
"2020/06/02","07:18","0.475","-","1.67"
"2020/06/02","07:24","0.488","-","1.74"
"2020/06/02","07:30","0.501","-","1.75"
"2020/06/02","07:36","0.514","-","1.72"
"2020/06/02","07:42","0.526","-","1.78"
"2020/06/02","07:48","0.539","-","1.72"
"2020/06/02","07:54","0.552","-","1.74"
"2020/06/02","08:00","0.565","-","1.8"
"2020/06/02","08:06","0.578","-","1.78"
"2020/06/02","08:12","0.591","-","1.77"
"2020/06/02","08:18","0.604","-","1.79"
"2020/06/02","08:24","0.616","-","1.83"
"2020/06/02","08:30","0.629","-","1.84"
"2020/06/02","08:36","0.641","-","1.82"
"2020/06/02","08:42","0.653","-","1.84"
"2020/06/02","08:48","0.665","-","1.86"
"2020/06/02","08:54","0.677","-","1.86"
"2020/06/02","09:00","0.689","-","1.86"
"2020/06/02","09:06","0.7","-","1.87"
"2020/06/02","09:12","0.711","-","1.86"
"2020/06/02","09:18","0.722","-","1.86"
"2020/06/02","09:24","0.732","-","1.87"
"2020/06/02","09:30","0.743","-","1.88"
"2020/06/02","09:36","0.753","-","1.88"
"2020/06/02","09:42","0.762","-","1.91"
"2020/06/02","09:48","0.771","-","1.94"
"2020/06/02","09:54","0.78","-","1.93"
"2020/06/02","10:00","0.789","-","1.94"
"2020/06/02","10:06","0.797","-","1.96"
"2020/06/02","10:12","0.805","-","1.94"
"2020/06/02","10:18","0.813","-","1.97"
"2020/06/02","10:24","0.82","-","1.97"
"2020/06/02","10:30","0.827","-","2"
"2020/06/02","10:36","0.833","-","2"
"2020/06/02","10:42","0.839","-","2.02"
"2020/06/02","10:48","0.845","-","2.01"
"2020/06/02","10:54","0.85","-","2.01"
"2020/06/02","11:00","0.855","-","2.05"
"2020/06/02","11:06","0.859","-","2.04"
"2020/06/02","11:12","0.864","-","2.05"
"2020/06/02","11:18","0.867","-","2.06"
"2020/06/02","11:24","0.871","-","2.07"
"2020/06/02","11:30","0.874","-","2.09"
"2020/06/02","11:36","0.877","-","2.09"
"2020/06/02","11:42","0.879","-","2.08"
"2020/06/02","11:48","0.881","-","2.08"
"2020/06/02","11:54","0.883","-","2.09"
"2020/06/02","12:00","0.884","-","2.07"
"2020/06/02","12:06","0.885","-","2.09"
"2020/06/02","12:12","0.886","-","2.09"
"2020/06/02","12:18","0.887","-","2.11"
"2020/06/02","12:24","0.887","-","2.12"
"2020/06/02","12:30","0.887","-","2.09"
"2020/06/02","12:36","0.887","-","2.17"
"2020/06/02","12:42","0.887","-","2"
"2020/06/02","12:48","0.886","-","1.98"
"2020/06/02","12:54","0.885","-","2.08"
"2020/06/02","13:00","0.884","-","2.07"
"2020/06/02","13:06","0.883","-","2.01"
"2020/06/02","13:12","0.882","-","2.02"
"2020/06/02","13:18","0.881","-","2.03"
"2020/06/02","13:24","0.879","-","2.03"
"2020/06/02","13:30","0.878","-","2.04"
"2020/06/02","13:36","0.876","-","1.99"
"2020/06/02","13:42","0.874","-","2.03"
"2020/06/02","13:48","0.872","-","1.97"
"2020/06/02","13:54","0.871","-","1.98"
"2020/06/02","14:00","0.869","-","2.02"
"2020/06/02","14:06","0.867","-","1.97"
"2020/06/02","14:12","0.865","-","1.96"
"2020/06/02","14:18","0.863","-","1.94"
"2020/06/02","14:24","0.862","-","1.95"
"2020/06/02","14:30","0.86","-","1.92"
"2020/06/02","14:36","0.858","-","1.94"
"2020/06/02","14:42","0.857","-","1.9"
"2020/06/02","14:48","0.855","-","1.89"
"2020/06/02","14:54","0.854","-","1.94"
"2020/06/02","15:00","0.853","-","2.06"
"2020/06/02","15:06","0.852","-","1.8"
"2020/06/02","15:12","0.851","-","1.78"
"2020/06/02","15:18","0.85","-","1.97"
"2020/06/02","15:24","0.85","-","1.9"
"2020/06/02","15:30","0.849","-","1.86"
"2020/06/02","15:36","0.849","-","1.85"
"2020/06/02","15:42","0.849","-","1.85"
"2020/06/02","15:48","0.849","-","1.86"
"2020/06/02","15:54","0.849","-","1.84"
"2020/06/02","16:00","0.849","-","1.8"
"2020/06/02","16:06","0.85","-","1.86"
"2020/06/02","16:12","0.851","-","1.85"
"2020/06/02","16:18","0.852","-","1.8"
"2020/06/02","16:24","0.853","-","1.84"
"2020/06/02","16:30","0.854","-","1.83"
"2020/06/02","16:36","0.856","-","1.86"
"2020/06/02","16:42","0.858","-","1.8"
"2020/06/02","16:48","0.859","-","1.81"
"2020/06/02","16:54","0.861","-","1.78"
"2020/06/02","17:00","0.864","-","1.83"
"2020/06/02","17:06","0.866","-","1.75"
"2020/06/02","17:12","0.868","-","1.76"
"2020/06/02","17:18","0.871","-","1.87"
"2020/06/02","17:24","0.874","-","1.78"
"2020/06/02","17:30","0.877","-","1.75"
"2020/06/02","17:36","0.879","-","1.8"
"2020/06/02","17:42","0.882","-","1.76"
"2020/06/02","17:48","0.885","-","1.78"
"2020/06/02","17:54","0.889","-","1.79"
"2020/06/02","18:00","0.892","-","1.79"
"2020/06/02","18:06","0.895","-","1.73"
"2020/06/02","18:12","0.898","-","1.8"
"2020/06/02","18:18","0.901","-","1.74"
"2020/06/02","18:24","0.904","-","1.73"
"2020/06/02","18:30","0.908","-","1.79"
"2020/06/02","18:36","0.911","-","1.77"
"2020/06/02","18:42","0.914","-","1.78"
"2020/06/02","18:48","0.916","-","1.78"
"2020/06/02","18:54","0.919","-","1.78"
"2020/06/02","19:00","0.922","-","1.82"
"2020/06/02","19:06","0.924","-","1.79"
"2020/06/02","19:12","0.927","-","1.76"
"2020/06/02","19:18","0.929","-","1.83"
"2020/06/02","19:24","0.931","-","1.8"
"2020/06/02","19:30","0.932","-","1.81"
"2020/06/02","19:36","0.934","-","1.82"
"2020/06/02","19:42","0.935","-","1.84"
"2020/06/02","19:48","0.936","-","1.84"
"2020/06/02","19:54","0.936","-","1.84"
"2020/06/02","20:00","0.937","-","1.85"
"2020/06/02","20:06","0.936","-","1.84"
"2020/06/02","20:12","0.936","-","1.87"
"2020/06/02","20:18","0.935","-","1.85"
"2020/06/02","20:24","0.934","-","1.81"
"2020/06/02","20:30","0.932","-","1.87"
"2020/06/02","20:36","0.93","-","1.84"
"2020/06/02","20:42","0.928","-","1.85"
"2020/06/02","20:48","0.925","-","1.9"
"2020/06/02","20:54","0.922","-","1.86"
"2020/06/02","21:00","0.918","-","1.86"
"2020/06/02","21:06","0.914","-","1.86"
"2020/06/02","21:12","0.909","-","1.84"
"2020/06/02","21:18","0.904","-","1.78"
"2020/06/02","21:24","0.898","-","1.84"
"2020/06/02","21:30","0.892","-","1.83"
"2020/06/02","21:36","0.885","-","1.86"
"2020/06/02","21:42","0.878","-","1.88"
"2020/06/02","21:48","0.87","-","1.84"
"2020/06/02","21:54","0.862","-","1.81"
"2020/06/02","22:00","0.853","-","1.9"
"2020/06/02","22:06","0.844","-","1.78"
"2020/06/02","22:12","0.834","-","1.89"
"2020/06/02","22:18","0.824","-","1.73"
"2020/06/02","22:24","0.813","-","1.82"
"2020/06/02","22:30","0.802","-","1.84"
"2020/06/02","22:36","0.79","-","1.81"
"2020/06/02","22:42","0.778","-","1.81"
"2020/06/02","22:48","0.766","-","1.81"
"2020/06/02","22:54","0.752","-","1.81"
"2020/06/02","23:00","0.739","-","1.8"
"2020/06/02","23:06","0.725","-","1.81"
"2020/06/02","23:12","0.71","-","1.82"
"2020/06/02","23:18","0.696","-","1.78"
"2020/06/02","23:24","0.681","-","1.76"
"2020/06/02","23:30","0.665","-","1.81"
"2020/06/02","23:36","0.649","-","1.78"
"2020/06/02","23:42","0.633","-","1.68"
"2020/06/02","23:48","0.616","-","1.76"
"2020/06/02","23:54","0.599","-","1.74"
"2020/06/03","00:00","0.582","-","1.74"
"2020/06/03","00:06","0.565","-","1.73"
"2020/06/03","00:12","0.548","-","1.7"
"2020/06/03","00:18","0.53","-","1.67"
"2020/06/03","00:24","0.512","-","1.69"
"2020/06/03","00:30","0.494","-","1.71"
"2020/06/03","00:36","0.476","-","1.64"
"2020/06/03","00:42","0.458","-","1.64"
"2020/06/03","00:48","0.439","-","1.63"
"2020/06/03","00:54","0.421","-","1.63"
"2020/06/03","01:00","0.403","-","1.6"
"2020/06/03","01:06","0.385","-","1.58"
"2020/06/03","01:12","0.366","-","1.56"
"2020/06/03","01:18","0.348","-","1.61"
"2020/06/03","01:24","0.33","-","1.57"
"2020/06/03","01:30","0.312","-","1.54"
"2020/06/03","01:36","0.295","-","1.53"
"2020/06/03","01:42","0.277","-","1.55"
"2020/06/03","01:48","0.26","-","1.5"
"2020/06/03","01:54","0.243","-","1.47"
"2020/06/03","02:00","0.227","-","1.49"
"2020/06/03","02:06","0.21","-","1.48"
"2020/06/03","02:12","0.195","-","1.48"
"2020/06/03","02:18","0.179","-","1.39"
"2020/06/03","02:24","0.164","-","1.43"
"2020/06/03","02:30","0.149","-","1.41"
"2020/06/03","02:36","0.135","-","1.4"
"2020/06/03","02:42","0.121","-","1.37"
"2020/06/03","02:48","0.108","-","1.38"
"2020/06/03","02:54","0.096","-","1.38"
"2020/06/03","03:00","0.083","-","1.33"
"2020/06/03","03:06","0.072","-","1.31"
"2020/06/03","03:12","0.061","-","1.37"
"2020/06/03","03:18","0.051","-","1.32"
"2020/06/03","03:24","0.041","-","1.31"
"2020/06/03","03:30","0.032","-","1.3"
"2020/06/03","03:36","0.024","-","1.25"
"2020/06/03","03:42","0.017","-","1.26"
"2020/06/03","03:48","0.01","-","1.27"
"2020/06/03","03:54","0.004","-","1.23"
"2020/06/03","04:00","-0.002","-","1.19"
"2020/06/03","04:06","-0.006","-","1.24"
"2020/06/03","04:12","-0.01","-","1.24"
"2020/06/03","04:18","-0.013","-","1.19"
"2020/06/03","04:24","-0.016","-","1.19"
"2020/06/03","04:30","-0.017","-","1.2"
"2020/06/03","04:36","-0.018","-","1.19"
"2020/06/03","04:42","-0.018","-","1.22"
"2020/06/03","04:48","-0.017","-","1.19"
"2020/06/03","04:54","-0.015","-","1.26"
"2020/06/03","05:00","-0.013","-","1.29"
"2020/06/03","05:06","-0.01","-","1.13"
"2020/06/03","05:12","-0.006","-","1.22"
"2020/06/03","05:18","-0.001","-","1.26"
"2020/06/03","05:24","0.005","-","1.29"
"2020/06/03","05:30","0.011","-","1.25"
"2020/06/03","05:36","0.018","-","1.26"
"2020/06/03","05:42","0.026","-","1.31"
"2020/06/03","05:48","0.034","-","1.33"
"2020/06/03","05:54","0.043","-","1.35"
"2020/06/03","06:00","0.053","-","1.3"
"2020/06/03","06:06","0.064","-","1.36"
"2020/06/03","06:12","0.075","-","1.39"
"2020/06/03","06:18","0.087","-","1.32"
"2020/06/03","06:24","0.099","-","1.38"
"2020/06/03","06:30","0.113","-","1.38"
"2020/06/03","06:36","0.126","-","1.38"
"2020/06/03","06:42","0.141","-","1.41"
"2020/06/03","06:48","0.155","-","1.4"
"2020/06/03","06:54","0.171","-","1.41"
"2020/06/03","07:00","0.186","-","1.42"
"2020/06/03","07:06","0.203","-","1.45"
"2020/06/03","07:12","0.219","-","1.53"
"2020/06/03","07:18","0.236","-","1.38"
"2020/06/03","07:24","0.254","-","1.49"
"2020/06/03","07:30","0.272","-","1.52"
"2020/06/03","07:36","0.29","-","1.52"
"2020/06/03","07:42","0.308","-","1.53"
"2020/06/03","07:48","0.327","-","1.53"
"2020/06/03","07:54","0.346","-","1.57"
"2020/06/03","08:00","0.365","-","1.57"
"2020/06/03","08:06","0.385","-","1.58"
"2020/06/03","08:12","0.404","-","1.62"
"2020/06/03","08:18","0.424","-","1.59"
"2020/06/03","08:24","0.443","-","1.63"
"2020/06/03","08:30","0.463","-","1.68"
"2020/06/03","08:36","0.483","-","1.68"
"2020/06/03","08:42","0.503","-","1.7"
"2020/06/03","08:48","0.522","-","1.65"
"2020/06/03","08:54","0.542","-","1.7"
"2020/06/03","09:00","0.562","-","1.74"
"2020/06/03","09:06","0.581","-","1.78"
"2020/06/03","09:12","0.6","-","1.76"
"2020/06/03","09:18","0.62","-","1.81"
"2020/06/03","09:24","0.639","-","1.8"
"2020/06/03","09:30","0.657","-","1.84"
"2020/06/03","09:36","0.676","-","1.87"
"2020/06/03","09:42","0.694","-","1.87"
"2020/06/03","09:48","0.712","-","1.9"
"2020/06/03","09:54","0.73","-","1.92"
"2020/06/03","10:00","0.747","-","1.9"
"2020/06/03","10:06","0.764","-","1.97"
"2020/06/03","10:12","0.781","-","1.94"
"2020/06/03","10:18","0.797","-","1.99"
"2020/06/03","10:24","0.813","-","2"
"2020/06/03","10:30","0.829","-","2.01"
"2020/06/03","10:36","0.844","-","2.07"
"2020/06/03","10:42","0.859","-","1.96"
"2020/06/03","10:48","0.873","-","2.02"
"2020/06/03","10:54","0.887","-","2.04"
"2020/06/03","11:00","0.9","-","2.09"
"2020/06/03","11:06","0.913","-","2.09"
"2020/06/03","11:12","0.925","-","2.09"
"2020/06/03","11:18","0.937","-","2.09"
"2020/06/03","11:24","0.948","-","2.1"
"2020/06/03","11:30","0.959","-","2.13"
"2020/06/03","11:36","0.97","-","2.16"
"2020/06/03","11:42","0.979","-","2.09"
"2020/06/03","11:48","0.989","-","2.14"
"2020/06/03","11:54","0.998","-","2.17"
"2020/06/03","12:00","1.006","-","2.17"
"2020/06/03","12:06","1.014","-","2.14"
"2020/06/03","12:12","1.021","-","2.16"
"2020/06/03","12:18","1.028","-","2.16"
"2020/06/03","12:24","1.035","-","2.19"
"2020/06/03","12:30","1.041","-","2.15"
