"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2020/12/09","06:42","0.292","-0.15","-"
"2020/12/09","06:48","0.298","-0.15","-"
"2020/12/09","06:54","0.305","-0.14","-"
"2020/12/09","07:00","0.311","-0.13","-"
"2020/12/09","07:06","0.317","-0.12","-"
"2020/12/09","07:12","0.323","-0.12","-"
"2020/12/09","07:18","0.329","-0.11","-"
"2020/12/09","07:24","0.334","-0.11","-"
"2020/12/09","07:30","0.34","-0.11","-"
"2020/12/09","07:36","0.345","-0.11","-"
"2020/12/09","07:42","0.35","-0.1","-"
"2020/12/09","07:48","0.355","-0.09","-"
"2020/12/09","07:54","0.359","-0.09","-"
"2020/12/09","08:00","0.364","-0.09","-"
"2020/12/09","08:06","0.368","-0.08","-"
"2020/12/09","08:12","0.372","-0.07","-"
"2020/12/09","08:18","0.375","-0.07","-"
"2020/12/09","08:24","0.379","-0.07","-"
"2020/12/09","08:30","0.382","-0.07","-"
"2020/12/09","08:36","0.385","-0.07","-"
"2020/12/09","08:42","0.388","-0.06","-"
"2020/12/09","08:48","0.391","-0.06","-"
"2020/12/09","08:54","0.393","-0.05","-"
"2020/12/09","09:00","0.395","-0.05","-"
"2020/12/09","09:06","0.397","-0.05","-"
"2020/12/09","09:12","0.399","-0.06","-"
"2020/12/09","09:18","0.401","-0.07","-"
"2020/12/09","09:24","0.402","-0.07","-"
"2020/12/09","09:30","0.403","-0.06","-"
"2020/12/09","09:36","0.404","-0.06","-"
"2020/12/09","09:42","0.405","-0.04","-"
"2020/12/09","09:48","0.406","-0.06","-"
"2020/12/09","09:54","0.406","-0.07","-"
"2020/12/09","10:00","0.406","-0.07","-"
"2020/12/09","10:06","0.406","-0.08","-"
"2020/12/09","10:12","0.406","-0.1","-"
"2020/12/09","10:18","0.406","-0.1","-"
"2020/12/09","10:24","0.406","-0.1","-"
"2020/12/09","10:30","0.405","-0.11","-"
"2020/12/09","10:36","0.404","-0.12","-"
"2020/12/09","10:42","0.403","-0.13","-"
"2020/12/09","10:48","0.402","-0.11","-"
"2020/12/09","10:54","0.401","-0.13","-"
"2020/12/09","11:00","0.399","-0.14","-"
"2020/12/09","11:06","0.398","-0.13","-"
"2020/12/09","11:12","0.396","-0.13","-"
"2020/12/09","11:18","0.394","-0.13","-"
"2020/12/09","11:24","0.392","-0.14","-"
"2020/12/09","11:30","0.39","-0.13","-"
"2020/12/09","11:36","0.387","-0.14","-"
"2020/12/09","11:42","0.385","-0.15","-"
"2020/12/09","11:48","0.382","-0.15","-"
"2020/12/09","11:54","0.379","-0.17","-"
"2020/12/09","12:00","0.376","-0.17","-"
"2020/12/09","12:06","0.373","-0.17","-"
"2020/12/09","12:12","0.37","-0.18","-"
"2020/12/09","12:18","0.366","-0.18","-"
"2020/12/09","12:24","0.363","-0.2","-"
"2020/12/09","12:30","0.359","-0.2","-"
"2020/12/09","12:36","0.355","-0.21","-"
"2020/12/09","12:42","0.351","-0.2","-"
"2020/12/09","12:48","0.347","-0.21","-"
"2020/12/09","12:54","0.343","-0.22","-"
"2020/12/09","13:00","0.339","-0.24","-"
"2020/12/09","13:06","0.334","-0.24","-"
"2020/12/09","13:12","0.33","-0.24","-"
"2020/12/09","13:18","0.325","-0.25","-"
"2020/12/09","13:24","0.32","-0.25","-"
"2020/12/09","13:30","0.316","-0.26","-"
"2020/12/09","13:36","0.311","-0.27","-"
"2020/12/09","13:42","0.306","-0.27","-"
"2020/12/09","13:48","0.301","-0.27","-"
"2020/12/09","13:54","0.297","-0.27","-"
"2020/12/09","14:00","0.292","-0.26","-"
"2020/12/09","14:06","0.287","-0.25","-"
"2020/12/09","14:12","0.282","-0.25","-"
"2020/12/09","14:18","0.278","-0.25","-"
"2020/12/09","14:24","0.273","-0.25","-"
"2020/12/09","14:30","0.268","-0.25","-"
"2020/12/09","14:36","0.264","-0.26","-"
"2020/12/09","14:42","0.26","-0.25","-"
"2020/12/09","14:48","0.255","-0.26","-"
"2020/12/09","14:54","0.251","-0.26","-"
"2020/12/09","15:00","0.247","-0.27","-"
"2020/12/09","15:06","0.244","-0.28","-"
"2020/12/09","15:12","0.24","-0.28","-"
"2020/12/09","15:18","0.237","-0.29","-"
"2020/12/09","15:24","0.234","-0.29","-"
"2020/12/09","15:30","0.231","-0.3","-"
"2020/12/09","15:36","0.228","-0.32","-"
"2020/12/09","15:42","0.226","-0.32","-"
"2020/12/09","15:48","0.224","-0.33","-"
"2020/12/09","15:54","0.222","-0.33","-"
"2020/12/09","16:00","0.221","-0.34","-"
"2020/12/09","16:06","0.219","-0.34","-"
"2020/12/09","16:12","0.218","-0.35","-"
"2020/12/09","16:18","0.218","-0.36","-"
"2020/12/09","16:24","0.217","-0.36","-"
"2020/12/09","16:30","0.217","-0.35","-"
"2020/12/09","16:36","0.217","-0.36","-"
"2020/12/09","16:42","0.218","-0.36","-"
"2020/12/09","16:48","0.219","-0.38","-"
"2020/12/09","16:54","0.22","-0.37","-"
"2020/12/09","17:00","0.221","-0.37","-"
"2020/12/09","17:06","0.223","-0.36","-"
"2020/12/09","17:12","0.224","-0.35","-"
"2020/12/09","17:18","0.227","-0.39","-"
"2020/12/09","17:24","0.229","-0.37","-"
"2020/12/09","17:30","0.231","-0.39","-"
"2020/12/09","17:36","0.234","-0.36","-"
"2020/12/09","17:42","0.237","-0.36","-"
"2020/12/09","17:48","0.24","-0.35","-"
"2020/12/09","17:54","0.243","-0.37","-"
"2020/12/09","18:00","0.247","-0.39","-"
"2020/12/09","18:06","0.25","-0.39","-"
"2020/12/09","18:12","0.254","-0.4","-"
"2020/12/09","18:18","0.258","-0.39","-"
"2020/12/09","18:24","0.262","-0.38","-"
"2020/12/09","18:30","0.265","-0.38","-"
"2020/12/09","18:36","0.269","-0.39","-"
"2020/12/09","18:42","0.273","-0.39","-"
"2020/12/09","18:48","0.277","-0.37","-"
"2020/12/09","18:54","0.281","-0.37","-"
"2020/12/09","19:00","0.285","-0.36","-"
"2020/12/09","19:06","0.289","-0.38","-"
"2020/12/09","19:12","0.293","-0.38","-"
"2020/12/09","19:18","0.296","-0.38","-"
"2020/12/09","19:24","0.3","-0.38","-"
"2020/12/09","19:30","0.304","-0.35","-"
"2020/12/09","19:36","0.307","-0.36","-"
"2020/12/09","19:42","0.31","-0.35","-"
"2020/12/09","19:48","0.313","-0.33","-"
"2020/12/09","19:54","0.316","-0.36","-"
"2020/12/09","20:00","0.319","-0.34","-"
"2020/12/09","20:06","0.322","-0.34","-"
"2020/12/09","20:12","0.324","-0.36","-"
"2020/12/09","20:18","0.327","-0.31","-"
"2020/12/09","20:24","0.329","-0.33","-"
"2020/12/09","20:30","0.331","-0.31","-"
"2020/12/09","20:36","0.333","-0.31","-"
"2020/12/09","20:42","0.334","-0.31","-"
"2020/12/09","20:48","0.336","-0.28","-"
"2020/12/09","20:54","0.337","-0.28","-"
"2020/12/09","21:00","0.338","-0.27","-"
"2020/12/09","21:06","0.339","-0.29","-"
"2020/12/09","21:12","0.34","-0.29","-"
"2020/12/09","21:18","0.34","-0.28","-"
"2020/12/09","21:24","0.341","-0.29","-"
"2020/12/09","21:30","0.341","-0.28","-"
"2020/12/09","21:36","0.341","-0.3","-"
"2020/12/09","21:42","0.341","-0.29","-"
"2020/12/09","21:48","0.341","-0.31","-"
"2020/12/09","21:54","0.341","-0.29","-"
"2020/12/09","22:00","0.34","-0.28","-"
"2020/12/09","22:06","0.34","-0.28","-"
"2020/12/09","22:12","0.339","-0.27","-"
"2020/12/09","22:18","0.338","-0.28","-"
"2020/12/09","22:24","0.337","-0.27","-"
"2020/12/09","22:30","0.336","-0.28","-"
"2020/12/09","22:36","0.335","-0.28","-"
"2020/12/09","22:42","0.334","-0.28","-"
"2020/12/09","22:48","0.333","-0.29","-"
"2020/12/09","22:54","0.331","-0.29","-"
"2020/12/09","23:00","0.33","-0.3","-"
"2020/12/09","23:06","0.328","-0.31","-"
"2020/12/09","23:12","0.326","-0.32","-"
"2020/12/09","23:18","0.325","-0.32","-"
"2020/12/09","23:24","0.323","-0.32","-"
"2020/12/09","23:30","0.321","-0.33","-"
"2020/12/09","23:36","0.319","-0.34","-"
"2020/12/09","23:42","0.317","-0.36","-"
"2020/12/09","23:48","0.315","-0.36","-"
"2020/12/09","23:54","0.313","-0.37","-"
"2020/12/10","00:00","0.311","-0.38","-"
"2020/12/10","00:06","0.309","-0.38","-"
"2020/12/10","00:12","0.306","-0.4","-"
"2020/12/10","00:18","0.304","-0.41","-"
"2020/12/10","00:24","0.302","-0.42","-"
"2020/12/10","00:30","0.299","-0.43","-"
"2020/12/10","00:36","0.297","-0.42","-"
"2020/12/10","00:42","0.294","-0.43","-"
"2020/12/10","00:48","0.292","-0.44","-"
"2020/12/10","00:54","0.289","-0.45","-"
"2020/12/10","01:00","0.287","-0.45","-"
"2020/12/10","01:06","0.284","-0.45","-"
"2020/12/10","01:12","0.282","-0.46","-"
"2020/12/10","01:18","0.279","-0.46","-"
"2020/12/10","01:24","0.276","-0.46","-"
"2020/12/10","01:30","0.274","-0.46","-"
"2020/12/10","01:36","0.271","-0.46","-"
"2020/12/10","01:42","0.269","-0.46","-"
"2020/12/10","01:48","0.266","-0.47","-"
"2020/12/10","01:54","0.264","-0.47","-"
"2020/12/10","02:00","0.261","-0.47","-"
"2020/12/10","02:06","0.259","-0.47","-"
"2020/12/10","02:12","0.256","-0.47","-"
"2020/12/10","02:18","0.254","-0.48","-"
"2020/12/10","02:24","0.252","-0.48","-"
"2020/12/10","02:30","0.25","-0.49","-"
"2020/12/10","02:36","0.248","-0.49","-"
"2020/12/10","02:42","0.246","-0.49","-"
"2020/12/10","02:48","0.245","-0.49","-"
"2020/12/10","02:54","0.243","-0.49","-"
"2020/12/10","03:00","0.242","-0.48","-"
"2020/12/10","03:06","0.241","-0.48","-"
"2020/12/10","03:12","0.24","-0.47","-"
"2020/12/10","03:18","0.239","-0.46","-"
"2020/12/10","03:24","0.238","-0.46","-"
"2020/12/10","03:30","0.238","-0.46","-"
"2020/12/10","03:36","0.238","-0.46","-"
"2020/12/10","03:42","0.238","-0.45","-"
"2020/12/10","03:48","0.238","-0.45","-"
"2020/12/10","03:54","0.239","-0.44","-"
"2020/12/10","04:00","0.239","-0.44","-"
"2020/12/10","04:06","0.24","-0.43","-"
"2020/12/10","04:12","0.241","-0.42","-"
"2020/12/10","04:18","0.243","-0.41","-"
"2020/12/10","04:24","0.245","-0.41","-"
"2020/12/10","04:30","0.247","-0.4","-"
"2020/12/10","04:36","0.249","-0.4","-"
"2020/12/10","04:42","0.251","-0.39","-"
"2020/12/10","04:48","0.254","-0.38","-"
"2020/12/10","04:54","0.257","-0.37","-"
"2020/12/10","05:00","0.26","-0.36","-"
"2020/12/10","05:06","0.263","-0.35","-"
"2020/12/10","05:12","0.267","-0.35","-"
"2020/12/10","05:18","0.271","-0.35","-"
"2020/12/10","05:24","0.274","-0.34","-"
"2020/12/10","05:30","0.278","-0.33","-"
"2020/12/10","05:36","0.283","-0.33","-"
"2020/12/10","05:42","0.287","-0.33","-"
"2020/12/10","05:48","0.291","-0.31","-"
"2020/12/10","05:54","0.296","-0.31","-"
"2020/12/10","06:00","0.3","-0.3","-"
"2020/12/10","06:06","0.305","-0.29","-"
"2020/12/10","06:12","0.309","-0.29","-"
"2020/12/10","06:18","0.314","-0.29","-"
"2020/12/10","06:24","0.319","-0.28","-"
"2020/12/10","06:30","0.323","-0.28","-"
"2020/12/10","06:36","0.328","-0.27","-"
"2020/12/10","06:42","0.333","-0.26","-"
"2020/12/10","06:48","0.337","-0.26","-"
"2020/12/10","06:54","0.341","-0.25","-"
"2020/12/10","07:00","0.346","-0.25","-"
"2020/12/10","07:06","0.35","-0.23","-"
"2020/12/10","07:12","0.354","-0.22","-"
"2020/12/10","07:18","0.358","-0.22","-"
"2020/12/10","07:24","0.361","-0.21","-"
"2020/12/10","07:30","0.365","-0.21","-"
"2020/12/10","07:36","0.368","-0.2","-"
"2020/12/10","07:42","0.371","-0.19","-"
"2020/12/10","07:48","0.374","-0.19","-"
"2020/12/10","07:54","0.377","-0.17","-"
"2020/12/10","08:00","0.379","-0.16","-"
"2020/12/10","08:06","0.381","-0.16","-"
"2020/12/10","08:12","0.383","-0.15","-"
"2020/12/10","08:18","0.385","-0.14","-"
"2020/12/10","08:24","0.387","-0.15","-"
"2020/12/10","08:30","0.388","-0.13","-"
"2020/12/10","08:36","0.389","-0.15","-"
"2020/12/10","08:42","0.39","-0.12","-"
"2020/12/10","08:48","0.39","-0.13","-"
"2020/12/10","08:54","0.39","-0.11","-"
"2020/12/10","09:00","0.39","-0.12","-"
"2020/12/10","09:06","0.39","-0.1","-"
"2020/12/10","09:12","0.39","-0.1","-"
"2020/12/10","09:18","0.389","-0.1","-"
"2020/12/10","09:24","0.389","-0.09","-"
"2020/12/10","09:30","0.388","-0.09","-"
"2020/12/10","09:36","0.386","-0.08","-"
"2020/12/10","09:42","0.385","-0.09","-"
"2020/12/10","09:48","0.384","-0.09","-"
"2020/12/10","09:54","0.382","-0.08","-"
"2020/12/10","10:00","0.38","-0.08","-"
"2020/12/10","10:06","0.378","-0.08","-"
"2020/12/10","10:12","0.376","-0.09","-"
"2020/12/10","10:18","0.373","-0.08","-"
"2020/12/10","10:24","0.371","-0.08","-"
"2020/12/10","10:30","0.368","-0.08","-"
"2020/12/10","10:36","0.366","-0.09","-"
"2020/12/10","10:42","0.363","-0.1","-"
"2020/12/10","10:48","0.36","-0.11","-"
"2020/12/10","10:54","0.357","-0.11","-"
"2020/12/10","11:00","0.354","-0.11","-"
"2020/12/10","11:06","0.35","-0.12","-"
"2020/12/10","11:12","0.347","-0.13","-"
"2020/12/10","11:18","0.344","-0.14","-"
"2020/12/10","11:24","0.34","-0.14","-"
"2020/12/10","11:30","0.336","-0.15","-"
"2020/12/10","11:36","0.332","-0.16","-"
"2020/12/10","11:42","0.329","-0.16","-"
"2020/12/10","11:48","0.325","-0.17","-"
"2020/12/10","11:54","0.321","-0.18","-"
"2020/12/10","12:00","0.316","-0.19","-"
"2020/12/10","12:06","0.312","-0.18","-"
"2020/12/10","12:12","0.308","-0.19","-"
"2020/12/10","12:18","0.303","-0.2","-"
"2020/12/10","12:24","0.299","-0.21","-"
"2020/12/10","12:30","0.294","-0.22","-"
"2020/12/10","12:36","0.289","-0.23","-"
"2020/12/10","12:42","0.284","-0.23","-"
"2020/12/10","12:48","0.279","-0.23","-"
"2020/12/10","12:54","0.274","-0.24","-"
"2020/12/10","13:00","0.269","-0.25","-"
"2020/12/10","13:06","0.263","-0.25","-"
"2020/12/10","13:12","0.258","-0.27","-"
"2020/12/10","13:18","0.252","-0.27","-"
"2020/12/10","13:24","0.247","-0.28","-"
"2020/12/10","13:30","0.241","-0.29","-"
"2020/12/10","13:36","0.235","-0.29","-"
"2020/12/10","13:42","0.229","-0.3","-"
"2020/12/10","13:48","0.223","-0.3","-"
"2020/12/10","13:54","0.217","-0.29","-"
"2020/12/10","14:00","0.211","-0.3","-"
"2020/12/10","14:06","0.205","-0.3","-"
"2020/12/10","14:12","0.199","-0.31","-"
"2020/12/10","14:18","0.193","-0.31","-"
"2020/12/10","14:24","0.187","-0.32","-"
"2020/12/10","14:30","0.181","-0.33","-"
"2020/12/10","14:36","0.174","-0.33","-"
"2020/12/10","14:42","0.168","-0.34","-"
"2020/12/10","14:48","0.163","-0.34","-"
"2020/12/10","14:54","0.157","-0.34","-"
"2020/12/10","15:00","0.151","-0.35","-"
"2020/12/10","15:06","0.145","-0.36","-"
"2020/12/10","15:12","0.14","-0.37","-"
"2020/12/10","15:18","0.135","-0.38","-"
"2020/12/10","15:24","0.13","-0.38","-"
"2020/12/10","15:30","0.125","-0.39","-"
"2020/12/10","15:36","0.12","-0.41","-"
"2020/12/10","15:42","0.116","-0.41","-"
"2020/12/10","15:48","0.112","-0.42","-"
"2020/12/10","15:54","0.108","-0.43","-"
"2020/12/10","16:00","0.105","-0.44","-"
"2020/12/10","16:06","0.101","-0.45","-"
"2020/12/10","16:12","0.099","-0.45","-"
"2020/12/10","16:18","0.096","-0.46","-"
"2020/12/10","16:24","0.094","-0.47","-"
"2020/12/10","16:30","0.092","-0.47","-"
"2020/12/10","16:36","0.091","-0.48","-"
"2020/12/10","16:42","0.09","-0.48","-"
"2020/12/10","16:48","0.089","-0.49","-"
"2020/12/10","16:54","0.089","-0.48","-"
"2020/12/10","17:00","0.089","-0.49","-"
"2020/12/10","17:06","0.09","-0.5","-"
"2020/12/10","17:12","0.091","-0.51","-"
"2020/12/10","17:18","0.092","-0.51","-"
"2020/12/10","17:24","0.094","-0.49","-"
"2020/12/10","17:30","0.096","-0.48","-"
"2020/12/10","17:36","0.099","-0.48","-"
"2020/12/10","17:42","0.102","-0.5","-"
"2020/12/10","17:48","0.105","-0.47","-"
"2020/12/10","17:54","0.109","-0.47","-"
"2020/12/10","18:00","0.113","-0.44","-"
"2020/12/10","18:06","0.117","-0.45","-"
"2020/12/10","18:12","0.122","-0.45","-"
"2020/12/10","18:18","0.126","-0.43","-"
"2020/12/10","18:24","0.132","-0.43","-"
"2020/12/10","18:30","0.137","-0.43","-"
"2020/12/10","18:36","0.143","-0.41","-"
"2020/12/10","18:42","0.149","-0.4","-"
"2020/12/10","18:48","0.155","-0.41","-"
"2020/12/10","18:54","0.161","-0.38","-"
"2020/12/10","19:00","0.167","-0.37","-"
"2020/12/10","19:06","0.174","-0.36","-"
"2020/12/10","19:12","0.18","-0.34","-"
"2020/12/10","19:18","0.187","-0.35","-"
"2020/12/10","19:24","0.194","-0.35","-"
"2020/12/10","19:30","0.2","-0.33","-"
"2020/12/10","19:36","0.207","-0.32","-"
"2020/12/10","19:42","0.214","-0.32","-"
"2020/12/10","19:48","0.221","-0.3","-"
"2020/12/10","19:54","0.227","-0.31","-"
"2020/12/10","20:00","0.234","-0.33","-"
"2020/12/10","20:06","0.241","-0.29","-"
"2020/12/10","20:12","0.247","-0.29","-"
"2020/12/10","20:18","0.254","-0.29","-"
"2020/12/10","20:24","0.26","-0.27","-"
"2020/12/10","20:30","0.266","-0.25","-"
"2020/12/10","20:36","0.272","-0.25","-"
"2020/12/10","20:42","0.278","-0.22","-"
"2020/12/10","20:48","0.284","-0.24","-"
"2020/12/10","20:54","0.289","-0.22","-"
"2020/12/10","21:00","0.294","-0.23","-"
"2020/12/10","21:06","0.3","-0.21","-"
"2020/12/10","21:12","0.305","-0.17","-"
"2020/12/10","21:18","0.31","-0.17","-"
"2020/12/10","21:24","0.314","-0.18","-"
"2020/12/10","21:30","0.319","-0.17","-"
"2020/12/10","21:36","0.323","-0.14","-"
"2020/12/10","21:42","0.327","-0.16","-"
"2020/12/10","21:48","0.331","-0.15","-"
"2020/12/10","21:54","0.335","-0.14","-"
"2020/12/10","22:00","0.339","-0.14","-"
"2020/12/10","22:06","0.342","-0.14","-"
"2020/12/10","22:12","0.345","-0.12","-"
"2020/12/10","22:18","0.348","-0.1","-"
"2020/12/10","22:24","0.351","-0.11","-"
"2020/12/10","22:30","0.354","-0.11","-"
"2020/12/10","22:36","0.357","-0.09","-"
"2020/12/10","22:42","0.359","-0.09","-"
"2020/12/10","22:48","0.362","-0.09","-"
"2020/12/10","22:54","0.364","-0.09","-"
"2020/12/10","23:00","0.366","-0.08","-"
"2020/12/10","23:06","0.368","-0.08","-"
"2020/12/10","23:12","0.37","-0.06","-"
"2020/12/10","23:18","0.372","-0.07","-"
"2020/12/10","23:24","0.374","-0.06","-"
"2020/12/10","23:30","0.375","-0.05","-"
"2020/12/10","23:36","0.377","-0.06","-"
"2020/12/10","23:42","0.378","-0.06","-"
"2020/12/10","23:48","0.379","-0.06","-"
"2020/12/10","23:54","0.381","-0.06","-"
"2020/12/11","00:00","0.382","-0.04","-"
"2020/12/11","00:06","0.383","-0.04","-"
"2020/12/11","00:12","0.383","-0.04","-"
"2020/12/11","00:18","0.384","-0.03","-"
"2020/12/11","00:24","0.385","-0.02","-"
"2020/12/11","00:30","0.385","-0.02","-"
"2020/12/11","00:36","0.386","-0.02","-"
"2020/12/11","00:42","0.386","-0.01","-"
"2020/12/11","00:48","0.386","-0.01","-"
"2020/12/11","00:54","0.387","-0.01","-"
"2020/12/11","01:00","0.387","-0.01","-"
"2020/12/11","01:06","0.387","0.01","-"
"2020/12/11","01:12","0.386","0.01","-"
"2020/12/11","01:18","0.386","0.02","-"
"2020/12/11","01:24","0.386","0.02","-"
"2020/12/11","01:30","0.385","0.02","-"
"2020/12/11","01:36","0.385","0.02","-"
"2020/12/11","01:42","0.384","0.02","-"
"2020/12/11","01:48","0.383","0.03","-"
"2020/12/11","01:54","0.383","0.03","-"
"2020/12/11","02:00","0.382","0.03","-"
"2020/12/11","02:06","0.381","0.04","-"
"2020/12/11","02:12","0.38","0.04","-"
"2020/12/11","02:18","0.379","0.05","-"
"2020/12/11","02:24","0.378","0.05","-"
"2020/12/11","02:30","0.377","0.06","-"
"2020/12/11","02:36","0.375","0.06","-"
"2020/12/11","02:42","0.374","0.06","-"
"2020/12/11","02:48","0.373","0.07","-"
"2020/12/11","02:54","0.372","0.07","-"
"2020/12/11","03:00","0.371","0.08","-"
"2020/12/11","03:06","0.369","0.08","-"
"2020/12/11","03:12","0.368","0.09","-"
"2020/12/11","03:18","0.367","0.09","-"
"2020/12/11","03:24","0.366","0.1","-"
"2020/12/11","03:30","0.365","0.09","-"
"2020/12/11","03:36","0.364","0.11","-"
"2020/12/11","03:42","0.364","0.09","-"
"2020/12/11","03:48","0.363","0.11","-"
"2020/12/11","03:54","0.362","0.11","-"
"2020/12/11","04:00","0.362","0.11","-"
"2020/12/11","04:06","0.362","0.12","-"
"2020/12/11","04:12","0.361","0.13","-"
"2020/12/11","04:18","0.361","0.14","-"
"2020/12/11","04:24","0.361","0.14","-"
"2020/12/11","04:30","0.362","0.14","-"
"2020/12/11","04:36","0.362","0.13","-"
"2020/12/11","04:42","0.363","0.14","-"
"2020/12/11","04:48","0.364","0.14","-"
"2020/12/11","04:54","0.364","0.15","-"
"2020/12/11","05:00","0.366","0.16","-"
"2020/12/11","05:06","0.367","0.17","-"
"2020/12/11","05:12","0.368","0.18","-"
"2020/12/11","05:18","0.37","0.19","-"
"2020/12/11","05:24","0.372","0.19","-"
"2020/12/11","05:30","0.373","0.2","-"
"2020/12/11","05:36","0.375","0.21","-"
"2020/12/11","05:42","0.378","0.22","-"
"2020/12/11","05:48","0.38","0.21","-"
"2020/12/11","05:54","0.382","0.22","-"
"2020/12/11","06:00","0.385","0.22","-"
"2020/12/11","06:06","0.387","0.24","-"
"2020/12/11","06:12","0.39","0.24","-"
"2020/12/11","06:18","0.392","0.25","-"
"2020/12/11","06:24","0.395","0.25","-"
"2020/12/11","06:30","0.397","0.25","-"
"2020/12/11","06:36","0.4","0.25","-"
"2020/12/11","06:42","0.403","0.26","-"
"2020/12/11","06:48","0.405","0.27","-"
"2020/12/11","06:54","0.408","0.27","-"
"2020/12/11","07:00","0.41","0.28","-"
"2020/12/11","07:06","0.413","0.28","-"
"2020/12/11","07:12","0.415","0.29","-"
"2020/12/11","07:18","0.417","0.29","-"
"2020/12/11","07:24","0.419","0.28","-"
"2020/12/11","07:30","0.421","0.28","-"
"2020/12/11","07:36","0.422","0.29","-"
"2020/12/11","07:42","0.424","0.3","-"
"2020/12/11","07:48","0.425","0.31","-"
"2020/12/11","07:54","0.426","0.32","-"
"2020/12/11","08:00","0.427","0.32","-"
"2020/12/11","08:06","0.427","0.33","-"
"2020/12/11","08:12","0.427","0.32","-"
"2020/12/11","08:18","0.427","0.33","-"
"2020/12/11","08:24","0.427","0.32","-"
"2020/12/11","08:30","0.427","0.32","-"
"2020/12/11","08:36","0.426","0.33","-"
"2020/12/11","08:42","0.425","0.34","-"
"2020/12/11","08:48","0.424","0.34","-"
"2020/12/11","08:54","0.422","0.34","-"
"2020/12/11","09:00","0.42","0.34","-"
"2020/12/11","09:06","0.418","0.34","-"
"2020/12/11","09:12","0.416","0.34","-"
"2020/12/11","09:18","0.413","0.34","-"
"2020/12/11","09:24","0.41","0.34","-"
"2020/12/11","09:30","0.407","0.34","-"
"2020/12/11","09:36","0.404","0.34","-"
"2020/12/11","09:42","0.401","0.35","-"
"2020/12/11","09:48","0.397","0.34","-"
"2020/12/11","09:54","0.393","0.34","-"
"2020/12/11","10:00","0.389","0.32","-"
"2020/12/11","10:06","0.384","0.32","-"
"2020/12/11","10:12","0.38","0.32","-"
"2020/12/11","10:18","0.375","0.31","-"
"2020/12/11","10:24","0.371","0.31","-"
"2020/12/11","10:30","0.366","0.28","-"
"2020/12/11","10:36","0.361","0.27","-"
"2020/12/11","10:42","0.355","0.26","-"
"2020/12/11","10:48","0.35","0.26","-"
"2020/12/11","10:54","0.345","0.25","-"
"2020/12/11","11:00","0.339","0.24","-"
"2020/12/11","11:06","0.334","0.23","-"
"2020/12/11","11:12","0.328","0.22","-"
"2020/12/11","11:18","0.322","0.21","-"
"2020/12/11","11:24","0.317","0.19","-"
"2020/12/11","11:30","0.311","0.2","-"
"2020/12/11","11:36","0.305","0.19","-"
"2020/12/11","11:42","0.299","0.17","-"
"2020/12/11","11:48","0.293","0.17","-"
"2020/12/11","11:54","0.287","0.16","-"
"2020/12/11","12:00","0.281","0.16","-"
"2020/12/11","12:06","0.275","0.16","-"
"2020/12/11","12:12","0.269","0.15","-"
"2020/12/11","12:18","0.263","0.14","-"
"2020/12/11","12:24","0.256","0.14","-"
"2020/12/11","12:30","0.25","0.14","-"
"2020/12/11","12:36","0.244","0.13","-"
"2020/12/11","12:42","0.237","0.12","-"
"2020/12/11","12:48","0.231","0.12","-"
"2020/12/11","12:54","0.224","0.11","-"
"2020/12/11","13:00","0.218","0.1","-"
"2020/12/11","13:06","0.211","0.08","-"
"2020/12/11","13:12","0.205","0.06","-"
"2020/12/11","13:18","0.198","0.04","-"
"2020/12/11","13:24","0.191","0.03","-"
"2020/12/11","13:30","0.184","0.02","-"
"2020/12/11","13:36","0.177","0.01","-"
"2020/12/11","13:42","0.171","0.02","-"
"2020/12/11","13:48","0.164","0.03","-"
"2020/12/11","13:54","0.156","0.01","-"
"2020/12/11","14:00","0.149","0","-"
"2020/12/11","14:06","0.142","0","-"
"2020/12/11","14:12","0.135","0","-"
"2020/12/11","14:18","0.128","-0.02","-"
"2020/12/11","14:24","0.121","-0.03","-"
"2020/12/11","14:30","0.113","-0.04","-"
"2020/12/11","14:36","0.106","-0.05","-"
"2020/12/11","14:42","0.099","-0.06","-"
"2020/12/11","14:48","0.092","-0.07","-"
"2020/12/11","14:54","0.084","-0.09","-"
"2020/12/11","15:00","0.077","-0.09","-"
"2020/12/11","15:06","0.07","-0.11","-"
"2020/12/11","15:12","0.063","-0.12","-"
"2020/12/11","15:18","0.056","-0.14","-"
"2020/12/11","15:24","0.05","-0.15","-"
"2020/12/11","15:30","0.043","-0.16","-"
"2020/12/11","15:36","0.037","-0.17","-"
"2020/12/11","15:42","0.03","-0.17","-"
"2020/12/11","15:48","0.024","-0.18","-"
"2020/12/11","15:54","0.018","-0.19","-"
"2020/12/11","16:00","0.013","-0.21","-"
"2020/12/11","16:06","0.008","-0.21","-"
"2020/12/11","16:12","0.002","-0.21","-"
"2020/12/11","16:18","-0.002","-0.22","-"
"2020/12/11","16:24","-0.007","-0.22","-"
"2020/12/11","16:30","-0.011","-0.25","-"
"2020/12/11","16:36","-0.014","-0.26","-"
"2020/12/11","16:42","-0.018","-0.26","-"
"2020/12/11","16:48","-0.021","-0.28","-"
"2020/12/11","16:54","-0.023","-0.28","-"
"2020/12/11","17:00","-0.025","-0.28","-"
"2020/12/11","17:06","-0.027","-0.29","-"
"2020/12/11","17:12","-0.028","-0.3","-"
