"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2020/12/17","20:54","-0.267","-0.16","-"
"2020/12/17","21:00","-0.274","-0.17","-"
"2020/12/17","21:06","-0.28","-0.17","-"
"2020/12/17","21:12","-0.287","-0.17","-"
"2020/12/17","21:18","-0.293","-0.18","-"
"2020/12/17","21:24","-0.299","-0.19","-"
"2020/12/17","21:30","-0.304","-0.19","-"
"2020/12/17","21:36","-0.309","-0.19","-"
"2020/12/17","21:42","-0.314","-0.19","-"
"2020/12/17","21:48","-0.318","-0.2","-"
"2020/12/17","21:54","-0.322","-0.19","-"
"2020/12/17","22:00","-0.326","-0.2","-"
"2020/12/17","22:06","-0.329","-0.19","-"
"2020/12/17","22:12","-0.332","-0.19","-"
"2020/12/17","22:18","-0.335","-0.22","-"
"2020/12/17","22:24","-0.336","-0.21","-"
"2020/12/17","22:30","-0.338","-0.23","-"
"2020/12/17","22:36","-0.339","-0.21","-"
"2020/12/17","22:42","-0.339","-0.23","-"
"2020/12/17","22:48","-0.339","-0.23","-"
"2020/12/17","22:54","-0.339","-0.23","-"
"2020/12/17","23:00","-0.337","-0.23","-"
"2020/12/17","23:06","-0.336","-0.22","-"
"2020/12/17","23:12","-0.334","-0.23","-"
"2020/12/17","23:18","-0.331","-0.23","-"
"2020/12/17","23:24","-0.328","-0.23","-"
"2020/12/17","23:30","-0.324","-0.23","-"
"2020/12/17","23:36","-0.32","-0.25","-"
"2020/12/17","23:42","-0.315","-0.24","-"
"2020/12/17","23:48","-0.309","-0.24","-"
"2020/12/17","23:54","-0.303","-0.24","-"
"2020/12/18","00:00","-0.297","-0.23","-"
"2020/12/18","00:06","-0.29","-0.23","-"
"2020/12/18","00:12","-0.283","-0.21","-"
"2020/12/18","00:18","-0.275","-0.21","-"
"2020/12/18","00:24","-0.267","-0.19","-"
"2020/12/18","00:30","-0.258","-0.2","-"
"2020/12/18","00:36","-0.249","-0.18","-"
"2020/12/18","00:42","-0.239","-0.16","-"
"2020/12/18","00:48","-0.229","-0.16","-"
"2020/12/18","00:54","-0.219","-0.15","-"
"2020/12/18","01:00","-0.209","-0.16","-"
"2020/12/18","01:06","-0.198","-0.15","-"
"2020/12/18","01:12","-0.187","-0.14","-"
"2020/12/18","01:18","-0.176","-0.14","-"
"2020/12/18","01:24","-0.164","-0.13","-"
"2020/12/18","01:30","-0.152","-0.13","-"
"2020/12/18","01:36","-0.14","-0.11","-"
"2020/12/18","01:42","-0.128","-0.09","-"
"2020/12/18","01:48","-0.116","-0.08","-"
"2020/12/18","01:54","-0.104","-0.09","-"
"2020/12/18","02:00","-0.092","-0.09","-"
"2020/12/18","02:06","-0.08","-0.08","-"
"2020/12/18","02:12","-0.067","-0.08","-"
"2020/12/18","02:18","-0.055","-0.07","-"
"2020/12/18","02:24","-0.043","-0.07","-"
"2020/12/18","02:30","-0.031","-0.06","-"
"2020/12/18","02:36","-0.018","-0.05","-"
"2020/12/18","02:42","-0.006","-0.03","-"
"2020/12/18","02:48","0.006","-0.03","-"
"2020/12/18","02:54","0.018","-0.01","-"
"2020/12/18","03:00","0.029","0","-"
"2020/12/18","03:06","0.041","0.01","-"
"2020/12/18","03:12","0.053","0.02","-"
"2020/12/18","03:18","0.064","0.03","-"
"2020/12/18","03:24","0.075","0.04","-"
"2020/12/18","03:30","0.086","0.06","-"
"2020/12/18","03:36","0.097","0.06","-"
"2020/12/18","03:42","0.108","0.07","-"
"2020/12/18","03:48","0.118","0.08","-"
"2020/12/18","03:54","0.128","0.09","-"
"2020/12/18","04:00","0.138","0.11","-"
"2020/12/18","04:06","0.148","0.09","-"
"2020/12/18","04:12","0.158","0.11","-"
"2020/12/18","04:18","0.168","0.12","-"
"2020/12/18","04:24","0.177","0.15","-"
"2020/12/18","04:30","0.186","0.14","-"
"2020/12/18","04:36","0.195","0.15","-"
"2020/12/18","04:42","0.204","0.16","-"
"2020/12/18","04:48","0.213","0.17","-"
"2020/12/18","04:54","0.222","0.17","-"
"2020/12/18","05:00","0.23","0.21","-"
"2020/12/18","05:06","0.238","0.2","-"
"2020/12/18","05:12","0.246","0.21","-"
"2020/12/18","05:18","0.254","0.21","-"
"2020/12/18","05:24","0.262","0.22","-"
"2020/12/18","05:30","0.27","0.24","-"
"2020/12/18","05:36","0.278","0.25","-"
"2020/12/18","05:42","0.285","0.26","-"
"2020/12/18","05:48","0.292","0.26","-"
"2020/12/18","05:54","0.3","0.27","-"
"2020/12/18","06:00","0.307","0.28","-"
"2020/12/18","06:06","0.314","0.28","-"
"2020/12/18","06:12","0.32","0.29","-"
"2020/12/18","06:18","0.327","0.3","-"
"2020/12/18","06:24","0.334","0.31","-"
"2020/12/18","06:30","0.34","0.32","-"
"2020/12/18","06:36","0.347","0.34","-"
"2020/12/18","06:42","0.353","0.34","-"
"2020/12/18","06:48","0.359","0.34","-"
"2020/12/18","06:54","0.365","0.35","-"
"2020/12/18","07:00","0.371","0.36","-"
"2020/12/18","07:06","0.376","0.37","-"
"2020/12/18","07:12","0.382","0.37","-"
"2020/12/18","07:18","0.387","0.38","-"
"2020/12/18","07:24","0.393","0.39","-"
"2020/12/18","07:30","0.398","0.4","-"
"2020/12/18","07:36","0.403","0.41","-"
"2020/12/18","07:42","0.407","0.42","-"
"2020/12/18","07:48","0.412","0.42","-"
"2020/12/18","07:54","0.416","0.43","-"
"2020/12/18","08:00","0.421","0.43","-"
"2020/12/18","08:06","0.425","0.45","-"
"2020/12/18","08:12","0.429","0.45","-"
"2020/12/18","08:18","0.432","0.46","-"
"2020/12/18","08:24","0.436","0.47","-"
"2020/12/18","08:30","0.439","0.47","-"
"2020/12/18","08:36","0.442","0.48","-"
"2020/12/18","08:42","0.445","0.48","-"
"2020/12/18","08:48","0.448","0.49","-"
"2020/12/18","08:54","0.451","0.5","-"
"2020/12/18","09:00","0.453","0.5","-"
"2020/12/18","09:06","0.456","0.51","-"
"2020/12/18","09:12","0.458","0.51","-"
"2020/12/18","09:18","0.46","0.52","-"
"2020/12/18","09:24","0.461","0.53","-"
"2020/12/18","09:30","0.463","0.53","-"
"2020/12/18","09:36","0.464","0.53","-"
"2020/12/18","09:42","0.466","0.53","-"
"2020/12/18","09:48","0.467","0.54","-"
"2020/12/18","09:54","0.468","0.53","-"
"2020/12/18","10:00","0.468","0.54","-"
"2020/12/18","10:06","0.469","0.54","-"
"2020/12/18","10:12","0.47","0.55","-"
"2020/12/18","10:18","0.47","0.55","-"
"2020/12/18","10:24","0.47","0.56","-"
"2020/12/18","10:30","0.47","0.56","-"
"2020/12/18","10:36","0.47","0.57","-"
"2020/12/18","10:42","0.47","0.57","-"
"2020/12/18","10:48","0.47","0.56","-"
"2020/12/18","10:54","0.47","0.57","-"
"2020/12/18","11:00","0.469","0.56","-"
"2020/12/18","11:06","0.469","0.57","-"
"2020/12/18","11:12","0.468","0.56","-"
"2020/12/18","11:18","0.468","0.58","-"
"2020/12/18","11:24","0.467","0.58","-"
"2020/12/18","11:30","0.466","0.57","-"
"2020/12/18","11:36","0.465","0.57","-"
"2020/12/18","11:42","0.464","0.56","-"
"2020/12/18","11:48","0.463","0.6","-"
"2020/12/18","11:54","0.461","0.57","-"
"2020/12/18","12:00","0.46","0.57","-"
"2020/12/18","12:06","0.458","0.55","-"
"2020/12/18","12:12","0.457","0.55","-"
"2020/12/18","12:18","0.455","0.56","-"
"2020/12/18","12:24","0.453","0.55","-"
"2020/12/18","12:30","0.451","0.57","-"
"2020/12/18","12:36","0.449","0.52","-"
"2020/12/18","12:42","0.446","0.52","-"
"2020/12/18","12:48","0.444","0.51","-"
"2020/12/18","12:54","0.441","0.52","-"
"2020/12/18","13:00","0.438","0.52","-"
"2020/12/18","13:06","0.435","0.51","-"
"2020/12/18","13:12","0.432","0.51","-"
"2020/12/18","13:18","0.429","0.51","-"
"2020/12/18","13:24","0.425","0.5","-"
"2020/12/18","13:30","0.422","0.5","-"
"2020/12/18","13:36","0.418","0.5","-"
"2020/12/18","13:42","0.414","0.49","-"
"2020/12/18","13:48","0.409","0.49","-"
"2020/12/18","13:54","0.405","0.48","-"
"2020/12/18","14:00","0.4","0.48","-"
"2020/12/18","14:06","0.395","0.49","-"
"2020/12/18","14:12","0.39","0.48","-"
"2020/12/18","14:18","0.384","0.48","-"
"2020/12/18","14:24","0.379","0.47","-"
"2020/12/18","14:30","0.373","0.45","-"
"2020/12/18","14:36","0.367","0.45","-"
"2020/12/18","14:42","0.36","0.44","-"
"2020/12/18","14:48","0.354","0.43","-"
"2020/12/18","14:54","0.347","0.43","-"
"2020/12/18","15:00","0.34","0.42","-"
"2020/12/18","15:06","0.333","0.4","-"
"2020/12/18","15:12","0.326","0.4","-"
"2020/12/18","15:18","0.318","0.39","-"
"2020/12/18","15:24","0.31","0.4","-"
"2020/12/18","15:30","0.303","0.38","-"
"2020/12/18","15:36","0.295","0.38","-"
"2020/12/18","15:42","0.286","0.37","-"
"2020/12/18","15:48","0.278","0.36","-"
"2020/12/18","15:54","0.27","0.36","-"
"2020/12/18","16:00","0.261","0.35","-"
"2020/12/18","16:06","0.252","0.34","-"
"2020/12/18","16:12","0.243","0.34","-"
"2020/12/18","16:18","0.235","0.33","-"
"2020/12/18","16:24","0.226","0.31","-"
"2020/12/18","16:30","0.217","0.31","-"
"2020/12/18","16:36","0.207","0.29","-"
"2020/12/18","16:42","0.198","0.29","-"
"2020/12/18","16:48","0.189","0.28","-"
"2020/12/18","16:54","0.18","0.27","-"
"2020/12/18","17:00","0.171","0.26","-"
"2020/12/18","17:06","0.161","0.26","-"
"2020/12/18","17:12","0.152","0.24","-"
"2020/12/18","17:18","0.143","0.24","-"
"2020/12/18","17:24","0.134","0.23","-"
"2020/12/18","17:30","0.125","0.21","-"
"2020/12/18","17:36","0.115","0.2","-"
"2020/12/18","17:42","0.106","0.2","-"
"2020/12/18","17:48","0.097","0.19","-"
"2020/12/18","17:54","0.088","0.18","-"
"2020/12/18","18:00","0.079","0.18","-"
"2020/12/18","18:06","0.07","0.17","-"
"2020/12/18","18:12","0.061","0.17","-"
"2020/12/18","18:18","0.052","0.16","-"
"2020/12/18","18:24","0.043","0.16","-"
"2020/12/18","18:30","0.034","0.14","-"
"2020/12/18","18:36","0.025","0.14","-"
"2020/12/18","18:42","0.016","0.13","-"
"2020/12/18","18:48","0.007","0.11","-"
"2020/12/18","18:54","-0.002","0.11","-"
"2020/12/18","19:00","-0.01","0.11","-"
"2020/12/18","19:06","-0.019","0.09","-"
"2020/12/18","19:12","-0.028","0.1","-"
"2020/12/18","19:18","-0.037","0.06","-"
"2020/12/18","19:24","-0.045","0.09","-"
"2020/12/18","19:30","-0.054","0.04","-"
"2020/12/18","19:36","-0.063","0.05","-"
"2020/12/18","19:42","-0.072","0.05","-"
"2020/12/18","19:48","-0.08","0.04","-"
"2020/12/18","19:54","-0.089","0.06","-"
"2020/12/18","20:00","-0.098","0.03","-"
"2020/12/18","20:06","-0.106","0.03","-"
"2020/12/18","20:12","-0.115","0.01","-"
"2020/12/18","20:18","-0.124","0","-"
"2020/12/18","20:24","-0.132","0","-"
"2020/12/18","20:30","-0.141","-0.01","-"
"2020/12/18","20:36","-0.15","-0.02","-"
"2020/12/18","20:42","-0.158","-0.03","-"
"2020/12/18","20:48","-0.167","-0.02","-"
"2020/12/18","20:54","-0.175","-0.01","-"
"2020/12/18","21:00","-0.184","-0.02","-"
"2020/12/18","21:06","-0.192","-0.02","-"
"2020/12/18","21:12","-0.2","-0.04","-"
"2020/12/18","21:18","-0.208","-0.04","-"
"2020/12/18","21:24","-0.216","-0.07","-"
"2020/12/18","21:30","-0.224","-0.07","-"
"2020/12/18","21:36","-0.232","-0.08","-"
"2020/12/18","21:42","-0.239","-0.08","-"
"2020/12/18","21:48","-0.247","-0.08","-"
"2020/12/18","21:54","-0.254","-0.09","-"
"2020/12/18","22:00","-0.261","-0.1","-"
"2020/12/18","22:06","-0.267","-0.11","-"
"2020/12/18","22:12","-0.274","-0.12","-"
"2020/12/18","22:18","-0.28","-0.13","-"
"2020/12/18","22:24","-0.286","-0.13","-"
"2020/12/18","22:30","-0.291","-0.14","-"
"2020/12/18","22:36","-0.296","-0.15","-"
"2020/12/18","22:42","-0.301","-0.15","-"
"2020/12/18","22:48","-0.305","-0.15","-"
"2020/12/18","22:54","-0.309","-0.16","-"
"2020/12/18","23:00","-0.313","-0.16","-"
"2020/12/18","23:06","-0.316","-0.15","-"
"2020/12/18","23:12","-0.319","-0.16","-"
"2020/12/18","23:18","-0.321","-0.15","-"
"2020/12/18","23:24","-0.323","-0.16","-"
"2020/12/18","23:30","-0.324","-0.17","-"
"2020/12/18","23:36","-0.325","-0.16","-"
"2020/12/18","23:42","-0.325","-0.18","-"
"2020/12/18","23:48","-0.325","-0.16","-"
"2020/12/18","23:54","-0.324","-0.16","-"
"2020/12/19","00:00","-0.323","-0.15","-"
"2020/12/19","00:06","-0.322","-0.15","-"
"2020/12/19","00:12","-0.319","-0.14","-"
"2020/12/19","00:18","-0.317","-0.13","-"
"2020/12/19","00:24","-0.314","-0.13","-"
"2020/12/19","00:30","-0.31","-0.11","-"
"2020/12/19","00:36","-0.306","-0.1","-"
"2020/12/19","00:42","-0.301","-0.08","-"
"2020/12/19","00:48","-0.296","-0.07","-"
"2020/12/19","00:54","-0.29","-0.07","-"
"2020/12/19","01:00","-0.284","-0.07","-"
"2020/12/19","01:06","-0.278","-0.07","-"
"2020/12/19","01:12","-0.271","-0.06","-"
"2020/12/19","01:18","-0.264","-0.06","-"
"2020/12/19","01:24","-0.256","-0.04","-"
"2020/12/19","01:30","-0.248","-0.03","-"
"2020/12/19","01:36","-0.24","-0.02","-"
"2020/12/19","01:42","-0.231","-0.01","-"
"2020/12/19","01:48","-0.222","0.01","-"
"2020/12/19","01:54","-0.213","0.02","-"
"2020/12/19","02:00","-0.203","0.03","-"
"2020/12/19","02:06","-0.193","0.04","-"
"2020/12/19","02:12","-0.183","0.05","-"
"2020/12/19","02:18","-0.173","0.05","-"
"2020/12/19","02:24","-0.163","0.05","-"
"2020/12/19","02:30","-0.152","0.07","-"
"2020/12/19","02:36","-0.141","0.09","-"
"2020/12/19","02:42","-0.13","0.1","-"
"2020/12/19","02:48","-0.12","0.11","-"
"2020/12/19","02:54","-0.109","0.11","-"
"2020/12/19","03:00","-0.098","0.12","-"
"2020/12/19","03:06","-0.087","0.13","-"
"2020/12/19","03:12","-0.076","0.14","-"
"2020/12/19","03:18","-0.064","0.15","-"
"2020/12/19","03:24","-0.053","0.17","-"
"2020/12/19","03:30","-0.042","0.17","-"
"2020/12/19","03:36","-0.031","0.19","-"
"2020/12/19","03:42","-0.021","0.2","-"
"2020/12/19","03:48","-0.01","0.21","-"
"2020/12/19","03:54","0.001","0.22","-"
"2020/12/19","04:00","0.012","0.23","-"
"2020/12/19","04:06","0.022","0.25","-"
"2020/12/19","04:12","0.032","0.26","-"
"2020/12/19","04:18","0.043","0.27","-"
"2020/12/19","04:24","0.053","0.28","-"
"2020/12/19","04:30","0.063","0.28","-"
"2020/12/19","04:36","0.073","0.3","-"
"2020/12/19","04:42","0.083","0.31","-"
"2020/12/19","04:48","0.092","0.32","-"
"2020/12/19","04:54","0.102","0.33","-"
"2020/12/19","05:00","0.111","0.33","-"
"2020/12/19","05:06","0.12","0.35","-"
"2020/12/19","05:12","0.129","0.36","-"
"2020/12/19","05:18","0.138","0.38","-"
"2020/12/19","05:24","0.146","0.37","-"
"2020/12/19","05:30","0.155","0.39","-"
"2020/12/19","05:36","0.163","0.39","-"
"2020/12/19","05:42","0.171","0.41","-"
"2020/12/19","05:48","0.179","0.42","-"
"2020/12/19","05:54","0.187","0.43","-"
"2020/12/19","06:00","0.194","0.44","-"
"2020/12/19","06:06","0.202","0.44","-"
"2020/12/19","06:12","0.209","0.46","-"
"2020/12/19","06:18","0.216","0.47","-"
"2020/12/19","06:24","0.223","0.49","-"
"2020/12/19","06:30","0.23","0.48","-"
"2020/12/19","06:36","0.236","0.49","-"
"2020/12/19","06:42","0.243","0.5","-"
"2020/12/19","06:48","0.249","0.52","-"
"2020/12/19","06:54","0.255","0.53","-"
"2020/12/19","07:00","0.261","0.54","-"
"2020/12/19","07:06","0.267","0.54","-"
"2020/12/19","07:12","0.272","0.55","-"
"2020/12/19","07:18","0.278","0.55","-"
"2020/12/19","07:24","0.283","0.57","-"
"2020/12/19","07:30","0.288","0.57","-"
"2020/12/19","07:36","0.293","0.59","-"
"2020/12/19","07:42","0.297","0.6","-"
"2020/12/19","07:48","0.302","0.59","-"
"2020/12/19","07:54","0.306","0.6","-"
"2020/12/19","08:00","0.31","0.6","-"
"2020/12/19","08:06","0.314","0.61","-"
"2020/12/19","08:12","0.318","0.62","-"
"2020/12/19","08:18","0.322","0.61","-"
"2020/12/19","08:24","0.325","0.63","-"
"2020/12/19","08:30","0.329","0.63","-"
"2020/12/19","08:36","0.332","0.64","-"
"2020/12/19","08:42","0.334","0.64","-"
"2020/12/19","08:48","0.337","0.65","-"
"2020/12/19","08:54","0.34","0.65","-"
"2020/12/19","09:00","0.342","0.65","-"
"2020/12/19","09:06","0.344","0.67","-"
"2020/12/19","09:12","0.346","0.67","-"
"2020/12/19","09:18","0.348","0.69","-"
"2020/12/19","09:24","0.35","0.67","-"
"2020/12/19","09:30","0.352","0.7","-"
"2020/12/19","09:36","0.353","0.64","-"
"2020/12/19","09:42","0.354","0.72","-"
"2020/12/19","09:48","0.356","0.67","-"
"2020/12/19","09:54","0.357","0.72","-"
"2020/12/19","10:00","0.357","0.69","-"
"2020/12/19","10:06","0.358","0.71","-"
"2020/12/19","10:12","0.359","0.7","-"
"2020/12/19","10:18","0.359","0.7","-"
"2020/12/19","10:24","0.36","0.7","-"
"2020/12/19","10:30","0.36","0.71","-"
"2020/12/19","10:36","0.36","0.72","-"
"2020/12/19","10:42","0.36","0.7","-"
"2020/12/19","10:48","0.36","0.73","-"
"2020/12/19","10:54","0.36","0.72","-"
"2020/12/19","11:00","0.36","0.74","-"
"2020/12/19","11:06","0.36","0.74","-"
"2020/12/19","11:12","0.36","0.74","-"
"2020/12/19","11:18","0.359","0.74","-"
"2020/12/19","11:24","0.359","0.75","-"
"2020/12/19","11:30","0.359","0.75","-"
"2020/12/19","11:36","0.358","0.74","-"
"2020/12/19","11:42","0.358","0.76","-"
"2020/12/19","11:48","0.357","0.76","-"
"2020/12/19","11:54","0.356","0.75","-"
"2020/12/19","12:00","0.356","0.75","-"
"2020/12/19","12:06","0.355","0.76","-"
"2020/12/19","12:12","0.354","0.76","-"
"2020/12/19","12:18","0.353","0.76","-"
"2020/12/19","12:24","0.353","0.76","-"
"2020/12/19","12:30","0.352","0.76","-"
"2020/12/19","12:36","0.351","0.76","-"
"2020/12/19","12:42","0.35","0.75","-"
"2020/12/19","12:48","0.348","0.76","-"
"2020/12/19","12:54","0.347","0.76","-"
"2020/12/19","13:00","0.346","0.76","-"
"2020/12/19","13:06","0.345","0.75","-"
"2020/12/19","13:12","0.343","0.76","-"
"2020/12/19","13:18","0.342","0.76","-"
"2020/12/19","13:24","0.34","0.76","-"
"2020/12/19","13:30","0.339","0.75","-"
"2020/12/19","13:36","0.337","0.75","-"
"2020/12/19","13:42","0.335","0.75","-"
"2020/12/19","13:48","0.333","0.74","-"
"2020/12/19","13:54","0.331","0.74","-"
"2020/12/19","14:00","0.329","0.73","-"
"2020/12/19","14:06","0.327","0.74","-"
"2020/12/19","14:12","0.324","0.75","-"
"2020/12/19","14:18","0.322","0.75","-"
"2020/12/19","14:24","0.319","0.73","-"
"2020/12/19","14:30","0.316","0.73","-"
"2020/12/19","14:36","0.313","0.72","-"
"2020/12/19","14:42","0.31","0.7","-"
"2020/12/19","14:48","0.307","0.7","-"
"2020/12/19","14:54","0.304","0.69","-"
"2020/12/19","15:00","0.3","0.7","-"
"2020/12/19","15:06","0.296","0.7","-"
"2020/12/19","15:12","0.293","0.7","-"
"2020/12/19","15:18","0.289","0.69","-"
"2020/12/19","15:24","0.285","0.69","-"
"2020/12/19","15:30","0.28","0.66","-"
"2020/12/19","15:36","0.276","0.66","-"
"2020/12/19","15:42","0.271","0.65","-"
"2020/12/19","15:48","0.267","0.65","-"
"2020/12/19","15:54","0.262","0.65","-"
"2020/12/19","16:00","0.257","0.63","-"
"2020/12/19","16:06","0.252","0.62","-"
"2020/12/19","16:12","0.247","0.61","-"
"2020/12/19","16:18","0.241","0.6","-"
"2020/12/19","16:24","0.236","0.59","-"
"2020/12/19","16:30","0.23","0.57","-"
"2020/12/19","16:36","0.225","0.56","-"
"2020/12/19","16:42","0.219","0.56","-"
"2020/12/19","16:48","0.213","0.56","-"
"2020/12/19","16:54","0.207","0.55","-"
"2020/12/19","17:00","0.201","0.55","-"
"2020/12/19","17:06","0.195","0.54","-"
"2020/12/19","17:12","0.189","0.53","-"
"2020/12/19","17:18","0.183","0.53","-"
"2020/12/19","17:24","0.177","0.51","-"
"2020/12/19","17:30","0.17","0.5","-"
"2020/12/19","17:36","0.164","0.48","-"
"2020/12/19","17:42","0.158","0.46","-"
"2020/12/19","17:48","0.151","0.45","-"
"2020/12/19","17:54","0.145","0.43","-"
"2020/12/19","18:00","0.138","0.45","-"
"2020/12/19","18:06","0.131","0.41","-"
"2020/12/19","18:12","0.125","0.39","-"
"2020/12/19","18:18","0.118","0.38","-"
"2020/12/19","18:24","0.111","0.4","-"
"2020/12/19","18:30","0.104","0.38","-"
"2020/12/19","18:36","0.098","0.38","-"
"2020/12/19","18:42","0.091","0.38","-"
"2020/12/19","18:48","0.084","0.36","-"
"2020/12/19","18:54","0.077","0.34","-"
"2020/12/19","19:00","0.07","0.3","-"
"2020/12/19","19:06","0.063","0.32","-"
"2020/12/19","19:12","0.056","0.32","-"
"2020/12/19","19:18","0.048","0.33","-"
"2020/12/19","19:24","0.041","0.31","-"
"2020/12/19","19:30","0.034","0.29","-"
"2020/12/19","19:36","0.027","0.3","-"
"2020/12/19","19:42","0.019","0.28","-"
"2020/12/19","19:48","0.012","0.28","-"
"2020/12/19","19:54","0.004","0.28","-"
"2020/12/19","20:00","-0.003","0.27","-"
"2020/12/19","20:06","-0.011","0.28","-"
"2020/12/19","20:12","-0.018","0.3","-"
"2020/12/19","20:18","-0.026","0.26","-"
"2020/12/19","20:24","-0.034","0.24","-"
"2020/12/19","20:30","-0.042","0.22","-"
"2020/12/19","20:36","-0.05","0.2","-"
"2020/12/19","20:42","-0.057","0.18","-"
"2020/12/19","20:48","-0.065","0.16","-"
"2020/12/19","20:54","-0.073","0.17","-"
"2020/12/19","21:00","-0.081","0.16","-"
"2020/12/19","21:06","-0.089","0.15","-"
"2020/12/19","21:12","-0.097","0.15","-"
"2020/12/19","21:18","-0.105","0.17","-"
"2020/12/19","21:24","-0.113","0.13","-"
"2020/12/19","21:30","-0.121","0.12","-"
"2020/12/19","21:36","-0.129","0.09","-"
"2020/12/19","21:42","-0.137","0.08","-"
"2020/12/19","21:48","-0.145","0.1","-"
"2020/12/19","21:54","-0.153","0.1","-"
"2020/12/19","22:00","-0.161","0.11","-"
"2020/12/19","22:06","-0.169","0.12","-"
"2020/12/19","22:12","-0.176","0.11","-"
"2020/12/19","22:18","-0.184","0.1","-"
"2020/12/19","22:24","-0.191","0.07","-"
"2020/12/19","22:30","-0.198","0.08","-"
"2020/12/19","22:36","-0.205","0.06","-"
"2020/12/19","22:42","-0.212","0.09","-"
"2020/12/19","22:48","-0.218","0.06","-"
"2020/12/19","22:54","-0.225","0.04","-"
"2020/12/19","23:00","-0.231","0.03","-"
"2020/12/19","23:06","-0.237","0.03","-"
"2020/12/19","23:12","-0.242","0.03","-"
"2020/12/19","23:18","-0.248","0.03","-"
"2020/12/19","23:24","-0.253","0.03","-"
"2020/12/19","23:30","-0.257","0.05","-"
"2020/12/19","23:36","-0.262","0.1","-"
"2020/12/19","23:42","-0.266","0.1","-"
"2020/12/19","23:48","-0.27","0.09","-"
"2020/12/19","23:54","-0.273","0.11","-"
"2020/12/20","00:00","-0.276","0.12","-"
"2020/12/20","00:06","-0.278","0.14","-"
"2020/12/20","00:12","-0.28","0.13","-"
"2020/12/20","00:18","-0.282","0.1","-"
"2020/12/20","00:24","-0.283","0.09","-"
"2020/12/20","00:30","-0.284","0.09","-"
"2020/12/20","00:36","-0.285","0.1","-"
"2020/12/20","00:42","-0.285","0.11","-"
"2020/12/20","00:48","-0.284","0.12","-"
"2020/12/20","00:54","-0.283","0.14","-"
"2020/12/20","01:00","-0.282","0.14","-"
"2020/12/20","01:06","-0.28","0.16","-"
"2020/12/20","01:12","-0.278","0.17","-"
"2020/12/20","01:18","-0.276","0.18","-"
"2020/12/20","01:24","-0.273","0.18","-"
"2020/12/20","01:30","-0.269","0.2","-"
"2020/12/20","01:36","-0.265","0.17","-"
"2020/12/20","01:42","-0.261","0.2","-"
"2020/12/20","01:48","-0.256","0.17","-"
"2020/12/20","01:54","-0.251","0.23","-"
"2020/12/20","02:00","-0.246","0.21","-"
"2020/12/20","02:06","-0.24","0.25","-"
"2020/12/20","02:12","-0.234","0.25","-"
"2020/12/20","02:18","-0.228","0.26","-"
"2020/12/20","02:24","-0.221","0.26","-"
"2020/12/20","02:30","-0.214","0.26","-"
"2020/12/20","02:36","-0.206","0.28","-"
"2020/12/20","02:42","-0.199","0.28","-"
"2020/12/20","02:48","-0.191","0.3","-"
"2020/12/20","02:54","-0.183","0.29","-"
"2020/12/20","03:00","-0.174","0.32","-"
"2020/12/20","03:06","-0.166","0.33","-"
"2020/12/20","03:12","-0.157","0.35","-"
"2020/12/20","03:18","-0.148","0.35","-"
"2020/12/20","03:24","-0.139","0.35","-"
"2020/12/20","03:30","-0.13","0.36","-"
"2020/12/20","03:36","-0.12","0.36","-"
"2020/12/20","03:42","-0.111","0.37","-"
"2020/12/20","03:48","-0.101","0.39","-"
"2020/12/20","03:54","-0.092","0.39","-"
"2020/12/20","04:00","-0.082","0.4","-"
"2020/12/20","04:06","-0.072","0.41","-"
"2020/12/20","04:12","-0.062","0.42","-"
"2020/12/20","04:18","-0.053","0.43","-"
"2020/12/20","04:24","-0.043","0.44","-"
"2020/12/20","04:30","-0.033","0.44","-"
"2020/12/20","04:36","-0.024","0.45","-"
"2020/12/20","04:42","-0.014","0.45","-"
"2020/12/20","04:48","-0.005","0.46","-"
"2020/12/20","04:54","0.005","0.48","-"
"2020/12/20","05:00","0.014","0.48","-"
"2020/12/20","05:06","0.023","0.49","-"
"2020/12/20","05:12","0.033","0.5","-"
"2020/12/20","05:18","0.042","0.51","-"
"2020/12/20","05:24","0.051","0.51","-"
"2020/12/20","05:30","0.059","0.52","-"
"2020/12/20","05:36","0.068","0.52","-"
"2020/12/20","05:42","0.076","0.53","-"
"2020/12/20","05:48","0.085","0.53","-"
"2020/12/20","05:54","0.093","0.55","-"
"2020/12/20","06:00","0.101","0.55","-"
"2020/12/20","06:06","0.108","0.55","-"
"2020/12/20","06:12","0.116","0.56","-"
"2020/12/20","06:18","0.123","0.58","-"
"2020/12/20","06:24","0.13","0.55","-"
"2020/12/20","06:30","0.137","0.59","-"
"2020/12/20","06:36","0.144","0.55","-"
"2020/12/20","06:42","0.15","0.61","-"
"2020/12/20","06:48","0.157","0.6","-"
"2020/12/20","06:54","0.163","0.62","-"
"2020/12/20","07:00","0.169","0.63","-"
"2020/12/20","07:06","0.174","0.61","-"
"2020/12/20","07:12","0.18","0.63","-"
"2020/12/20","07:18","0.185","0.64","-"
"2020/12/20","07:24","0.19","0.66","-"
"2020/12/20","07:30","0.194","0.64","-"
"2020/12/20","07:36","0.199","0.65","-"
"2020/12/20","07:42","0.203","0.64","-"
"2020/12/20","07:48","0.207","0.67","-"
"2020/12/20","07:54","0.211","0.68","-"
