date,time,water_level,air_temp,water_temp,wind_speed,wind_gust,wind_dir
4/4/2020,12:00,0.399,22.1,22.4,1.8,2.6,183
4/4/2020,13:00,0.386,17.8,22.4,5.9,7.6,340
4/4/2020,14:00,0.343,16.8,22.3,4.8,6.2,336
4/4/2020,15:00,0.317,16.5,22.2,6.6,9.2,344
4/4/2020,16:00,0.321,15.4,22.1,7.4,9.5,350
4/4/2020,17:00,0.33,16,22.1,4.5,7.7,344
4/4/2020,18:00,0.354,16.3,21.9,4.7,6.1,352
4/4/2020,19:00,0.378,17.2,22,3.6,5.3,359
4/4/2020,20:00,0.406,17.1,21.8,4.4,6.4,347
4/4/2020,21:00,0.484,17.5,21.8,5.1,7.3,346
4/4/2020,22:00,0.561,17.7,21.7,5.3,8.5,4
4/4/2020,23:00,0.606,17.9,21.7,4.8,6.9,15
4/5/2020,0:00,0.622,18,21.7,4.7,6.9,8
4/5/2020,1:00,0.605,17.7,21.6,4.3,5.6,19
4/5/2020,2:00,0.615,17.6,21.5,3.5,5.1,17
4/5/2020,3:00,0.624,18.4,21.5,7.4,8.4,67
4/5/2020,4:00,0.613,19,21.4,3.4,5.3,96
4/5/2020,5:00,0.636,19.6,21.3,5.3,6,88
4/5/2020,6:00,0.657,19.1,21.3,4.1,5.4,27
4/5/2020,7:00,0.685,18.5,21.2,4,5.8,14
4/5/2020,8:00,0.695,18.3,21.2,3.7,5.7,16
4/5/2020,9:00,0.723,18.4,21.2,5.2,6.9,23
4/5/2020,10:00,0.747,19.1,21.1,7.3,8.8,41
4/5/2020,11:00,0.725,18.8,21,5.8,7.4,39
4/5/2020,12:00,0.698,18.7,20.9,5,5.6,45
4/5/2020,13:00,0.653,18.8,20.8,5.3,6.4,54
4/5/2020,14:00,0.636,18.7,20.7,6.9,8.3,38
4/5/2020,15:00,0.598,18.8,20.8,7.1,8.4,42
4/5/2020,16:00,0.565,19.3,20.9,6.6,7.8,38
4/5/2020,17:00,0.476,20.3,21.2,5.4,7.1,53
4/5/2020,18:00,0.515,20.9,21.5,5.1,6,52
4/5/2020,19:00,0.572,20.4,21.7,7.3,8.5,37
4/5/2020,20:00,0.63,21.5,21.7,6.5,7.5,81
4/5/2020,21:00,0.651,21.9,22,5.4,7,96
4/5/2020,22:00,0.653,22,22.1,6,6.5,115
4/5/2020,23:00,0.713,22,22.1,5.6,6.4,108
4/6/2020,0:00,0.762,21.9,22,5.3,6.2,127
4/6/2020,1:00,0.771,21.8,22,5.5,6.9,125
4/6/2020,2:00,0.758,21.7,21.9,3.8,4.5,130
4/6/2020,3:00,0.769,21.7,21.9,5.1,5.6,126
4/6/2020,4:00,0.746,21.6,21.8,4.4,5.2,127
4/6/2020,5:00,0.722,21.7,21.7,5.2,5.9,109
4/6/2020,6:00,0.71,21.7,21.6,3.2,3.6,104
4/6/2020,7:00,0.716,21.7,21.6,4.3,4.6,90
4/6/2020,8:00,0.721,21,21.6,3.5,4.3,67
4/6/2020,9:00,0.728,20.7,21.7,4,4.7,53
4/6/2020,10:00,0.712,20.7,21.5,4.7,5.5,44
4/6/2020,11:00,0.699,20.5,21.5,3,3.6,68
4/6/2020,12:00,0.673,20.7,21.5,3.6,4,43
4/6/2020,13:00,0.645,20.5,21.5,4.1,4.6,43
4/6/2020,14:00,0.591,20.3,21.5,4.3,5.2,45
4/6/2020,15:00,0.553,20.4,21.5,4.5,5.3,34
4/6/2020,16:00,0.495,20.6,21.5,4.6,4.9,49
4/6/2020,17:00,0.463,21.5,21.6,4.5,5.6,91
4/6/2020,18:00,0.461,22.1,21.7,5.5,6.2,108
4/6/2020,19:00,0.459,21.8,21.8,5.1,5.8,88
4/6/2020,20:00,0.531,22,21.8,5.3,6.2,94
4/6/2020,21:00,0.577,22.4,22,4.8,5.7,108
4/6/2020,22:00,0.579,22.5,22.1,4.7,5.4,109
4/6/2020,23:00,0.638,22.4,22.1,5,6,120
4/7/2020,0:00,0.652,22.5,22.1,3.9,4.8,122
4/7/2020,1:00,0.689,22.5,22.1,4.5,5.2,130
4/7/2020,2:00,0.687,22.5,22.1,4,5.1,142
4/7/2020,3:00,0.666,22.5,22,4.4,5.2,141
4/7/2020,4:00,0.651,22.5,22,3.9,4.2,128
4/7/2020,5:00,0.618,22.5,22,3,3.7,143
4/7/2020,6:00,0.603,22.5,22,2.7,3.1,159
4/7/2020,7:00,0.613,22.5,22,3.7,4.1,148
4/7/2020,8:00,0.619,22.5,22,3.5,3.9,143
4/7/2020,9:00,0.645,22.4,22,4,4.4,151
4/7/2020,10:00,0.647,22.7,22,3.4,3.8,150
4/7/2020,11:00,0.679,22.6,22,2.8,3.6,155
4/7/2020,12:00,0.699,22.8,22,2,2.8,199
4/7/2020,13:00,0.678,23,22,3.4,4.7,212
4/7/2020,14:00,0.661,23.3,22,2.4,3.4,235
4/7/2020,15:00,0.618,23.3,22,3,3.4,186
4/7/2020,16:00,0.572,24.4,22.1,3.8,4.1,187
4/7/2020,17:00,0.533,25.3,22.4,4.3,4.8,175
4/7/2020,18:00,0.504,25.7,22.1,4.8,5.6,181
4/7/2020,19:00,0.476,26,22.8,5.8,6.3,181
4/7/2020,20:00,0.477,26.2,23.7,5.3,6.4,187
4/7/2020,21:00,0.507,25.9,23.6,6,6.8,194
4/7/2020,22:00,0.534,25.4,23.8,4.9,5.3,182
4/7/2020,23:00,0.55,25.3,23.5,5.8,6.3,183
4/8/2020,0:00,0.593,25.1,23.3,5,5.6,194
4/8/2020,1:00,0.612,24.5,23.9,3.5,4.3,188
4/8/2020,2:00,0.572,24.3,23.7,4.3,4.8,196
4/8/2020,3:00,0.597,24.1,23.7,4,4.7,192
4/8/2020,4:00,0.524,23.8,23.7,3.7,4,175
4/8/2020,5:00,0.5,23.9,23.7,2.7,3.2,187
4/8/2020,6:00,0.477,24,23.7,3.4,4.2,202
4/8/2020,7:00,0.445,23.8,23.6,5.9,6.7,202
4/8/2020,8:00,0.454,23.9,23.6,4.9,5.7,206
4/8/2020,9:00,0.495,23.9,23.5,4.1,5,212
4/8/2020,10:00,0.544,23.5,23.4,2.7,3.5,223
4/8/2020,11:00,0.585,23.5,23.4,3.9,4.5,208
4/8/2020,12:00,0.622,23.4,23.4,3.4,4.5,222
4/8/2020,13:00,0.643,23.6,23.5,3.2,4.2,211
4/8/2020,14:00,0.66,23.9,23.4,2.4,3,243
4/8/2020,15:00,0.648,24.4,23.5,2.9,4.9,220
4/8/2020,16:00,0.617,25.3,23.5,3.5,4.5,232
4/8/2020,17:00,0.585,26,23.5,3.4,4.4,222
4/8/2020,18:00,0.559,26.8,23.6,2.3,3.2,221
4/8/2020,19:00,0.502,27.3,23.7,3.7,4.8,222
4/8/2020,20:00,0.475,28,23.7,3.5,4.4,214
4/8/2020,21:00,0.515,27.8,24.3,1.1,3.1,353
4/8/2020,22:00,0.45,27,24.9,6.5,7.1,188
4/8/2020,23:00,0.467,26.6,24.9,5.7,6.4,197
4/9/2020,0:00,0.475,26,24.8,5.7,6.5,192
4/9/2020,1:00,0.507,25.5,25,6.2,7.3,199
4/9/2020,2:00,0.467,25.1,24.9,5.8,6.7,197
4/9/2020,3:00,0.435,24.8,24.5,3.2,3.8,222
4/9/2020,4:00,0.401,24.4,24.3,2.8,3.6,226
4/9/2020,5:00,0.344,24.2,24.5,4,5.2,219
4/9/2020,6:00,0.329,23.9,24.5,2.8,3.6,215
4/9/2020,7:00,0.312,23.7,24.5,1.6,2.4,224
4/9/2020,8:00,0.299,23.4,24.4,2.3,3.4,220
4/9/2020,9:00,0.306,23.1,24.1,2.2,3.8,245
4/9/2020,10:00,0.381,23,24.1,2.7,4.1,228
4/9/2020,11:00,0.403,22.7,24.4,2.1,4,257
4/9/2020,12:00,0.443,22.8,24.2,2.7,4.2,247
4/9/2020,13:00,0.494,23.2,24.3,3.8,4.7,235
4/9/2020,14:00,0.538,23.6,24.3,3.4,5,233
4/9/2020,15:00,0.554,24.1,24.3,4.3,5.3,218
4/9/2020,16:00,0.579,25.5,24.3,2.8,4.5,260
4/9/2020,17:00,0.568,25.1,24.4,3.4,4,57
4/9/2020,18:00,0.547,24.8,25,3.2,3.6,96
4/9/2020,19:00,0.512,24.9,25.2,4.3,4.6,82
4/9/2020,20:00,0.474,25.7,25.5,5,5.6,149
4/9/2020,21:00,0.449,25.6,25.7,4.5,5.4,141
4/9/2020,22:00,0.466,25.3,25.7,6.7,7.4,142
4/9/2020,23:00,0.443,25.7,25.9,4.6,5.2,160
4/10/2020,0:00,0.461,25.7,26,3.9,4.8,214
4/10/2020,1:00,0.491,23.6,26,3.3,6,356
4/10/2020,2:00,0.449,23.5,25.7,2.9,4.1,1
4/10/2020,3:00,0.461,22.9,25.4,7.9,9.1,33
4/10/2020,4:00,0.421,23.1,25.6,6.5,8,62
4/10/2020,5:00,0.318,23.3,25.6,4.2,4.8,53
4/10/2020,6:00,0.276,21.5,25.4,5.9,7.7,39
4/10/2020,7:00,0.272,21.4,25,9.9,11.4,60
4/10/2020,8:00,0.24,21.8,24.5,7.1,8.2,67
4/10/2020,9:00,0.197,21,23.8,3.6,4.9,78
4/10/2020,10:00,0.238,21.3,24.2,3.3,3.7,37
4/10/2020,11:00,0.34,20.3,24.4,4.3,5.8,5
4/10/2020,12:00,0.435,20.3,24.6,5.6,7.1,20
4/10/2020,13:00,0.499,20.8,24.5,8.2,9.2,40
4/10/2020,14:00,0.533,20.8,24.3,7.6,8.6,40
4/10/2020,15:00,0.592,21,24.3,8.1,9.2,36
4/10/2020,16:00,0.654,20.5,24.4,8.6,10.3,51
4/10/2020,17:00,0.704,20.7,24.3,7.5,9.1,41
4/10/2020,18:00,0.625,20.9,24.4,7.4,8.7,55
4/10/2020,19:00,0.602,21.3,24.4,7.8,9.2,61
4/10/2020,20:00,0.584,21.9,24.5,5.4,6.5,74
4/10/2020,21:00,0.605,22,24.4,6.8,7.5,78
4/10/2020,22:00,0.601,22.1,24.5,5.7,8,70
4/10/2020,23:00,0.594,22,24.4,6.1,7,83
4/11/2020,0:00,0.591,21.9,24.4,5.4,7.1,66
4/11/2020,1:00,0.615,21.4,24.3,6.1,7.5,74
4/11/2020,2:00,0.591,21.5,24,5.5,7.1,101
4/11/2020,3:00,0.574,21.5,23.8,6.2,7.5,91
4/11/2020,4:00,0.553,20.8,23.6,6.2,7.7,71
4/11/2020,5:00,0.516,21.1,23.4,7.2,8.8,94
4/11/2020,6:00,0.478,20.4,23.3,6.6,8,70
4/11/2020,7:00,0.421,20.2,23.2,6.4,7.3,71
4/11/2020,8:00,0.395,21.3,23,7.8,9.8,107
4/11/2020,9:00,0.39,21.3,22.8,7.1,8.8,108
4/11/2020,10:00,0.431,21.4,22.8,6.4,8.2,106
4/11/2020,11:00,0.483,21.4,22.7,7,8.1,111
4/11/2020,12:00,0.53,21.6,22.7,7,8,108
4/11/2020,13:00,0.635,20.2,22.8,5.5,6.2,73
4/11/2020,14:00,0.673,22.4,22.9,6.8,9.6,127
4/11/2020,15:00,0.76,22.4,23,7.8,9,136
4/11/2020,16:00,0.783,22.5,23.2,6.8,8.4,132
4/11/2020,17:00,0.833,22.7,23.3,7.1,8,127
4/11/2020,18:00,0.875,22.7,23.2,8.1,9.5,120
4/11/2020,19:00,0.905,22.9,23.3,7.6,9.2,119
4/11/2020,20:00,0.937,23,23.5,9.2,10.7,115
4/11/2020,21:00,0.901,23.2,23.5,9.2,10.9,116
4/11/2020,22:00,0.944,23.3,23.7,8.6,10.9,118
4/11/2020,23:00,0.946,23.2,23.7,10.4,11.5,122
4/12/2020,0:00,0.928,23.2,23.6,8.6,10.8,118
4/12/2020,1:00,0.941,23.1,23.5,9.6,11.3,121
4/12/2020,2:00,0.886,23.2,23.4,8.5,10.1,120
4/12/2020,3:00,0.871,23.2,23.4,9.5,11.2,118
4/12/2020,4:00,0.825,23.2,23.4,8.8,10.2,117
4/12/2020,5:00,0.793,23.3,23.3,8.9,10.3,126
4/12/2020,6:00,0.718,23.3,23.3,7.7,8.7,115
4/12/2020,7:00,0.683,23.3,23.2,8.4,11.1,120
4/12/2020,8:00,0.621,23.5,23.2,6.9,9,130
4/12/2020,9:00,0.591,23.7,23.2,7.8,9.2,147
4/12/2020,10:00,0.56,23.9,23.2,8.8,10.3,161
4/12/2020,11:00,0.574,24.3,23.3,9.3,12,172
4/12/2020,12:00,0.619,24.4,23.4,10,12.2,174
4/12/2020,13:00,0.698,24.7,23.5,10.7,12.2,174
4/12/2020,14:00,0.765,25,23.5,10.5,13.9,180
4/12/2020,15:00,0.834,24.8,23.4,8.9,10.3,195
4/12/2020,16:00,0.898,24.9,23.3,8.2,10,193
4/12/2020,17:00,0.945,27.2,23.4,9.6,11.4,217
4/12/2020,18:00,0.997,29.1,23.7,7.3,9.8,234
4/12/2020,19:00,1.054,30.4,23.7,5.8,7.8,238
4/12/2020,20:00,1.062,31.7,23.8,4.8,8,245
4/12/2020,21:00,1.004,32.4,24,5.1,9.1,260
4/12/2020,22:00,0.936,31.7,24.5,6.1,9.2,257
4/12/2020,23:00,0.886,30.9,24.5,3.2,10.7,271
4/13/2020,0:00,0.859,30,24.3,3.3,4.5,264
4/13/2020,1:00,0.865,27.8,24.2,2.1,2.8,269
4/13/2020,2:00,0.834,25.8,23.7,2.2,2.8,240
4/13/2020,3:00,0.759,23.8,23.5,1.1,1.9,266
4/13/2020,4:00,0.683,22.2,23.4,1.4,2.2,282
4/13/2020,5:00,0.639,22.1,23.2,2,2.5,216
4/13/2020,6:00,0.57,21.2,23.4,1.7,2.5,256
4/13/2020,7:00,0.496,19.3,23.3,1.1,1.8,278
4/13/2020,8:00,0.409,20.4,23,7.4,11.4,354
4/13/2020,9:00,0.383,18.9,22.9,6.6,11.1,349
4/13/2020,10:00,0.323,17.5,22.6,5.6,9.8,350
4/13/2020,11:00,0.27,16.1,22.3,5.5,8.6,352
4/13/2020,12:00,0.242,14.1,22.2,7.4,9.7,355
4/13/2020,13:00,0.243,13.4,22,6.1,9.8,2
4/13/2020,14:00,0.275,13.6,22,6.7,9.1,14
4/13/2020,15:00,0.324,14.1,22.1,5.5,8.2,345
4/13/2020,16:00,0.369,14.7,22.3,5.1,8.1,355
4/13/2020,17:00,0.387,15.2,22.4,4.5,7.3,6
4/13/2020,18:00,0.413,16,22.7,5.2,8.3,350
4/13/2020,19:00,0.446,17.4,22.8,4.9,8.2,352
4/13/2020,20:00,0.49,17.8,23.1,5.6,7.3,360
4/13/2020,21:00,0.536,18.4,23.2,5.4,6.6,9
4/13/2020,22:00,0.51,18.9,23.4,4.6,6.3,15
4/13/2020,23:00,0.518,19.2,23.4,5.5,6.5,29
4/14/2020,0:00,0.523,19.4,23.3,4.7,6.7,18
4/14/2020,1:00,0.543,18.9,23.2,5.8,7.7,14
4/14/2020,2:00,0.527,18.3,23,7.8,9.6,39
4/14/2020,3:00,0.505,16.7,22.8,8.4,10.4,51
4/14/2020,4:00,0.461,15.3,22.4,8.8,10.9,49
4/14/2020,5:00,0.427,14.3,22,9.4,11.3,33
4/14/2020,6:00,0.39,13.6,21.6,9,10.7,38
4/14/2020,7:00,0.329,12.8,21.1,8.1,10,45
4/14/2020,8:00,0.258,12.6,20.7,6.9,8.7,44
4/14/2020,9:00,0.199,12.4,20.4,6.1,7.7,40
4/14/2020,10:00,0.191,12.2,20.3,5.4,7.1,30
4/14/2020,11:00,0.179,10.6,20.2,4.7,6.4,359
4/14/2020,12:00,0.204,11.1,20.1,5.7,8.1,8
4/14/2020,13:00,0.245,11.6,20,6.4,9.1,25
4/14/2020,14:00,0.315,11.8,20,7.7,9.1,27
4/14/2020,15:00,0.36,12.1,20.1,8.1,9.6,26
4/14/2020,16:00,0.374,13.2,20.2,6.9,8.9,24
4/14/2020,17:00,0.399,14.5,20.4,5.7,7.3,15
4/14/2020,18:00,0.472,16.1,20.7,4.3,6.2,22
4/14/2020,19:00,0.528,17.7,20.9,5.5,6.9,344
4/14/2020,20:00,0.575,18.4,20.9,5.2,7.4,350
4/14/2020,21:00,0.579,19.7,21.2,4.4,7.2,360
4/14/2020,22:00,0.62,20,21.6,4.9,7.5,342
4/14/2020,23:00,0.621,19.5,21.7,6,8.8,15
4/15/2020,0:00,0.622,19,21.5,5.7,8.5,8
4/15/2020,1:00,0.62,18.6,21.3,7.2,8.6,14
4/15/2020,2:00,0.569,18,21.1,6.2,8,15
4/15/2020,3:00,0.555,17.4,21.1,8,9.9,25
4/15/2020,4:00,0.48,16.5,20.8,8.1,10.2,10
4/15/2020,5:00,0.445,15.9,20.5,6.3,10,16
4/15/2020,6:00,0.401,15.3,20.3,8.2,11.6,15
4/15/2020,7:00,0.36,14.7,20,8.9,13.3,22
4/15/2020,8:00,0.327,13.8,19.9,11.7,13.9,45
4/15/2020,9:00,0.264,13.2,19.5,10.5,12.9,45
4/15/2020,10:00,0.204,12.7,18.7,10.1,11.5,49
4/15/2020,11:00,0.165,12.4,18.7,7.6,9.8,32
4/15/2020,12:00,0.155,11.9,18.4,6.8,8,24
4/15/2020,13:00,0.19,12.2,18.1,8,10.1,37
4/15/2020,14:00,0.238,11.9,18.2,9.8,11.5,35
4/15/2020,15:00,0.311,12,18.2,8.2,10.4,42
4/15/2020,16:00,0.31,12.4,18.5,6.1,7.7,53
4/15/2020,17:00,0.344,13.2,18.6,4.2,6.6,29
4/15/2020,18:00,0.397,13.8,19,4,6.1,34
4/15/2020,19:00,0.486,14.9,19.4,3.7,4.5,46
4/15/2020,20:00,0.545,16.3,19.7,4.1,5,41
4/15/2020,21:00,0.591,17.3,19.9,4.4,5.4,24
4/15/2020,22:00,0.634,17.8,20.4,3.5,4.2,43
4/15/2020,23:00,0.664,18.3,20.4,2,3,66
4/16/2020,0:00,0.708,18.6,20.3,1.4,1.7,68
4/16/2020,1:00,0.689,19.1,20.2,4.7,5.4,51
4/16/2020,2:00,0.682,19.2,20,3.2,4.2,43
4/16/2020,3:00,0.7,18.4,20,6.6,7.5,53
4/16/2020,4:00,0.684,17.8,19.8,6.5,7.7,62
4/16/2020,5:00,0.642,17.3,19.6,7,7.7,66
4/16/2020,6:00,0.609,17.2,19.4,7.1,7.9,65
4/16/2020,7:00,0.578,16.9,19.3,8,8.4,66
4/16/2020,8:00,0.542,16.5,19.3,7.5,8.4,61
4/16/2020,9:00,0.512,16.2,19.1,8.2,9.6,67
4/16/2020,10:00,0.484,15.7,18.9,9.2,10.4,68
4/16/2020,11:00,0.449,15.3,18.8,8.7,10.3,69
4/16/2020,12:00,0.399,15.2,18.5,8.1,9.1,69
4/16/2020,13:00,0.38,14.9,18.3,6.6,8,69
4/16/2020,14:00,0.411,15.5,18.4,6.7,7.5,70
4/16/2020,15:00,0.38,16.6,18.5,6,6.8,72
4/16/2020,16:00,0.415,18.7,18.6,5.7,7.8,108
4/16/2020,17:00,0.478,18.9,19.1,6.3,7.4,100
4/16/2020,18:00,0.52,19.2,19.4,7.4,8.2,108
4/16/2020,19:00,0.611,19.3,19.7,7.1,8.4,112
4/16/2020,20:00,0.651,19.5,19.9,7,8.3,112
4/16/2020,21:00,0.718,19.7,20.1,7,9.2,116
4/16/2020,22:00,0.755,19.7,20.3,7.5,9.7,120
4/16/2020,23:00,0.779,19.8,20.4,6.9,8.9,123
4/17/2020,0:00,0.8,19.8,20.4,7.2,9,131
4/17/2020,1:00,0.811,20,20.2,7.5,9.4,132
4/17/2020,2:00,0.792,20.2,20,7.8,8.7,126
4/17/2020,3:00,0.802,20.4,19.9,7.2,8.1,127
4/17/2020,4:00,0.785,20.5,19.9,7,8.2,135
4/17/2020,5:00,0.756,20.6,19.9,5.3,7.1,142
4/17/2020,6:00,0.752,20.6,19.9,5.5,6.5,137
4/17/2020,7:00,0.735,20.6,19.9,4.3,4.9,133
4/17/2020,8:00,0.7,20.5,19.8,3.4,3.7,146
4/17/2020,9:00,0.67,20.6,19.9,3.1,3.5,139
4/17/2020,10:00,0.631,20.7,19.8,3.7,4.4,144
4/17/2020,11:00,0.59,20.7,19.8,3.8,4.4,135
4/17/2020,12:00,0.544,20.6,19.9,3.6,4.2,131
4/17/2020,13:00,0.508,20.7,19.9,3.6,4,124
4/17/2020,14:00,0.48,21,19.9,2.7,3,134
4/17/2020,15:00,0.432,21.5,20,3,3.4,131
4/17/2020,16:00,0.433,21.9,20.4,3,3.4,119
4/17/2020,17:00,0.468,22.2,20.7,3.3,4,109
4/17/2020,18:00,0.524,22.2,20.6,3.2,3.4,115
4/17/2020,19:00,0.539,22.6,21,4.5,5.6,127
4/17/2020,20:00,0.568,22.3,21.2,4.7,5.5,135
4/17/2020,21:00,0.624,22.4,21.2,3.9,4.5,119
4/17/2020,22:00,0.656,22,21.2,3.9,4.3,104
4/17/2020,23:00,0.702,22.2,21.5,3.7,4.8,122
4/18/2020,0:00,0.704,21.8,21.5,3,3.2,105
4/18/2020,1:00,0.706,21.7,21.5,2.5,3.4,87
4/18/2020,2:00,0.687,21.6,21.5,1,1.3,60
4/18/2020,3:00,0.673,21.6,21.4,3.2,3.7,112
4/18/2020,4:00,0.646,21.1,21.4,0.4,1.3,90
4/18/2020,5:00,0.633,21.2,21.4,4.6,5.3,151
4/18/2020,6:00,0.598,20.8,21.2,1.7,2.2,163
4/18/2020,7:00,0.612,20.9,21.3,0.4,0.5,166
4/18/2020,8:00,0.579,20.8,21.3,1.5,1.8,353
4/18/2020,9:00,0.58,20.9,21.3,1.6,2.3,3
4/18/2020,10:00,0.539,20.7,21.3,2.6,4.3,339
4/18/2020,11:00,0.509,19.1,21.2,4.1,6.5,349
4/18/2020,12:00,0.482,18.8,21.2,3.7,5.8,6
4/18/2020,13:00,0.457,18.6,21.2,4.6,7.4,21
4/18/2020,14:00,0.38,18.3,21.1,5.5,7.1,20
4/18/2020,15:00,0.351,18.5,21.1,5.5,6.5,31
4/18/2020,16:00,0.336,19,21.1,6.1,7.4,38
4/18/2020,17:00,0.336,19.5,21.1,3.8,4.5,33
4/18/2020,18:00,0.337,20,21.4,3.4,4.1,32
4/18/2020,19:00,0.389,20.7,21.2,1.6,2.6,67
4/18/2020,20:00,0.43,20.8,21.3,2.7,5.7,88
4/18/2020,21:00,0.49,20.9,21.4,6,6.9,98
4/18/2020,22:00,0.551,21,21.4,6.6,7.6,92
4/18/2020,23:00,0.575,21,21.4,4.2,5.1,92
4/19/2020,0:00,0.62,20.8,21.3,6.3,7,94
4/19/2020,1:00,0.646,20.6,21.3,6.8,7.8,73
4/19/2020,2:00,0.655,20.6,21.3,7.1,7.9,92
4/19/2020,3:00,0.631,21,21.3,7.8,8.9,106
4/19/2020,4:00,0.619,21.2,21.3,7,7.9,114
4/19/2020,5:00,0.617,21.6,21.3,4.9,5.9,122
4/19/2020,6:00,0.61,21.7,21.3,5,5.7,129
4/19/2020,7:00,0.614,21.7,21.3,4.3,5.6,146
4/19/2020,8:00,0.598,21.7,21.3,3.8,4.1,138
4/19/2020,9:00,0.594,21.8,21.3,5.3,6.2,157
4/19/2020,10:00,0.61,21.9,21.3,5.3,6,169
4/19/2020,11:00,0.623,21.8,21.3,3.1,3.6,161
4/19/2020,12:00,0.614,21.6,21.2,2.4,2.8,144
4/19/2020,13:00,0.603,21.6,21.3,0.4,1,212
4/19/2020,14:00,0.572,21.4,21.3,2.7,2.8,107
4/19/2020,15:00,0.558,22,21.1,3.4,3.9,136
4/19/2020,16:00,0.539,22.1,21.2,0.4,1.2,78
4/19/2020,17:00,0.498,22.7,21.3,3.1,3.7,137
4/19/2020,18:00,0.501,25.3,21.9,10.3,11.8,183
4/19/2020,19:00,0.511,24.3,22.1,6.2,7.8,177
4/19/2020,20:00,0.532,24.3,22.2,9,11.4,189
4/19/2020,21:00,0.526,25.2,22.6,13.7,16,201
4/19/2020,22:00,0.558,24.7,22.6,6,8.8,212
4/19/2020,23:00,0.657,25.8,22.5,5.5,7.9,226
4/20/2020,0:00,0.694,25.9,22.5,4.4,5.7,241
4/20/2020,1:00,0.717,25.1,22.5,2.4,3.4,225
4/20/2020,2:00,0.684,23.9,22.5,3.1,3.7,212
4/20/2020,3:00,0.642,23.4,22.5,2.7,3.7,229
4/20/2020,4:00,0.616,23.3,22.5,2.9,3.7,224
4/20/2020,5:00,0.565,23.3,22.4,3.6,5.2,227
4/20/2020,6:00,0.529,22.4,22.5,2.6,3.8,249
4/20/2020,7:00,0.501,21.5,22.5,1.6,3.2,245
4/20/2020,8:00,0.506,20.5,22.5,0.7,1.4,304
4/20/2020,9:00,0.472,21,22.4,2.5,3.1,4
4/20/2020,10:00,0.467,20.6,22.4,5.5,6.8,35
4/20/2020,11:00,0.484,20.4,22.2,7.1,8.1,40
4/20/2020,12:00,0.486,18.9,22.2,5.9,7,57
4/20/2020,13:00,0.425,18.6,22.1,4,4.9,64
4/20/2020,14:00,0.386,18.2,22.1,3,4.5,59
4/20/2020,15:00,0.368,18.2,22.1,0,1.5,76
4/20/2020,16:00,0.404,18.9,22,1.1,1.7,358
4/20/2020,17:00,0.379,19.6,22.1,3,3.9,7
4/20/2020,18:00,0.358,20.3,22.1,2.3,3.2,37
4/20/2020,19:00,0.356,20.6,22.3,2.6,3.2,48
4/20/2020,20:00,0.395,21.5,22.9,2,2.6,51
4/20/2020,21:00,0.45,22,23.1,2.5,2.8,45
4/20/2020,22:00,0.477,22.8,24,2.6,3,78
4/20/2020,23:00,0.473,22.9,24.2,5.2,5.6,156
4/21/2020,0:00,0.488,22.6,24.1,5.1,5.6,140
4/21/2020,1:00,0.506,22.6,24.1,5.7,6.5,147
4/21/2020,2:00,0.508,22.3,24,4.5,5,147
4/21/2020,3:00,0.507,22.2,23.8,3.7,4.6,135
4/21/2020,4:00,0.471,22.2,23.7,3.7,4.4,142
4/21/2020,5:00,0.454,22.2,23.7,4.7,5.5,150
4/21/2020,6:00,0.443,22.1,23.6,5.4,5.9,151
4/21/2020,7:00,0.47,22,23.7,4.9,6.6,166
4/21/2020,8:00,0.431,21.9,23.7,5.2,6.1,164
4/21/2020,9:00,0.468,21.8,23.5,5.2,5.9,174
4/21/2020,10:00,0.509,21.9,23.4,2.4,4.7,230
4/21/2020,11:00,0.539,22.5,23.5,3.4,4.4,199
4/21/2020,12:00,0.588,22.1,23.5,1.3,1.6,5
4/21/2020,13:00,0.578,22.2,23.4,3.9,4.5,35
4/21/2020,14:00,0.617,21.3,23.3,5.5,6.1,50
4/21/2020,15:00,0.588,20.9,23.4,4.9,5.7,46
4/21/2020,16:00,0.543,22.1,23.6,3.7,4.2,53
4/21/2020,17:00,0.499,22.6,23.8,3.9,4.3,87
4/21/2020,18:00,0.478,23.2,24.2,4.2,4.5,103
4/21/2020,19:00,0.469,23.5,24.7,4.8,6,111
4/21/2020,20:00,0.447,23.6,24.9,5.1,5.9,123
4/21/2020,21:00,0.459,23.5,25.4,5.8,6.3,122
4/21/2020,22:00,0.471,23.5,25.3,5.7,6.5,120
4/21/2020,23:00,0.502,23.5,25.3,5.4,6.4,130
4/22/2020,0:00,0.521,23.3,25.1,6.6,7.2,130
4/22/2020,1:00,0.562,23.1,25.1,6.4,7.4,127
4/22/2020,2:00,0.538,22.9,25,6.2,7,122
4/22/2020,3:00,0.529,22.9,25.1,7.2,8.5,132
4/22/2020,4:00,0.522,22.8,25,7.6,9.4,136
4/22/2020,5:00,0.5,22.9,25,8.7,9.3,137
4/22/2020,6:00,0.463,23,24.7,6.9,8,143
4/22/2020,7:00,0.501,23,24.7,6.4,7.7,135
4/22/2020,8:00,0.525,23.1,24.5,6.8,7.6,141
4/22/2020,9:00,0.59,23.1,24.5,6.1,7.5,134
4/22/2020,10:00,0.618,23.2,24.5,6.3,7.5,143
4/22/2020,11:00,0.663,23.2,24.3,6.7,7.3,138
4/22/2020,12:00,0.709,23.3,24.2,5.6,6.6,137
4/22/2020,13:00,0.74,23.4,24.2,4.8,6,131
