STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMIN,PEAK_SPEED,PEAK_DIR
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",29.54429,-98.48395,243.6,8/7/1999,3.8,",,X",0,",,0,2400",30.6,",,W",36.7,24.4,10.72896,170
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",29.54429,-98.48395,243.6,8/28/1999,3.1,",,X",0,",,0,2400",30.6,",,W",36.1,24.4,9.83488,130
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",29.54429,-98.48395,243.6,8/9/1999,3.5,",,X",0,",,0,2400",31.1,",,W",37.2,24.4,11.62304,150
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",29.54429,-98.48395,243.6,8/10/1999,4.2,",,X",0,",,0,2400",31.1,",,W",37.8,23.9,9.38784,140
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",29.54429,-98.48395,243.6,8/11/1999,4.9,",,X",0,",,0,2400",31.1,",,W",37.2,24.4,12.96416,110
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",29.54429,-98.48395,243.6,8/12/1999,5.1,",,X",0,",,0,2400",31.1,",,W",37.8,24.4,8.9408,70
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",29.54429,-98.48395,243.6,8/13/1999,4,",,X",0,",,0,2400",31.1,",,W",37.8,23.9,10.28192,170
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",29.54429,-98.48395,243.6,8/14/1999,2.2,",,X",0,",,0,2400",31.1,",,W",38.9,22.8,7.59968,160
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",29.54429,-98.48395,243.6,8/15/1999,3,",,X",0,",,0,2400",31.1,",,W",38.3,23.3,8.9408,190
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",29.54429,-98.48395,243.6,8/27/1999,3.1,",,X",0,",,0,2400",31.1,",,W",36.7,25,7.15264,130
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",29.54429,-98.48395,243.6,8/16/1999,2.9,",,X",0,",,0,2400",31.7,",,W",37.8,25,18.32864,70
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",29.54429,-98.48395,243.6,8/20/1999,2.8,",,X",0,"T,,0,2400",31.7,",,W",39.4,23.9,7.59968,90
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",29.54429,-98.48395,243.6,8/21/1999,2.5,",,X",0,",,0,2400",31.7,",,W",40,22.8,7.59968,140
