"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2020/06/01","22:24","0.227","0.545","-"
"2020/06/01","22:30","0.227","0.54","-"
"2020/06/01","22:36","0.227","0.539","-"
"2020/06/01","22:42","0.227","0.541","-"
"2020/06/01","22:48","0.226","0.548","-"
"2020/06/01","22:54","0.226","0.529","-"
"2020/06/01","23:00","0.226","0.537","-"
"2020/06/01","23:06","0.225","0.526","-"
"2020/06/01","23:12","0.225","0.535","-"
"2020/06/01","23:18","0.224","0.517","-"
"2020/06/01","23:24","0.223","0.513","-"
"2020/06/01","23:30","0.223","0.51","-"
"2020/06/01","23:36","0.222","0.511","-"
"2020/06/01","23:42","0.221","0.506","-"
"2020/06/01","23:48","0.221","0.496","-"
"2020/06/01","23:54","0.22","0.497","-"
"2020/06/02","00:00","0.219","0.484","-"
"2020/06/02","00:06","0.218","0.48","-"
"2020/06/02","00:12","0.217","0.47","-"
"2020/06/02","00:18","0.216","0.467","-"
"2020/06/02","00:24","0.215","0.458","-"
"2020/06/02","00:30","0.213","0.452","-"
"2020/06/02","00:36","0.212","0.454","-"
"2020/06/02","00:42","0.211","0.448","-"
"2020/06/02","00:48","0.21","0.444","-"
"2020/06/02","00:54","0.208","0.438","-"
"2020/06/02","01:00","0.207","0.438","-"
"2020/06/02","01:06","0.205","0.429","-"
"2020/06/02","01:12","0.204","0.424","-"
"2020/06/02","01:18","0.202","0.417","-"
"2020/06/02","01:24","0.2","0.413","-"
"2020/06/02","01:30","0.199","0.408","-"
"2020/06/02","01:36","0.197","0.406","-"
"2020/06/02","01:42","0.195","0.403","-"
"2020/06/02","01:48","0.193","0.403","-"
"2020/06/02","01:54","0.191","0.402","-"
"2020/06/02","02:00","0.189","0.4","-"
"2020/06/02","02:06","0.187","0.396","-"
"2020/06/02","02:12","0.185","0.391","-"
"2020/06/02","02:18","0.183","0.388","-"
"2020/06/02","02:24","0.181","0.382","-"
"2020/06/02","02:30","0.179","0.38","-"
"2020/06/02","02:36","0.176","0.379","-"
"2020/06/02","02:42","0.174","0.377","-"
"2020/06/02","02:48","0.172","0.376","-"
"2020/06/02","02:54","0.17","0.372","-"
"2020/06/02","03:00","0.167","0.369","-"
"2020/06/02","03:06","0.165","0.363","-"
"2020/06/02","03:12","0.163","0.361","-"
"2020/06/02","03:18","0.161","0.355","-"
"2020/06/02","03:24","0.158","0.353","-"
"2020/06/02","03:30","0.156","0.351","-"
"2020/06/02","03:36","0.154","0.347","-"
"2020/06/02","03:42","0.152","0.347","-"
"2020/06/02","03:48","0.15","0.344","-"
"2020/06/02","03:54","0.148","0.345","-"
"2020/06/02","04:00","0.146","0.342","-"
"2020/06/02","04:06","0.144","0.34","-"
"2020/06/02","04:12","0.142","0.337","-"
"2020/06/02","04:18","0.14","0.333","-"
"2020/06/02","04:24","0.138","0.332","-"
"2020/06/02","04:30","0.137","0.33","-"
"2020/06/02","04:36","0.135","0.329","-"
"2020/06/02","04:42","0.133","0.328","-"
"2020/06/02","04:48","0.132","0.326","-"
"2020/06/02","04:54","0.131","0.326","-"
"2020/06/02","05:00","0.13","0.328","-"
"2020/06/02","05:06","0.128","0.327","-"
"2020/06/02","05:12","0.127","0.325","-"
"2020/06/02","05:18","0.127","0.323","-"
"2020/06/02","05:24","0.126","0.324","-"
"2020/06/02","05:30","0.125","0.327","-"
"2020/06/02","05:36","0.125","0.33","-"
"2020/06/02","05:42","0.124","0.325","-"
"2020/06/02","05:48","0.124","0.325","-"
"2020/06/02","05:54","0.124","0.324","-"
"2020/06/02","06:00","0.123","0.326","-"
"2020/06/02","06:06","0.123","0.328","-"
"2020/06/02","06:12","0.123","0.333","-"
"2020/06/02","06:18","0.124","0.326","-"
"2020/06/02","06:24","0.124","0.334","-"
"2020/06/02","06:30","0.124","0.327","-"
"2020/06/02","06:36","0.124","0.338","-"
"2020/06/02","06:42","0.125","0.331","-"
"2020/06/02","06:48","0.126","0.332","-"
"2020/06/02","06:54","0.126","0.334","-"
"2020/06/02","07:00","0.127","0.337","-"
"2020/06/02","07:06","0.128","0.34","-"
"2020/06/02","07:12","0.128","0.342","-"
"2020/06/02","07:18","0.129","0.345","-"
"2020/06/02","07:24","0.13","0.345","-"
"2020/06/02","07:30","0.131","0.349","-"
"2020/06/02","07:36","0.132","0.35","-"
"2020/06/02","07:42","0.133","0.355","-"
"2020/06/02","07:48","0.134","0.36","-"
"2020/06/02","07:54","0.135","0.354","-"
"2020/06/02","08:00","0.136","0.368","-"
"2020/06/02","08:06","0.137","0.352","-"
"2020/06/02","08:12","0.138","0.371","-"
"2020/06/02","08:18","0.138","0.364","-"
"2020/06/02","08:24","0.139","0.372","-"
"2020/06/02","08:30","0.14","0.373","-"
"2020/06/02","08:36","0.141","0.373","-"
"2020/06/02","08:42","0.142","0.376","-"
"2020/06/02","08:48","0.143","0.378","-"
"2020/06/02","08:54","0.144","0.384","-"
"2020/06/02","09:00","0.145","0.382","-"
"2020/06/02","09:06","0.145","0.387","-"
"2020/06/02","09:12","0.146","0.381","-"
"2020/06/02","09:18","0.147","0.389","-"
"2020/06/02","09:24","0.147","0.388","-"
"2020/06/02","09:30","0.148","0.393","-"
"2020/06/02","09:36","0.148","0.392","-"
"2020/06/02","09:42","0.149","0.396","-"
"2020/06/02","09:48","0.15","0.4","-"
"2020/06/02","09:54","0.15","0.396","-"
"2020/06/02","10:00","0.15","0.402","-"
"2020/06/02","10:06","0.151","0.4","-"
"2020/06/02","10:12","0.151","0.404","-"
"2020/06/02","10:18","0.152","0.398","-"
"2020/06/02","10:24","0.152","0.405","-"
"2020/06/02","10:30","0.152","0.4","-"
"2020/06/02","10:36","0.152","0.404","-"
"2020/06/02","10:42","0.153","0.402","-"
"2020/06/02","10:48","0.153","0.407","-"
"2020/06/02","10:54","0.153","0.408","-"
"2020/06/02","11:00","0.153","0.413","-"
"2020/06/02","11:06","0.154","0.414","-"
"2020/06/02","11:12","0.154","0.411","-"
"2020/06/02","11:18","0.154","0.415","-"
"2020/06/02","11:24","0.154","0.414","-"
"2020/06/02","11:30","0.154","0.414","-"
"2020/06/02","11:36","0.154","0.414","-"
"2020/06/02","11:42","0.155","0.414","-"
"2020/06/02","11:48","0.155","0.412","-"
"2020/06/02","11:54","0.155","0.416","-"
"2020/06/02","12:00","0.155","0.41","-"
"2020/06/02","12:06","0.155","0.415","-"
"2020/06/02","12:12","0.155","0.41","-"
"2020/06/02","12:18","0.155","0.413","-"
"2020/06/02","12:24","0.156","0.408","-"
"2020/06/02","12:30","0.156","0.413","-"
"2020/06/02","12:36","0.156","0.413","-"
"2020/06/02","12:42","0.156","0.411","-"
"2020/06/02","12:48","0.156","0.417","-"
"2020/06/02","12:54","0.156","0.409","-"
"2020/06/02","13:00","0.157","0.415","-"
"2020/06/02","13:06","0.157","0.406","-"
"2020/06/02","13:12","0.157","0.412","-"
"2020/06/02","13:18","0.157","0.41","-"
"2020/06/02","13:24","0.157","0.414","-"
"2020/06/02","13:30","0.157","0.41","-"
"2020/06/02","13:36","0.158","0.409","-"
"2020/06/02","13:42","0.158","0.407","-"
"2020/06/02","13:48","0.158","0.405","-"
"2020/06/02","13:54","0.158","0.405","-"
"2020/06/02","14:00","0.158","0.406","-"
"2020/06/02","14:06","0.158","0.404","-"
"2020/06/02","14:12","0.159","0.405","-"
"2020/06/02","14:18","0.159","0.405","-"
"2020/06/02","14:24","0.159","0.408","-"
"2020/06/02","14:30","0.159","0.407","-"
"2020/06/02","14:36","0.159","0.41","-"
"2020/06/02","14:42","0.16","0.405","-"
"2020/06/02","14:48","0.16","0.406","-"
"2020/06/02","14:54","0.16","0.406","-"
"2020/06/02","15:00","0.16","0.405","-"
"2020/06/02","15:06","0.161","0.406","-"
"2020/06/02","15:12","0.161","0.406","-"
"2020/06/02","15:18","0.161","0.407","-"
"2020/06/02","15:24","0.162","0.407","-"
"2020/06/02","15:30","0.162","0.406","-"
"2020/06/02","15:36","0.163","0.403","-"
"2020/06/02","15:42","0.163","0.4","-"
"2020/06/02","15:48","0.164","0.403","-"
"2020/06/02","15:54","0.164","0.404","-"
"2020/06/02","16:00","0.165","0.404","-"
"2020/06/02","16:06","0.165","0.405","-"
"2020/06/02","16:12","0.166","0.413","-"
"2020/06/02","16:18","0.167","0.403","-"
"2020/06/02","16:24","0.168","0.414","-"
"2020/06/02","16:30","0.169","0.407","-"
"2020/06/02","16:36","0.17","0.41","-"
"2020/06/02","16:42","0.171","0.409","-"
"2020/06/02","16:48","0.172","0.413","-"
"2020/06/02","16:54","0.173","0.413","-"
"2020/06/02","17:00","0.174","0.413","-"
"2020/06/02","17:06","0.175","0.414","-"
"2020/06/02","17:12","0.176","0.418","-"
"2020/06/02","17:18","0.178","0.428","-"
"2020/06/02","17:24","0.179","0.428","-"
"2020/06/02","17:30","0.181","0.433","-"
"2020/06/02","17:36","0.182","0.428","-"
"2020/06/02","17:42","0.184","0.426","-"
"2020/06/02","17:48","0.185","0.424","-"
"2020/06/02","17:54","0.187","0.428","-"
"2020/06/02","18:00","0.189","0.433","-"
"2020/06/02","18:06","0.19","0.434","-"
"2020/06/02","18:12","0.192","0.437","-"
"2020/06/02","18:18","0.194","0.437","-"
"2020/06/02","18:24","0.196","0.442","-"
"2020/06/02","18:30","0.197","0.443","-"
"2020/06/02","18:36","0.199","0.444","-"
"2020/06/02","18:42","0.201","0.447","-"
"2020/06/02","18:48","0.203","0.447","-"
"2020/06/02","18:54","0.205","0.449","-"
"2020/06/02","19:00","0.207","0.449","-"
"2020/06/02","19:06","0.209","0.449","-"
"2020/06/02","19:12","0.21","0.448","-"
"2020/06/02","19:18","0.212","0.45","-"
"2020/06/02","19:24","0.214","0.451","-"
"2020/06/02","19:30","0.216","0.453","-"
"2020/06/02","19:36","0.217","0.457","-"
"2020/06/02","19:42","0.219","0.457","-"
"2020/06/02","19:48","0.22","0.457","-"
"2020/06/02","19:54","0.222","0.458","-"
"2020/06/02","20:00","0.223","0.459","-"
"2020/06/02","20:06","0.224","0.46","-"
"2020/06/02","20:12","0.226","0.462","-"
"2020/06/02","20:18","0.227","0.465","-"
"2020/06/02","20:24","0.228","0.468","-"
"2020/06/02","20:30","0.229","0.468","-"
"2020/06/02","20:36","0.23","0.467","-"
"2020/06/02","20:42","0.231","0.465","-"
"2020/06/02","20:48","0.231","0.466","-"
"2020/06/02","20:54","0.232","0.467","-"
"2020/06/02","21:00","0.233","0.471","-"
"2020/06/02","21:06","0.233","0.472","-"
"2020/06/02","21:12","0.233","0.473","-"
"2020/06/02","21:18","0.234","0.471","-"
"2020/06/02","21:24","0.234","0.47","-"
"2020/06/02","21:30","0.234","0.47","-"
"2020/06/02","21:36","0.234","0.471","-"
"2020/06/02","21:42","0.234","0.471","-"
"2020/06/02","21:48","0.233","0.471","-"
"2020/06/02","21:54","0.233","0.474","-"
"2020/06/02","22:00","0.232","0.47","-"
"2020/06/02","22:06","0.232","0.469","-"
"2020/06/02","22:12","0.231","0.471","-"
"2020/06/02","22:18","0.231","0.469","-"
"2020/06/02","22:24","0.23","0.468","-"
"2020/06/02","22:30","0.229","0.463","-"
"2020/06/02","22:36","0.228","0.463","-"
"2020/06/02","22:42","0.227","0.457","-"
"2020/06/02","22:48","0.226","0.458","-"
"2020/06/02","22:54","0.225","0.453","-"
"2020/06/02","23:00","0.224","0.453","-"
"2020/06/02","23:06","0.223","0.449","-"
"2020/06/02","23:12","0.221","0.445","-"
"2020/06/02","23:18","0.22","0.446","-"
"2020/06/02","23:24","0.219","0.441","-"
"2020/06/02","23:30","0.217","0.439","-"
"2020/06/02","23:36","0.216","0.435","-"
"2020/06/02","23:42","0.214","0.432","-"
"2020/06/02","23:48","0.213","0.428","-"
"2020/06/02","23:54","0.211","0.426","-"
"2020/06/03","00:00","0.209","0.424","-"
"2020/06/03","00:06","0.208","0.425","-"
"2020/06/03","00:12","0.206","0.421","-"
"2020/06/03","00:18","0.204","0.417","-"
"2020/06/03","00:24","0.202","0.413","-"
"2020/06/03","00:30","0.201","0.409","-"
"2020/06/03","00:36","0.199","0.407","-"
"2020/06/03","00:42","0.197","0.407","-"
"2020/06/03","00:48","0.195","0.403","-"
"2020/06/03","00:54","0.193","0.399","-"
"2020/06/03","01:00","0.191","0.396","-"
"2020/06/03","01:06","0.189","0.393","-"
"2020/06/03","01:12","0.187","0.388","-"
"2020/06/03","01:18","0.185","0.383","-"
"2020/06/03","01:24","0.183","0.381","-"
"2020/06/03","01:30","0.18","0.382","-"
"2020/06/03","01:36","0.178","0.378","-"
"2020/06/03","01:42","0.176","0.374","-"
"2020/06/03","01:48","0.174","0.37","-"
"2020/06/03","01:54","0.171","0.369","-"
"2020/06/03","02:00","0.169","0.366","-"
"2020/06/03","02:06","0.167","0.362","-"
"2020/06/03","02:12","0.164","0.361","-"
"2020/06/03","02:18","0.162","0.358","-"
"2020/06/03","02:24","0.159","0.358","-"
"2020/06/03","02:30","0.157","0.354","-"
"2020/06/03","02:36","0.154","0.354","-"
"2020/06/03","02:42","0.152","0.349","-"
"2020/06/03","02:48","0.149","0.347","-"
"2020/06/03","02:54","0.146","0.341","-"
"2020/06/03","03:00","0.144","0.339","-"
"2020/06/03","03:06","0.141","0.336","-"
"2020/06/03","03:12","0.139","0.333","-"
"2020/06/03","03:18","0.136","0.334","-"
"2020/06/03","03:24","0.133","0.333","-"
"2020/06/03","03:30","0.131","0.334","-"
"2020/06/03","03:36","0.128","0.331","-"
"2020/06/03","03:42","0.126","0.329","-"
"2020/06/03","03:48","0.123","0.326","-"
"2020/06/03","03:54","0.12","0.326","-"
"2020/06/03","04:00","0.118","0.323","-"
"2020/06/03","04:06","0.115","0.322","-"
"2020/06/03","04:12","0.113","0.319","-"
"2020/06/03","04:18","0.111","0.317","-"
"2020/06/03","04:24","0.108","0.314","-"
"2020/06/03","04:30","0.106","0.314","-"
"2020/06/03","04:36","0.104","0.313","-"
"2020/06/03","04:42","0.102","0.312","-"
"2020/06/03","04:48","0.1","0.31","-"
"2020/06/03","04:54","0.098","0.307","-"
"2020/06/03","05:00","0.096","0.305","-"
"2020/06/03","05:06","0.095","0.303","-"
"2020/06/03","05:12","0.093","0.299","-"
"2020/06/03","05:18","0.092","0.298","-"
"2020/06/03","05:24","0.09","0.297","-"
"2020/06/03","05:30","0.089","0.295","-"
"2020/06/03","05:36","0.088","0.294","-"
"2020/06/03","05:42","0.087","0.292","-"
"2020/06/03","05:48","0.086","0.291","-"
"2020/06/03","05:54","0.085","0.29","-"
"2020/06/03","06:00","0.084","0.288","-"
"2020/06/03","06:06","0.084","0.287","-"
"2020/06/03","06:12","0.083","0.287","-"
"2020/06/03","06:18","0.083","0.286","-"
"2020/06/03","06:24","0.083","0.288","-"
"2020/06/03","06:30","0.083","0.287","-"
"2020/06/03","06:36","0.083","0.287","-"
"2020/06/03","06:42","0.083","0.287","-"
"2020/06/03","06:48","0.084","0.289","-"
"2020/06/03","06:54","0.084","0.291","-"
"2020/06/03","07:00","0.085","0.291","-"
"2020/06/03","07:06","0.086","0.292","-"
"2020/06/03","07:12","0.086","0.296","-"
"2020/06/03","07:18","0.087","0.298","-"
"2020/06/03","07:24","0.088","0.3","-"
"2020/06/03","07:30","0.089","0.302","-"
"2020/06/03","07:36","0.09","0.303","-"
"2020/06/03","07:42","0.092","0.307","-"
"2020/06/03","07:48","0.093","0.308","-"
"2020/06/03","07:54","0.094","0.31","-"
"2020/06/03","08:00","0.096","0.313","-"
"2020/06/03","08:06","0.097","0.315","-"
"2020/06/03","08:12","0.099","0.318","-"
"2020/06/03","08:18","0.101","0.321","-"
"2020/06/03","08:24","0.102","0.325","-"
"2020/06/03","08:30","0.104","0.33","-"
"2020/06/03","08:36","0.106","0.336","-"
"2020/06/03","08:42","0.107","0.338","-"
"2020/06/03","08:48","0.109","0.342","-"
"2020/06/03","08:54","0.111","0.344","-"
"2020/06/03","09:00","0.113","0.348","-"
"2020/06/03","09:06","0.114","0.347","-"
"2020/06/03","09:12","0.116","0.346","-"
"2020/06/03","09:18","0.118","0.355","-"
"2020/06/03","09:24","0.12","0.362","-"
"2020/06/03","09:30","0.121","0.365","-"
"2020/06/03","09:36","0.123","0.367","-"
"2020/06/03","09:42","0.125","0.37","-"
"2020/06/03","09:48","0.127","0.372","-"
"2020/06/03","09:54","0.128","0.373","-"
"2020/06/03","10:00","0.13","0.375","-"
"2020/06/03","10:06","0.132","0.379","-"
"2020/06/03","10:12","0.133","0.38","-"
"2020/06/03","10:18","0.135","0.382","-"
"2020/06/03","10:24","0.136","0.385","-"
"2020/06/03","10:30","0.138","0.389","-"
"2020/06/03","10:36","0.139","0.391","-"
"2020/06/03","10:42","0.141","0.394","-"
"2020/06/03","10:48","0.142","0.398","-"
"2020/06/03","10:54","0.144","0.398","-"
"2020/06/03","11:00","0.145","0.402","-"
"2020/06/03","11:06","0.147","0.404","-"
"2020/06/03","11:12","0.148","0.405","-"
"2020/06/03","11:18","0.149","0.406","-"
"2020/06/03","11:24","0.151","0.407","-"
"2020/06/03","11:30","0.152","0.411","-"
"2020/06/03","11:36","0.153","0.411","-"
"2020/06/03","11:42","0.154","0.414","-"
"2020/06/03","11:48","0.156","0.416","-"
"2020/06/03","11:54","0.157","0.416","-"
"2020/06/03","12:00","0.158","0.416","-"
"2020/06/03","12:06","0.159","0.418","-"
"2020/06/03","12:12","0.16","0.419","-"
"2020/06/03","12:18","0.161","0.422","-"
"2020/06/03","12:24","0.162","0.427","-"
