"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2020/06/01","00:00","0.777","1.43","-"
"2020/06/01","00:06","0.775","1.42","-"
"2020/06/01","00:12","0.773","1.43","-"
"2020/06/01","00:18","0.771","1.43","-"
"2020/06/01","00:24","0.769","1.42","-"
"2020/06/01","00:30","0.766","1.39","-"
"2020/06/01","00:36","0.763","1.38","-"
"2020/06/01","00:42","0.76","1.38","-"
"2020/06/01","00:48","0.757","1.39","-"
"2020/06/01","00:54","0.753","1.4","-"
"2020/06/01","01:00","0.75","1.41","-"
"2020/06/01","01:06","0.746","1.41","-"
"2020/06/01","01:12","0.742","1.39","-"
"2020/06/01","01:18","0.737","1.38","-"
"2020/06/01","01:24","0.733","1.35","-"
"2020/06/01","01:30","0.728","1.35","-"
"2020/06/01","01:36","0.723","1.33","-"
"2020/06/01","01:42","0.718","1.33","-"
"2020/06/01","01:48","0.712","1.33","-"
"2020/06/01","01:54","0.707","1.34","-"
"2020/06/01","02:00","0.701","1.33","-"
"2020/06/01","02:06","0.695","1.3","-"
"2020/06/01","02:12","0.69","1.3","-"
"2020/06/01","02:18","0.684","1.3","-"
"2020/06/01","02:24","0.678","1.3","-"
"2020/06/01","02:30","0.671","1.29","-"
"2020/06/01","02:36","0.665","1.28","-"
"2020/06/01","02:42","0.659","1.26","-"
"2020/06/01","02:48","0.653","1.28","-"
"2020/06/01","02:54","0.647","1.27","-"
"2020/06/01","03:00","0.641","1.28","-"
"2020/06/01","03:06","0.634","1.27","-"
"2020/06/01","03:12","0.628","1.27","-"
"2020/06/01","03:18","0.622","1.26","-"
"2020/06/01","03:24","0.616","1.25","-"
"2020/06/01","03:30","0.611","1.25","-"
"2020/06/01","03:36","0.605","1.24","-"
"2020/06/01","03:42","0.6","1.26","-"
"2020/06/01","03:48","0.594","1.22","-"
"2020/06/01","03:54","0.589","1.23","-"
"2020/06/01","04:00","0.584","1.22","-"
"2020/06/01","04:06","0.579","1.22","-"
"2020/06/01","04:12","0.575","1.22","-"
"2020/06/01","04:18","0.57","1.21","-"
"2020/06/01","04:24","0.566","1.21","-"
"2020/06/01","04:30","0.562","1.21","-"
"2020/06/01","04:36","0.559","1.22","-"
"2020/06/01","04:42","0.555","1.22","-"
"2020/06/01","04:48","0.552","1.22","-"
"2020/06/01","04:54","0.549","1.22","-"
"2020/06/01","05:00","0.547","1.24","-"
"2020/06/01","05:06","0.544","1.26","-"
"2020/06/01","05:12","0.542","1.27","-"
"2020/06/01","05:18","0.54","1.28","-"
"2020/06/01","05:24","0.539","1.29","-"
"2020/06/01","05:30","0.537","1.28","-"
"2020/06/01","05:36","0.536","1.28","-"
"2020/06/01","05:42","0.535","1.3","-"
"2020/06/01","05:48","0.534","1.31","-"
"2020/06/01","05:54","0.533","1.32","-"
"2020/06/01","06:00","0.533","1.32","-"
"2020/06/01","06:06","0.533","1.34","-"
"2020/06/01","06:12","0.533","1.34","-"
"2020/06/01","06:18","0.532","1.34","-"
"2020/06/01","06:24","0.533","1.33","-"
"2020/06/01","06:30","0.533","1.35","-"
"2020/06/01","06:36","0.533","1.37","-"
"2020/06/01","06:42","0.533","1.38","-"
"2020/06/01","06:48","0.534","1.39","-"
"2020/06/01","06:54","0.534","1.39","-"
"2020/06/01","07:00","0.534","1.38","-"
"2020/06/01","07:06","0.535","1.37","-"
"2020/06/01","07:12","0.535","1.37","-"
"2020/06/01","07:18","0.536","1.36","-"
"2020/06/01","07:24","0.536","1.36","-"
"2020/06/01","07:30","0.536","1.35","-"
"2020/06/01","07:36","0.536","1.33","-"
"2020/06/01","07:42","0.536","1.33","-"
"2020/06/01","07:48","0.536","1.34","-"
"2020/06/01","07:54","0.536","1.34","-"
"2020/06/01","08:00","0.536","1.32","-"
"2020/06/01","08:06","0.536","1.31","-"
"2020/06/01","08:12","0.535","1.29","-"
"2020/06/01","08:18","0.535","1.29","-"
"2020/06/01","08:24","0.534","1.3","-"
"2020/06/01","08:30","0.533","1.33","-"
"2020/06/01","08:36","0.532","1.37","-"
"2020/06/01","08:42","0.531","1.42","-"
"2020/06/01","08:48","0.529","1.38","-"
"2020/06/01","08:54","0.528","1.39","-"
"2020/06/01","09:00","0.526","1.32","-"
"2020/06/01","09:06","0.525","1.33","-"
"2020/06/01","09:12","0.523","1.33","-"
"2020/06/01","09:18","0.521","1.39","-"
"2020/06/01","09:24","0.519","1.39","-"
"2020/06/01","09:30","0.517","1.38","-"
"2020/06/01","09:36","0.514","1.39","-"
"2020/06/01","09:42","0.512","1.38","-"
"2020/06/01","09:48","0.51","1.37","-"
"2020/06/01","09:54","0.507","1.34","-"
"2020/06/01","10:00","0.505","1.35","-"
"2020/06/01","10:06","0.502","1.35","-"
"2020/06/01","10:12","0.499","1.37","-"
"2020/06/01","10:18","0.496","1.37","-"
"2020/06/01","10:24","0.494","1.37","-"
"2020/06/01","10:30","0.491","1.38","-"
"2020/06/01","10:36","0.488","1.37","-"
"2020/06/01","10:42","0.485","1.38","-"
"2020/06/01","10:48","0.482","1.36","-"
"2020/06/01","10:54","0.479","1.4","-"
"2020/06/01","11:00","0.476","1.43","-"
"2020/06/01","11:06","0.473","1.42","-"
"2020/06/01","11:12","0.471","1.41","-"
"2020/06/01","11:18","0.468","1.39","-"
"2020/06/01","11:24","0.465","1.37","-"
"2020/06/01","11:30","0.462","1.34","-"
"2020/06/01","11:36","0.459","1.33","-"
"2020/06/01","11:42","0.457","1.35","-"
"2020/06/01","11:48","0.454","1.41","-"
"2020/06/01","11:54","0.451","1.43","-"
"2020/06/01","12:00","0.449","1.41","-"
"2020/06/01","12:06","0.446","1.37","-"
"2020/06/01","12:12","0.444","1.39","-"
"2020/06/01","12:18","0.441","1.41","-"
"2020/06/01","12:24","0.439","1.35","-"
"2020/06/01","12:30","0.436","1.39","-"
"2020/06/01","12:36","0.434","1.42","-"
"2020/06/01","12:42","0.431","1.39","-"
"2020/06/01","12:48","0.429","1.39","-"
"2020/06/01","12:54","0.427","1.35","-"
"2020/06/01","13:00","0.425","1.24","-"
"2020/06/01","13:06","0.423","1.31","-"
"2020/06/01","13:12","0.421","1.29","-"
"2020/06/01","13:18","0.419","1.28","-"
"2020/06/01","13:24","0.417","1.23","-"
"2020/06/01","13:30","0.415","1.35","-"
"2020/06/01","13:36","0.413","1.36","-"
"2020/06/01","13:42","0.411","1.27","-"
"2020/06/01","13:48","0.41","1.26","-"
"2020/06/01","13:54","0.408","1.27","-"
"2020/06/01","14:00","0.407","1.23","-"
"2020/06/01","14:06","0.405","1.25","-"
"2020/06/01","14:12","0.404","1.32","-"
"2020/06/01","14:18","0.403","1.2","-"
"2020/06/01","14:24","0.402","1.22","-"
"2020/06/01","14:30","0.401","1.21","-"
"2020/06/01","14:36","0.4","1.24","-"
"2020/06/01","14:42","0.4","1.2","-"
"2020/06/01","14:48","0.399","1.23","-"
"2020/06/01","14:54","0.399","1.23","-"
"2020/06/01","15:00","0.399","1.22","-"
"2020/06/01","15:06","0.399","1.21","-"
"2020/06/01","15:12","0.4","1.17","-"
"2020/06/01","15:18","0.4","1.16","-"
"2020/06/01","15:24","0.401","1.14","-"
"2020/06/01","15:30","0.402","1.13","-"
"2020/06/01","15:36","0.403","1.11","-"
"2020/06/01","15:42","0.405","1.12","-"
"2020/06/01","15:48","0.407","1.13","-"
"2020/06/01","15:54","0.409","1.13","-"
"2020/06/01","16:00","0.412","1.14","-"
"2020/06/01","16:06","0.414","1.17","-"
"2020/06/01","16:12","0.417","1.17","-"
"2020/06/01","16:18","0.421","1.19","-"
"2020/06/01","16:24","0.424","1.16","-"
"2020/06/01","16:30","0.428","1.19","-"
"2020/06/01","16:36","0.433","1.15","-"
"2020/06/01","16:42","0.437","1.2","-"
"2020/06/01","16:48","0.442","1.24","-"
"2020/06/01","16:54","0.447","1.35","-"
"2020/06/01","17:00","0.453","1.4","-"
"2020/06/01","17:06","0.458","1.4","-"
"2020/06/01","17:12","0.464","1.43","-"
"2020/06/01","17:18","0.471","1.45","-"
"2020/06/01","17:24","0.477","1.45","-"
"2020/06/01","17:30","0.484","1.43","-"
"2020/06/01","17:36","0.491","1.44","-"
"2020/06/01","17:42","0.498","1.49","-"
"2020/06/01","17:48","0.505","1.49","-"
"2020/06/01","17:54","0.513","1.49","-"
"2020/06/01","18:00","0.521","1.51","-"
"2020/06/01","18:06","0.529","1.55","-"
"2020/06/01","18:12","0.536","1.56","-"
"2020/06/01","18:18","0.545","1.56","-"
"2020/06/01","18:24","0.553","1.55","-"
"2020/06/01","18:30","0.561","1.56","-"
"2020/06/01","18:36","0.569","1.59","-"
"2020/06/01","18:42","0.577","1.57","-"
"2020/06/01","18:48","0.585","1.6","-"
"2020/06/01","18:54","0.593","1.63","-"
"2020/06/01","19:00","0.601","1.62","-"
"2020/06/01","19:06","0.609","1.61","-"
"2020/06/01","19:12","0.617","1.61","-"
"2020/06/01","19:18","0.625","1.58","-"
"2020/06/01","19:24","0.633","1.59","-"
"2020/06/01","19:30","0.64","1.55","-"
"2020/06/01","19:36","0.647","1.54","-"
"2020/06/01","19:42","0.655","1.51","-"
"2020/06/01","19:48","0.661","1.51","-"
"2020/06/01","19:54","0.668","1.54","-"
"2020/06/01","20:00","0.674","1.56","-"
"2020/06/01","20:06","0.681","1.59","-"
"2020/06/01","20:12","0.686","1.6","-"
"2020/06/01","20:18","0.692","1.6","-"
"2020/06/01","20:24","0.697","1.61","-"
"2020/06/01","20:30","0.703","1.6","-"
"2020/06/01","20:36","0.707","1.59","-"
"2020/06/01","20:42","0.712","1.59","-"
"2020/06/01","20:48","0.716","1.59","-"
"2020/06/01","20:54","0.72","1.64","-"
"2020/06/01","21:00","0.723","1.68","-"
"2020/06/01","21:06","0.727","1.69","-"
"2020/06/01","21:12","0.73","1.7","-"
"2020/06/01","21:18","0.732","1.71","-"
"2020/06/01","21:24","0.735","1.71","-"
"2020/06/01","21:30","0.737","1.74","-"
"2020/06/01","21:36","0.739","1.74","-"
"2020/06/01","21:42","0.741","1.74","-"
"2020/06/01","21:48","0.742","1.75","-"
"2020/06/01","21:54","0.743","1.76","-"
"2020/06/01","22:00","0.744","1.77","-"
"2020/06/01","22:06","0.744","1.77","-"
"2020/06/01","22:12","0.745","1.8","-"
"2020/06/01","22:18","0.745","1.81","-"
"2020/06/01","22:24","0.745","1.79","-"
"2020/06/01","22:30","0.744","1.77","-"
"2020/06/01","22:36","0.744","1.77","-"
"2020/06/01","22:42","0.743","1.78","-"
"2020/06/01","22:48","0.742","1.8","-"
"2020/06/01","22:54","0.741","1.74","-"
"2020/06/01","23:00","0.74","1.76","-"
"2020/06/01","23:06","0.738","1.73","-"
"2020/06/01","23:12","0.737","1.76","-"
"2020/06/01","23:18","0.735","1.7","-"
"2020/06/01","23:24","0.733","1.68","-"
"2020/06/01","23:30","0.731","1.67","-"
"2020/06/01","23:36","0.729","1.68","-"
"2020/06/01","23:42","0.726","1.66","-"
"2020/06/01","23:48","0.723","1.63","-"
"2020/06/01","23:54","0.721","1.63","-"
"2020/06/02","00:00","0.718","1.59","-"
"2020/06/02","00:06","0.715","1.58","-"
"2020/06/02","00:12","0.711","1.54","-"
"2020/06/02","00:18","0.708","1.53","-"
"2020/06/02","00:24","0.704","1.5","-"
"2020/06/02","00:30","0.7","1.48","-"
"2020/06/02","00:36","0.696","1.49","-"
"2020/06/02","00:42","0.692","1.47","-"
"2020/06/02","00:48","0.688","1.46","-"
"2020/06/02","00:54","0.683","1.44","-"
"2020/06/02","01:00","0.678","1.44","-"
"2020/06/02","01:06","0.673","1.41","-"
"2020/06/02","01:12","0.668","1.39","-"
"2020/06/02","01:18","0.663","1.37","-"
"2020/06/02","01:24","0.657","1.36","-"
"2020/06/02","01:30","0.652","1.34","-"
"2020/06/02","01:36","0.646","1.33","-"
"2020/06/02","01:42","0.64","1.32","-"
"2020/06/02","01:48","0.634","1.32","-"
"2020/06/02","01:54","0.627","1.32","-"
"2020/06/02","02:00","0.621","1.31","-"
"2020/06/02","02:06","0.614","1.3","-"
"2020/06/02","02:12","0.607","1.28","-"
"2020/06/02","02:18","0.6","1.27","-"
"2020/06/02","02:24","0.593","1.25","-"
"2020/06/02","02:30","0.586","1.25","-"
"2020/06/02","02:36","0.579","1.24","-"
"2020/06/02","02:42","0.572","1.24","-"
"2020/06/02","02:48","0.564","1.23","-"
"2020/06/02","02:54","0.557","1.22","-"
"2020/06/02","03:00","0.549","1.21","-"
"2020/06/02","03:06","0.542","1.19","-"
"2020/06/02","03:12","0.534","1.18","-"
"2020/06/02","03:18","0.527","1.17","-"
"2020/06/02","03:24","0.52","1.16","-"
"2020/06/02","03:30","0.512","1.15","-"
"2020/06/02","03:36","0.505","1.14","-"
"2020/06/02","03:42","0.498","1.14","-"
"2020/06/02","03:48","0.491","1.13","-"
"2020/06/02","03:54","0.484","1.13","-"
"2020/06/02","04:00","0.478","1.12","-"
"2020/06/02","04:06","0.471","1.12","-"
"2020/06/02","04:12","0.465","1.11","-"
"2020/06/02","04:18","0.459","1.09","-"
"2020/06/02","04:24","0.453","1.09","-"
"2020/06/02","04:30","0.448","1.08","-"
"2020/06/02","04:36","0.443","1.08","-"
"2020/06/02","04:42","0.438","1.08","-"
"2020/06/02","04:48","0.433","1.07","-"
"2020/06/02","04:54","0.429","1.07","-"
"2020/06/02","05:00","0.425","1.08","-"
"2020/06/02","05:06","0.421","1.07","-"
"2020/06/02","05:12","0.418","1.07","-"
"2020/06/02","05:18","0.415","1.06","-"
"2020/06/02","05:24","0.413","1.06","-"
"2020/06/02","05:30","0.41","1.07","-"
"2020/06/02","05:36","0.409","1.08","-"
"2020/06/02","05:42","0.407","1.07","-"
"2020/06/02","05:48","0.406","1.07","-"
"2020/06/02","05:54","0.405","1.06","-"
"2020/06/02","06:00","0.405","1.07","-"
"2020/06/02","06:06","0.405","1.08","-"
"2020/06/02","06:12","0.405","1.09","-"
"2020/06/02","06:18","0.405","1.07","-"
"2020/06/02","06:24","0.406","1.1","-"
"2020/06/02","06:30","0.407","1.07","-"
"2020/06/02","06:36","0.408","1.11","-"
"2020/06/02","06:42","0.41","1.09","-"
"2020/06/02","06:48","0.412","1.09","-"
"2020/06/02","06:54","0.414","1.1","-"
"2020/06/02","07:00","0.416","1.11","-"
"2020/06/02","07:06","0.418","1.12","-"
"2020/06/02","07:12","0.421","1.12","-"
"2020/06/02","07:18","0.424","1.13","-"
"2020/06/02","07:24","0.426","1.13","-"
"2020/06/02","07:30","0.429","1.15","-"
"2020/06/02","07:36","0.432","1.15","-"
"2020/06/02","07:42","0.435","1.17","-"
"2020/06/02","07:48","0.439","1.18","-"
"2020/06/02","07:54","0.442","1.16","-"
"2020/06/02","08:00","0.445","1.21","-"
"2020/06/02","08:06","0.448","1.16","-"
"2020/06/02","08:12","0.451","1.22","-"
"2020/06/02","08:18","0.454","1.19","-"
"2020/06/02","08:24","0.457","1.22","-"
"2020/06/02","08:30","0.46","1.22","-"
"2020/06/02","08:36","0.463","1.22","-"
"2020/06/02","08:42","0.466","1.23","-"
"2020/06/02","08:48","0.469","1.24","-"
"2020/06/02","08:54","0.472","1.26","-"
"2020/06/02","09:00","0.474","1.25","-"
"2020/06/02","09:06","0.477","1.27","-"
"2020/06/02","09:12","0.479","1.25","-"
"2020/06/02","09:18","0.481","1.28","-"
"2020/06/02","09:24","0.483","1.27","-"
"2020/06/02","09:30","0.485","1.29","-"
"2020/06/02","09:36","0.487","1.29","-"
"2020/06/02","09:42","0.489","1.3","-"
"2020/06/02","09:48","0.491","1.31","-"
"2020/06/02","09:54","0.492","1.3","-"
"2020/06/02","10:00","0.494","1.32","-"
"2020/06/02","10:06","0.495","1.31","-"
"2020/06/02","10:12","0.496","1.33","-"
"2020/06/02","10:18","0.497","1.31","-"
"2020/06/02","10:24","0.498","1.33","-"
"2020/06/02","10:30","0.499","1.31","-"
"2020/06/02","10:36","0.5","1.33","-"
"2020/06/02","10:42","0.501","1.32","-"
"2020/06/02","10:48","0.502","1.34","-"
"2020/06/02","10:54","0.503","1.34","-"
"2020/06/02","11:00","0.503","1.36","-"
"2020/06/02","11:06","0.504","1.36","-"
"2020/06/02","11:12","0.504","1.35","-"
"2020/06/02","11:18","0.505","1.36","-"
"2020/06/02","11:24","0.506","1.36","-"
"2020/06/02","11:30","0.506","1.36","-"
"2020/06/02","11:36","0.507","1.36","-"
"2020/06/02","11:42","0.507","1.36","-"
"2020/06/02","11:48","0.508","1.35","-"
"2020/06/02","11:54","0.508","1.37","-"
"2020/06/02","12:00","0.509","1.35","-"
"2020/06/02","12:06","0.509","1.36","-"
"2020/06/02","12:12","0.51","1.35","-"
"2020/06/02","12:18","0.51","1.36","-"
"2020/06/02","12:24","0.51","1.34","-"
"2020/06/02","12:30","0.511","1.36","-"
"2020/06/02","12:36","0.512","1.36","-"
"2020/06/02","12:42","0.512","1.35","-"
"2020/06/02","12:48","0.513","1.37","-"
"2020/06/02","12:54","0.513","1.34","-"
"2020/06/02","13:00","0.514","1.36","-"
"2020/06/02","13:06","0.514","1.33","-"
"2020/06/02","13:12","0.515","1.35","-"
"2020/06/02","13:18","0.515","1.35","-"
"2020/06/02","13:24","0.516","1.36","-"
"2020/06/02","13:30","0.516","1.35","-"
"2020/06/02","13:36","0.517","1.34","-"
"2020/06/02","13:42","0.517","1.34","-"
"2020/06/02","13:48","0.518","1.33","-"
"2020/06/02","13:54","0.519","1.33","-"
"2020/06/02","14:00","0.519","1.33","-"
"2020/06/02","14:06","0.52","1.33","-"
"2020/06/02","14:12","0.52","1.33","-"
"2020/06/02","14:18","0.521","1.33","-"
"2020/06/02","14:24","0.522","1.34","-"
"2020/06/02","14:30","0.522","1.34","-"
"2020/06/02","14:36","0.523","1.35","-"
"2020/06/02","14:42","0.524","1.33","-"
"2020/06/02","14:48","0.525","1.33","-"
"2020/06/02","14:54","0.525","1.33","-"
"2020/06/02","15:00","0.526","1.33","-"
"2020/06/02","15:06","0.527","1.33","-"
"2020/06/02","15:12","0.528","1.33","-"
"2020/06/02","15:18","0.53","1.34","-"
"2020/06/02","15:24","0.531","1.34","-"
"2020/06/02","15:30","0.532","1.33","-"
"2020/06/02","15:36","0.534","1.32","-"
"2020/06/02","15:42","0.535","1.31","-"
"2020/06/02","15:48","0.537","1.32","-"
"2020/06/02","15:54","0.539","1.33","-"
"2020/06/02","16:00","0.541","1.33","-"
"2020/06/02","16:06","0.543","1.33","-"
"2020/06/02","16:12","0.545","1.36","-"
"2020/06/02","16:18","0.548","1.32","-"
"2020/06/02","16:24","0.55","1.36","-"
"2020/06/02","16:30","0.553","1.34","-"
"2020/06/02","16:36","0.556","1.35","-"
"2020/06/02","16:42","0.559","1.34","-"
"2020/06/02","16:48","0.563","1.36","-"
"2020/06/02","16:54","0.567","1.36","-"
"2020/06/02","17:00","0.57","1.36","-"
"2020/06/02","17:06","0.574","1.36","-"
"2020/06/02","17:12","0.579","1.37","-"
"2020/06/02","17:18","0.583","1.4","-"
"2020/06/02","17:24","0.588","1.4","-"
"2020/06/02","17:30","0.592","1.42","-"
"2020/06/02","17:36","0.597","1.4","-"
"2020/06/02","17:42","0.602","1.4","-"
"2020/06/02","17:48","0.608","1.39","-"
"2020/06/02","17:54","0.613","1.4","-"
"2020/06/02","18:00","0.619","1.42","-"
"2020/06/02","18:06","0.624","1.42","-"
"2020/06/02","18:12","0.63","1.43","-"
"2020/06/02","18:18","0.636","1.43","-"
"2020/06/02","18:24","0.642","1.45","-"
"2020/06/02","18:30","0.648","1.45","-"
"2020/06/02","18:36","0.654","1.46","-"
"2020/06/02","18:42","0.66","1.47","-"
"2020/06/02","18:48","0.666","1.47","-"
"2020/06/02","18:54","0.672","1.47","-"
"2020/06/02","19:00","0.678","1.47","-"
"2020/06/02","19:06","0.684","1.47","-"
"2020/06/02","19:12","0.69","1.47","-"
"2020/06/02","19:18","0.696","1.48","-"
"2020/06/02","19:24","0.702","1.48","-"
"2020/06/02","19:30","0.707","1.49","-"
"2020/06/02","19:36","0.713","1.5","-"
"2020/06/02","19:42","0.718","1.5","-"
"2020/06/02","19:48","0.723","1.5","-"
"2020/06/02","19:54","0.728","1.5","-"
"2020/06/02","20:00","0.732","1.51","-"
"2020/06/02","20:06","0.737","1.51","-"
"2020/06/02","20:12","0.741","1.52","-"
"2020/06/02","20:18","0.744","1.53","-"
"2020/06/02","20:24","0.748","1.54","-"
"2020/06/02","20:30","0.751","1.54","-"
"2020/06/02","20:36","0.754","1.53","-"
"2020/06/02","20:42","0.757","1.53","-"
"2020/06/02","20:48","0.759","1.53","-"
"2020/06/02","20:54","0.761","1.53","-"
"2020/06/02","21:00","0.763","1.55","-"
"2020/06/02","21:06","0.765","1.55","-"
"2020/06/02","21:12","0.766","1.55","-"
"2020/06/02","21:18","0.766","1.55","-"
"2020/06/02","21:24","0.767","1.54","-"
"2020/06/02","21:30","0.767","1.54","-"
"2020/06/02","21:36","0.767","1.55","-"
"2020/06/02","21:42","0.766","1.55","-"
"2020/06/02","21:48","0.765","1.55","-"
"2020/06/02","21:54","0.764","1.56","-"
"2020/06/02","22:00","0.763","1.54","-"
"2020/06/02","22:06","0.761","1.54","-"
"2020/06/02","22:12","0.759","1.55","-"
"2020/06/02","22:18","0.757","1.54","-"
"2020/06/02","22:24","0.754","1.54","-"
"2020/06/02","22:30","0.752","1.52","-"
"2020/06/02","22:36","0.749","1.52","-"
"2020/06/02","22:42","0.745","1.5","-"
"2020/06/02","22:48","0.742","1.5","-"
"2020/06/02","22:54","0.738","1.49","-"
"2020/06/02","23:00","0.734","1.49","-"
"2020/06/02","23:06","0.73","1.47","-"
"2020/06/02","23:12","0.726","1.46","-"
"2020/06/02","23:18","0.722","1.46","-"
"2020/06/02","23:24","0.717","1.45","-"
"2020/06/02","23:30","0.712","1.44","-"
"2020/06/02","23:36","0.708","1.43","-"
"2020/06/02","23:42","0.703","1.42","-"
"2020/06/02","23:48","0.697","1.4","-"
"2020/06/02","23:54","0.692","1.4","-"
"2020/06/03","00:00","0.687","1.39","-"
"2020/06/03","00:06","0.681","1.39","-"
"2020/06/03","00:12","0.676","1.38","-"
"2020/06/03","00:18","0.67","1.37","-"
"2020/06/03","00:24","0.664","1.36","-"
"2020/06/03","00:30","0.658","1.34","-"
"2020/06/03","00:36","0.652","1.34","-"
"2020/06/03","00:42","0.646","1.34","-"
"2020/06/03","00:48","0.639","1.32","-"
"2020/06/03","00:54","0.633","1.31","-"
"2020/06/03","01:00","0.626","1.3","-"
"2020/06/03","01:06","0.62","1.29","-"
"2020/06/03","01:12","0.613","1.27","-"
"2020/06/03","01:18","0.606","1.26","-"
"2020/06/03","01:24","0.599","1.25","-"
"2020/06/03","01:30","0.592","1.25","-"
"2020/06/03","01:36","0.585","1.24","-"
"2020/06/03","01:42","0.577","1.23","-"
"2020/06/03","01:48","0.57","1.21","-"
"2020/06/03","01:54","0.562","1.21","-"
"2020/06/03","02:00","0.555","1.2","-"
"2020/06/03","02:06","0.547","1.19","-"
"2020/06/03","02:12","0.539","1.18","-"
"2020/06/03","02:18","0.531","1.18","-"
"2020/06/03","02:24","0.523","1.18","-"
"2020/06/03","02:30","0.514","1.16","-"
"2020/06/03","02:36","0.506","1.16","-"
"2020/06/03","02:42","0.498","1.15","-"
"2020/06/03","02:48","0.489","1.14","-"
"2020/06/03","02:54","0.481","1.12","-"
"2020/06/03","03:00","0.472","1.11","-"
"2020/06/03","03:06","0.463","1.1","-"
"2020/06/03","03:12","0.455","1.09","-"
"2020/06/03","03:18","0.446","1.1","-"
"2020/06/03","03:24","0.437","1.09","-"
"2020/06/03","03:30","0.429","1.1","-"
"2020/06/03","03:36","0.42","1.09","-"
"2020/06/03","03:42","0.412","1.08","-"
"2020/06/03","03:48","0.403","1.07","-"
"2020/06/03","03:54","0.395","1.07","-"
"2020/06/03","04:00","0.387","1.06","-"
"2020/06/03","04:06","0.379","1.06","-"
"2020/06/03","04:12","0.371","1.05","-"
"2020/06/03","04:18","0.363","1.04","-"
"2020/06/03","04:24","0.356","1.03","-"
"2020/06/03","04:30","0.349","1.03","-"
"2020/06/03","04:36","0.341","1.03","-"
"2020/06/03","04:42","0.335","1.02","-"
"2020/06/03","04:48","0.328","1.02","-"
"2020/06/03","04:54","0.322","1.01","-"
"2020/06/03","05:00","0.316","1","-"
"2020/06/03","05:06","0.31","0.99","-"
"2020/06/03","05:12","0.305","0.98","-"
"2020/06/03","05:18","0.3","0.98","-"
"2020/06/03","05:24","0.296","0.97","-"
"2020/06/03","05:30","0.292","0.97","-"
"2020/06/03","05:36","0.288","0.97","-"
"2020/06/03","05:42","0.285","0.96","-"
"2020/06/03","05:48","0.282","0.96","-"
"2020/06/03","05:54","0.279","0.95","-"
"2020/06/03","06:00","0.277","0.95","-"
"2020/06/03","06:06","0.275","0.94","-"
"2020/06/03","06:12","0.274","0.94","-"
"2020/06/03","06:18","0.273","0.94","-"
"2020/06/03","06:24","0.273","0.95","-"
"2020/06/03","06:30","0.273","0.94","-"
"2020/06/03","06:36","0.273","0.94","-"
"2020/06/03","06:42","0.274","0.94","-"
"2020/06/03","06:48","0.275","0.95","-"
"2020/06/03","06:54","0.276","0.96","-"
"2020/06/03","07:00","0.278","0.96","-"
"2020/06/03","07:06","0.281","0.96","-"
"2020/06/03","07:12","0.283","0.97","-"
"2020/06/03","07:18","0.286","0.98","-"
"2020/06/03","07:24","0.289","0.98","-"
"2020/06/03","07:30","0.293","0.99","-"
"2020/06/03","07:36","0.297","0.99","-"
"2020/06/03","07:42","0.301","1.01","-"
"2020/06/03","07:48","0.305","1.01","-"
"2020/06/03","07:54","0.31","1.02","-"
"2020/06/03","08:00","0.315","1.03","-"
"2020/06/03","08:06","0.32","1.03","-"
"2020/06/03","08:12","0.325","1.04","-"
"2020/06/03","08:18","0.33","1.05","-"
"2020/06/03","08:24","0.335","1.07","-"
"2020/06/03","08:30","0.341","1.08","-"
"2020/06/03","08:36","0.347","1.1","-"
"2020/06/03","08:42","0.352","1.11","-"
"2020/06/03","08:48","0.358","1.12","-"
"2020/06/03","08:54","0.364","1.13","-"
"2020/06/03","09:00","0.37","1.14","-"
"2020/06/03","09:06","0.375","1.14","-"
"2020/06/03","09:12","0.381","1.14","-"
"2020/06/03","09:18","0.387","1.17","-"
"2020/06/03","09:24","0.393","1.19","-"
"2020/06/03","09:30","0.399","1.2","-"
"2020/06/03","09:36","0.404","1.2","-"
"2020/06/03","09:42","0.41","1.21","-"
"2020/06/03","09:48","0.416","1.22","-"
"2020/06/03","09:54","0.421","1.22","-"
"2020/06/03","10:00","0.427","1.23","-"
"2020/06/03","10:06","0.432","1.24","-"
"2020/06/03","10:12","0.437","1.25","-"
"2020/06/03","10:18","0.442","1.25","-"
"2020/06/03","10:24","0.448","1.26","-"
"2020/06/03","10:30","0.453","1.28","-"
"2020/06/03","10:36","0.457","1.28","-"
"2020/06/03","10:42","0.462","1.29","-"
"2020/06/03","10:48","0.467","1.31","-"
"2020/06/03","10:54","0.472","1.31","-"
"2020/06/03","11:00","0.476","1.32","-"
"2020/06/03","11:06","0.481","1.33","-"
"2020/06/03","11:12","0.485","1.33","-"
"2020/06/03","11:18","0.49","1.33","-"
"2020/06/03","11:24","0.494","1.34","-"
"2020/06/03","11:30","0.498","1.35","-"
"2020/06/03","11:36","0.502","1.35","-"
"2020/06/03","11:42","0.506","1.36","-"
"2020/06/03","11:48","0.51","1.37","-"
"2020/06/03","11:54","0.514","1.37","-"
"2020/06/03","12:00","0.518","1.37","-"
"2020/06/03","12:06","0.522","1.37","-"
"2020/06/03","12:12","0.526","1.38","-"
"2020/06/03","12:18","0.529","1.39","-"
"2020/06/03","12:24","0.533","1.4","-"
"2020/06/03","12:30","0.537","1.41","-"
"2020/06/03","12:36","0.54","1.41","-"
