date,time,water_level,water_temp,wind_speed,wind_dir,wind_gust,air_temp
20-07-20,06:00,0.102,30.5,4.36,174,5.31,-
20-07-20,07:00,0.071,30.3,2.38,171,3.53,-
20-07-20,08:00,0.049,30.2,0.75,221,2.1,-
20-07-20,09:00,0.04,30.2,0.74,330,0.82,-
20-07-20,10:00,0.062,30.1,1.76,348,2.56,-
20-07-20,11:00,0.099,30,1.97,14,3.5,-
20-07-20,12:00,0.128,29.9,1.06,312,1.87,-
20-07-20,13:00,0.174,29.9,3.74,18,3.77,-
20-07-20,14:00,0.206,29.8,3.51,19,4,-
20-07-20,15:00,0.237,29.8,1.78,18,2.61,-
20-07-20,16:00,0.254,29.9,1.32,56,1.63,-
20-07-20,17:00,0.286,30.2,1.12,133,1.81,-
20-07-20,18:00,0.324,30.7,3.82,116,4.83,-
20-07-20,19:00,0.357,31.3,7.69,123,7.66,-
20-07-20,20:00,0.385,32.3,5.6,130,7.99,-
20-07-20,21:00,0.42,32.6,7.45,127,8.09,-
20-07-20,22:00,0.43,32.8,7.39,131,8.79,-
20-07-20,23:00,0.429,32.8,8.18,135,9.55,-
21-07-20,00:00,0.431,32.6,7.68,135,9.4,-
21-07-20,01:00,0.408,32.6,7.45,136,8.71,-
21-07-20,02:00,0.382,32.3,6.35,114,9.27,-
21-07-20,03:00,0.352,32,5.9,121,7.26,-
21-07-20,04:00,0.3,31.9,4.91,126,6.14,-
21-07-20,05:00,0.25,31.7,2.49,172,3.52,-
21-07-20,06:00,0.207,31.5,2.89,176,3.18,-
21-07-20,07:00,0.169,31.4,2.81,236,3.86,-
21-07-20,08:00,0.132,31.2,2.41,259,3.1,-
21-07-20,09:00,0.117,31,1.63,279,2.63,-
21-07-20,10:00,0.12,30.8,1.34,306,1.58,-
21-07-20,11:00,0.147,30.7,1.18,292,1.76,-
21-07-20,12:00,0.19,30.6,2.96,10,3.3,-
21-07-20,13:00,0.229,30.5,1.79,28,2.59,-
21-07-20,14:00,0.265,30.5,2.2,43,2.86,-
21-07-20,15:00,0.296,30.5,1.83,39,2.18,-
21-07-20,16:00,0.322,30.6,1.55,47,1.91,-
21-07-20,17:00,0.344,30.9,2.82,103,3.07,-
21-07-20,18:00,0.372,31.7,4.71,95,5.46,-
21-07-20,19:00,0.404,32.2,6.75,119,7.76,-
21-07-20,20:00,0.431,32.6,7.62,149,8.99,-
21-07-20,21:00,0.464,32.6,8.01,137,8.71,-
21-07-20,22:00,0.48,32.7,5.79,164,8.25,-
21-07-20,23:00,0.48,32.7,7.92,157,9.44,-
22-07-20,00:00,0.463,32.5,6.54,175,7.99,-
22-07-20,01:00,0.438,32.3,6.91,165,9.04,-
22-07-20,02:00,0.406,32.1,6.04,173,7.46,-
22-07-20,03:00,0.369,32,5.19,167,6.17,-
22-07-20,04:00,0.329,31.8,4.07,159,6.7,-
22-07-20,05:00,0.298,31.6,5.63,163,7.72,-
22-07-20,06:00,0.262,31.5,4.14,167,4.92,-
22-07-20,07:00,0.229,31.5,4.4,176,4.95,-
22-07-20,08:00,0.2,31.4,5.82,171,7.02,-
22-07-20,09:00,0.175,31.3,4.37,167,5.64,-
22-07-20,10:00,0.154,31.1,4.96,164,7.23,-
22-07-20,11:00,0.16,31,3.79,164,4.87,-
22-07-20,12:00,0.187,30.9,4.22,156,5.61,-
22-07-20,13:00,0.217,30.8,3.39,228,3.62,-
22-07-20,14:00,0.256,30.6,2.23,217,4.43,-
22-07-20,15:00,0.295,30.6,3.42,160,3.6,-
22-07-20,16:00,0.332,30.6,4.87,87,6.07,-
22-07-20,17:00,0.36,31.1,5.53,105,6.18,-
22-07-20,18:00,0.38,31.4,5.41,119,5.96,-
22-07-20,19:00,0.401,31.8,6.01,111,6.4,-
22-07-20,20:00,0.424,32.1,6.62,120,7.84,-
22-07-20,21:00,0.453,32.4,8.29,124,9.62,-
22-07-20,22:00,0.474,32.7,9.21,131,10.65,-
22-07-20,23:00,0.487,32.7,8.93,158,10.5,-
23-07-20,00:00,0.492,32.5,8.07,149,10.11,-
23-07-20,01:00,0.483,32.3,7.31,157,9.58,-
23-07-20,02:00,0.459,32,6.54,143,7.11,-
23-07-20,03:00,0.424,31.9,7.46,135,8.85,-
23-07-20,04:00,0.39,31.7,6.39,162,7.56,-
23-07-20,05:00,0.343,31.5,4.55,161,6,-
23-07-20,06:00,0.3,31.3,6.1,170,7.25,-
23-07-20,07:00,0.272,31.1,3.61,159,4.88,-
23-07-20,08:00,0.239,31.1,4.78,159,4.82,-
23-07-20,09:00,0.214,31.1,3.88,171,4.46,-
23-07-20,10:00,0.191,31.1,3.42,173,4.06,-
23-07-20,11:00,0.179,31,2.78,164,3.61,-
23-07-20,12:00,0.19,30.9,0.84,221,1.88,-
23-07-20,13:00,0.219,30.8,4.02,22,4.46,-
23-07-20,14:00,0.252,30.7,0.77,15,1.2,-
23-07-20,15:00,0.292,30.6,2.22,52,2.78,-
23-07-20,16:00,0.317,30.6,2.38,79,2.66,-
23-07-20,17:00,0.348,30.8,2.87,94,3.34,-
23-07-20,18:00,0.364,31.1,4.17,104,4.88,-
23-07-20,19:00,0.386,31.5,4.44,121,5.36,-
23-07-20,20:00,0.418,32.3,6.53,124,7.54,-
23-07-20,21:00,0.449,32.8,5.57,127,7.13,-
23-07-20,22:00,0.462,33,7.15,131,8.34,-
23-07-20,23:00,0.481,33.1,7.85,131,8.24,-
24-07-20,00:00,0.506,33.1,7.31,129,9.27,-
24-07-20,01:00,0.522,32.8,7.05,131,9.57,-
24-07-20,02:00,0.518,32.5,6.67,135,8.24,-
24-07-20,03:00,0.492,32.3,5.15,134,6.04,-
24-07-20,04:00,0.45,32.1,5.58,126,7.35,-
24-07-20,05:00,0.422,31.8,5.16,129,6.48,-
24-07-20,06:00,0.388,31.6,4.09,129,4.96,-
24-07-20,07:00,0.358,31.5,4.59,123,5.45,-
24-07-20,08:00,0.318,31.5,2.07,70,3.33,-
24-07-20,09:00,0.285,31.3,2.67,331,3.39,-
24-07-20,10:00,0.255,31.2,2.66,333,3.24,-
24-07-20,11:00,0.236,31.1,3.63,341,4.17,-
24-07-20,12:00,0.247,31,4.39,354,5.28,-
24-07-20,13:00,0.278,30.7,3.95,350,4.38,-
24-07-20,14:00,0.308,30.6,5.16,10,6.09,-
24-07-20,15:00,0.338,30.6,4.89,1,5.81,-
24-07-20,16:00,0.362,30.6,4.65,14,5.98,-
24-07-20,17:00,0.393,30.6,5.61,19,6.88,-
24-07-20,18:00,0.423,30.8,7.12,29,9.7,-
24-07-20,19:00,0.439,31.1,5.47,52,6.74,-
24-07-20,20:00,0.458,31.3,5.75,57,6.57,-
24-07-20,21:00,0.472,31.3,2.57,97,3.5,-
24-07-20,22:00,0.494,31.4,3.59,87,4.59,-
24-07-20,23:00,0.504,31.4,1.71,294,3.56,-
25-07-20,00:00,0.588,31.2,8.39,92,10.24,-
25-07-20,01:00,0.609,31.1,7.26,86,9.42,-
25-07-20,02:00,0.63,31,9.25,79,11.32,-
25-07-20,03:00,0.627,30.8,8.29,78,9.46,-
25-07-20,04:00,0.613,30.5,7.45,64,9.19,-
25-07-20,05:00,0.577,30.3,6.23,41,6.82,-
25-07-20,06:00,0.565,30.2,6.6,35,7.15,-
25-07-20,07:00,0.543,30.1,7.34,23,8.61,-
25-07-20,08:00,0.521,30,8.15,21,10.22,-
25-07-20,09:00,0.511,29.8,9.55,27,11.04,-
25-07-20,10:00,0.496,29.5,10.04,20,11.73,-
25-07-20,11:00,0.521,29.4,9.84,29,12.47,-
25-07-20,12:00,0.562,29,10.46,36,12.21,-
25-07-20,13:00,0.64,28.8,12,27,15.77,-
25-07-20,14:00,0.638,28.5,12.26,24,14.52,-
25-07-20,15:00,0.691,28.3,12.13,27,14.63,-
25-07-20,16:00,0.745,28.2,13.27,23,15.88,-
25-07-20,17:00,0.785,28.1,15.77,32,21.11,-
25-07-20,18:00,0.874,27.9,15.11,30,19.91,-
25-07-20,19:00,1.008,27.9,14.39,60,17.44,-
25-07-20,20:00,1.124,27.7,14.77,66,17.92,-
25-07-20,21:00,1.208,27.5,14.58,69,17.55,-
25-07-20,22:00,1.32,28.2,15.3,69,18.56,-
25-07-20,23:00,1.346,28.2,14.18,97,18.3,-
26-07-20,00:00,1.413,28.2,13.41,81,15.38,-
26-07-20,01:00,1.464,28,15.08,102,20.4,-
26-07-20,02:00,1.529,27.8,16.43,109,20.91,-
26-07-20,03:00,1.52,27.7,16.07,142,20.88,-
26-07-20,04:00,1.474,27.6,12.57,121,16.06,-
26-07-20,05:00,1.438,27.5,19.49,137,26.47,-
26-07-20,06:00,1.519,27.4,17.94,141,19.66,-
26-07-20,07:00,1.522,27.5,11.82,141,14.07,-
26-07-20,08:00,1.353,27.3,11.96,130,15.66,-
26-07-20,09:00,1.279,27.2,11.02,164,15.24,-
26-07-20,10:00,1.266,27.1,10.62,154,13.12,-
26-07-20,11:00,1.132,27.1,9.88,152,14.27,-
26-07-20,12:00,1.039,27,5.98,166,8.93,-
26-07-20,13:00,0.975,27,7.7,150,9.82,-
26-07-20,14:00,0.926,26.9,8.9,124,10.64,-
26-07-20,15:00,0.9,26.9,7.4,120,9.58,-
26-07-20,16:00,0.856,27,6.48,109,7.77,-
26-07-20,17:00,0.833,27.3,7.27,118,8.74,-
26-07-20,18:00,0.826,27.5,10.51,121,12.51,-
26-07-20,19:00,0.858,27.7,11.55,118,15.16,-
26-07-20,20:00,0.897,27.8,10.48,121,12.25,-
26-07-20,21:00,0.861,27.9,10.7,123,12.13,-
26-07-20,22:00,0.854,28.1,10.39,112,12.4,-
26-07-20,23:00,0.841,28.3,10.55,116,12.58,-
27-07-20,00:00,0.823,28.3,10.11,121,12.77,-
27-07-20,01:00,0.824,28.3,9.37,128,11.1,-
27-07-20,02:00,0.806,28.2,8.24,125,11.6,-
27-07-20,03:00,0.801,28.2,9.08,123,11.16,-
27-07-20,04:00,0.79,28.2,7.49,126,9.29,-
27-07-20,05:00,0.769,28.2,8.14,127,9.14,-
27-07-20,06:00,0.755,28.1,7.58,133,9.02,-
27-07-20,07:00,0.739,28,6.84,131,7.14,-
27-07-20,08:00,0.714,28,5.38,107,6.39,-
27-07-20,09:00,0.676,27.9,4.39,96,5.03,-
27-07-20,10:00,0.652,27.8,4.74,77,5.46,-
27-07-20,11:00,0.636,27.8,5.13,105,6.22,-
27-07-20,12:00,0.619,27.7,3.81,88,4.45,-
27-07-20,13:00,0.615,27.7,6.01,117,6.6,-
27-07-20,14:00,0.617,27.7,7.28,140,9.16,-
27-07-20,15:00,0.643,27.8,3.45,120,4.16,-
27-07-20,16:00,0.606,27.9,4.44,124,5.16,-
27-07-20,17:00,0.588,28,4.85,114,5.74,-
27-07-20,18:00,0.586,28,4.43,119,5.11,-
27-07-20,19:00,0.576,28.2,5.03,122,5.66,-
27-07-20,20:00,0.577,28.5,6.01,119,7.05,-
27-07-20,21:00,0.553,28.9,7.51,121,8.3,-
27-07-20,22:00,0.559,29.2,7.84,122,9.02,-
27-07-20,23:00,0.559,29.4,6.53,127,8.1,-
28-07-20,00:00,0.519,29.5,6.33,148,7.55,-
28-07-20,01:00,0.487,29.5,5.06,143,5.63,-
28-07-20,02:00,0.479,29.3,4.65,155,5.81,-
28-07-20,03:00,0.476,29.3,4.43,126,5.22,-
28-07-20,04:00,0.462,29.2,3.06,132,3.86,-
28-07-20,05:00,0.467,29.1,3.67,146,4.37,-
28-07-20,06:00,0.481,29.1,3.31,128,3.46,-
28-07-20,07:00,0.507,29,4.12,162,5.11,-
28-07-20,08:00,0.526,29,3.71,178,4.75,-
28-07-20,09:00,0.533,28.9,3.54,162,4.13,-
28-07-20,10:00,0.523,28.8,3.44,159,4.54,-
28-07-20,11:00,0.515,28.7,3.78,153,4.7,-
28-07-20,12:00,0.502,28.7,3.7,159,4.1,-
28-07-20,13:00,0.499,28.7,3.75,150,4.98,-
28-07-20,14:00,0.489,28.7,3.82,183,6.08,-
28-07-20,15:00,0.486,28.7,2.79,188,3.64,-
28-07-20,16:00,0.465,28.8,5.97,214,8.11,-
28-07-20,17:00,0.466,29,3.4,234,6.22,-
28-07-20,18:00,0.479,29.2,3,149,5.4,-
28-07-20,19:00,0.47,29.4,7.39,126,9.24,-
28-07-20,20:00,0.477,30.2,8.88,136,10.95,-
28-07-20,21:00,0.488,30.2,8.78,177,10.79,-
28-07-20,22:00,0.473,30.2,6.39,187,8.25,-
28-07-20,23:00,0.409,30.2,2.98,244,6.05,-
29-07-20,00:00,0.353,30.1,1.65,282,2,-
29-07-20,01:00,0.313,30,1.16,161,1.41,-
29-07-20,02:00,0.281,30,0.69,281,1.17,-
29-07-20,03:00,0.268,29.8,6.12,174,6.37,-
29-07-20,04:00,0.277,29.6,3.47,172,5.51,-
29-07-20,05:00,0.286,29.5,3.58,195,6.35,-
29-07-20,06:00,0.294,29.5,3.84,185,4.84,-
29-07-20,07:00,0.308,29.4,4.35,223,6.77,-
29-07-20,08:00,0.334,29.3,4.25,235,6.11,-
29-07-20,09:00,0.361,29.2,3.79,242,4.64,-
29-07-20,10:00,0.39,29.1,0.16,135,1.67,-
29-07-20,11:00,0.41,29.1,4.88,162,6.04,-
29-07-20,12:00,0.424,29,3.58,184,5.21,-
29-07-20,13:00,0.424,28.9,5.21,177,5.53,-
29-07-20,14:00,0.434,28.9,3.87,173,4.42,-
29-07-20,15:00,0.426,28.8,5.05,173,6.02,-
29-07-20,16:00,0.416,28.8,5.18,208,9.94,-
29-07-20,17:00,0.413,28.8,9.72,189,11.52,-
29-07-20,18:00,0.376,29,6.22,223,7.64,-
29-07-20,19:00,0.403,29,2.43,278,3.26,-
29-07-20,20:00,0.36,29.1,1.77,72,2.06,-
29-07-20,21:00,0.321,29.4,3.77,172,4.38,-
29-07-20,22:00,0.315,30,5.41,125,6.64,-
29-07-20,23:00,0.304,30.6,6.45,124,7.09,-
30-07-20,00:00,0.27,30.7,6.15,138,7.86,-
30-07-20,01:00,0.248,30.7,5.48,176,7.83,-
30-07-20,02:00,0.224,30.6,4.68,176,5.37,-
30-07-20,03:00,0.198,30.4,4.44,172,6.52,-
30-07-20,04:00,0.181,30.2,4.68,174,5.43,-
30-07-20,05:00,0.16,30.1,5.99,178,8.32,-
30-07-20,06:00,0.161,29.9,5.2,175,6.72,-
30-07-20,07:00,0.177,29.8,5.86,172,7.42,-
30-07-20,08:00,0.206,29.6,5.83,174,7.32,-
30-07-20,09:00,0.231,29.5,5.74,176,7.58,-
30-07-20,10:00,0.266,29.4,4.61,161,5.98,-
30-07-20,11:00,0.297,29.3,4.72,165,6.53,-
30-07-20,12:00,0.323,29.1,4.72,164,6.19,-
30-07-20,13:00,0.349,29,4.94,169,5.92,-
30-07-20,14:00,0.376,29,6.75,179,8.61,-
30-07-20,15:00,0.394,29,7.45,179,10.05,-
30-07-20,16:00,0.411,29.1,6,201,8.6,-
30-07-20,17:00,0.414,29.3,6.79,186,9.53,-
30-07-20,18:00,0.442,29.6,8.44,151,9.65,-
30-07-20,19:00,0.446,30,7.54,184,10.63,-
30-07-20,20:00,0.427,30.3,6.97,188,9.34,-
30-07-20,21:00,0.406,30.6,7.62,163,9.57,-
30-07-20,22:00,0.38,30.9,9.87,164,10.74,-
30-07-20,23:00,0.361,30.9,9.4,161,10.61,-
31-07-20,00:00,0.327,31,8.12,183,9.6,-
31-07-20,01:00,0.291,30.9,8.44,178,10.54,-
31-07-20,02:00,0.266,30.8,7.64,181,9.49,-
31-07-20,03:00,0.224,30.7,5.09,186,6.9,-
31-07-20,04:00,0.2,30.5,4.15,209,7.1,-
31-07-20,05:00,0.173,30.4,4.83,171,6.95,-
31-07-20,06:00,0.15,30.2,5.42,174,7.93,-
31-07-20,07:00,0.137,30,3.66,187,6.22,-
31-07-20,08:00,0.148,29.8,4.99,179,5.83,-
31-07-20,09:00,0.178,29.6,3.17,202,5.32,-
31-07-20,10:00,0.213,29.6,4.26,225,5.27,-
31-07-20,11:00,0.246,29.5,4.18,180,5.03,-
31-07-20,12:00,0.277,29.4,6.06,225,7.24,-
31-07-20,13:00,0.316,29.3,4.87,228,6.03,-
31-07-20,14:00,0.34,29.3,5.55,193,8.07,-
31-07-20,15:00,0.36,29.4,4.42,216,5.29,-
31-07-20,16:00,0.365,29.5,4.24,226,6.83,-
31-07-20,17:00,0.367,29.6,4.78,227,6.74,-
31-07-20,18:00,0.378,29.9,3.97,216,6.89,-
31-07-20,19:00,0.382,30.2,5,164,7.84,-
31-07-20,20:00,0.393,30.5,6.12,186,7.37,-
31-07-20,21:00,0.371,30.8,6.6,174,8.78,-
31-07-20,22:00,0.359,31.1,6.66,167,8.57,-
31-07-20,23:00,0.33,31.3,5.52,188,6.94,-
