"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2020/09/01","13:42","0.143","0.307","-"
"2020/09/01","13:48","0.145","0.307","-"
"2020/09/01","13:54","0.147","0.307","-"
"2020/09/01","14:00","0.149","0.309","-"
"2020/09/01","14:06","0.15","0.314","-"
"2020/09/01","14:12","0.152","0.315","-"
"2020/09/01","14:18","0.154","0.319","-"
"2020/09/01","14:24","0.156","0.32","-"
"2020/09/01","14:30","0.157","0.321","-"
"2020/09/01","14:36","0.159","0.323","-"
"2020/09/01","14:42","0.161","0.323","-"
"2020/09/01","14:48","0.162","0.328","-"
"2020/09/01","14:54","0.164","0.34","-"
"2020/09/01","15:00","0.166","0.344","-"
"2020/09/01","15:06","0.167","0.333","-"
"2020/09/01","15:12","0.169","0.327","-"
"2020/09/01","15:18","0.17","0.335","-"
"2020/09/01","15:24","0.172","0.348","-"
"2020/09/01","15:30","0.173","0.349","-"
"2020/09/01","15:36","0.175","0.342","-"
"2020/09/01","15:42","0.176","0.349","-"
"2020/09/01","15:48","0.178","0.359","-"
"2020/09/01","15:54","0.18","0.355","-"
"2020/09/01","16:00","0.181","0.354","-"
"2020/09/01","16:06","0.183","0.359","-"
"2020/09/01","16:12","0.184","0.361","-"
"2020/09/01","16:18","0.186","0.363","-"
"2020/09/01","16:24","0.187","0.372","-"
"2020/09/01","16:30","0.189","0.375","-"
"2020/09/01","16:36","0.19","0.373","-"
"2020/09/01","16:42","0.192","0.376","-"
"2020/09/01","16:48","0.194","0.375","-"
"2020/09/01","16:54","0.195","0.373","-"
"2020/09/01","17:00","0.197","0.386","-"
"2020/09/01","17:06","0.198","0.39","-"
"2020/09/01","17:12","0.2","0.384","-"
"2020/09/01","17:18","0.202","0.38","-"
"2020/09/01","17:24","0.203","0.383","-"
"2020/09/01","17:30","0.205","0.383","-"
"2020/09/01","17:36","0.207","0.387","-"
"2020/09/01","17:42","0.208","0.391","-"
"2020/09/01","17:48","0.21","0.396","-"
"2020/09/01","17:54","0.212","0.394","-"
"2020/09/01","18:00","0.213","0.399","-"
"2020/09/01","18:06","0.215","0.398","-"
"2020/09/01","18:12","0.217","0.398","-"
"2020/09/01","18:18","0.218","0.385","-"
"2020/09/01","18:24","0.22","0.408","-"
"2020/09/01","18:30","0.222","0.404","-"
"2020/09/01","18:36","0.223","0.404","-"
"2020/09/01","18:42","0.225","0.396","-"
"2020/09/01","18:48","0.227","0.406","-"
"2020/09/01","18:54","0.228","0.398","-"
"2020/09/01","19:00","0.23","0.408","-"
"2020/09/01","19:06","0.232","0.41","-"
"2020/09/01","19:12","0.233","0.409","-"
"2020/09/01","19:18","0.235","0.416","-"
"2020/09/01","19:24","0.237","0.419","-"
"2020/09/01","19:30","0.238","0.425","-"
"2020/09/01","19:36","0.24","0.413","-"
"2020/09/01","19:42","0.241","0.418","-"
"2020/09/01","19:48","0.243","0.422","-"
"2020/09/01","19:54","0.244","0.423","-"
"2020/09/01","20:00","0.246","0.427","-"
"2020/09/01","20:06","0.247","0.424","-"
"2020/09/01","20:12","0.249","0.429","-"
"2020/09/01","20:18","0.25","0.431","-"
"2020/09/01","20:24","0.251","0.426","-"
"2020/09/01","20:30","0.253","0.437","-"
"2020/09/01","20:36","0.254","0.434","-"
"2020/09/01","20:42","0.255","0.43","-"
"2020/09/01","20:48","0.256","0.432","-"
"2020/09/01","20:54","0.257","0.436","-"
"2020/09/01","21:00","0.258","0.437","-"
"2020/09/01","21:06","0.26","0.44","-"
"2020/09/01","21:12","0.261","0.44","-"
"2020/09/01","21:18","0.262","0.441","-"
"2020/09/01","21:24","0.263","0.44","-"
"2020/09/01","21:30","0.263","0.446","-"
"2020/09/01","21:36","0.264","0.44","-"
"2020/09/01","21:42","0.265","0.442","-"
"2020/09/01","21:48","0.266","0.444","-"
"2020/09/01","21:54","0.267","0.444","-"
"2020/09/01","22:00","0.267","0.44","-"
"2020/09/01","22:06","0.268","0.442","-"
"2020/09/01","22:12","0.268","0.439","-"
"2020/09/01","22:18","0.269","0.442","-"
"2020/09/01","22:24","0.269","0.442","-"
"2020/09/01","22:30","0.27","0.44","-"
"2020/09/01","22:36","0.27","0.442","-"
"2020/09/01","22:42","0.27","0.436","-"
"2020/09/01","22:48","0.27","0.44","-"
"2020/09/01","22:54","0.27","0.432","-"
"2020/09/01","23:00","0.271","0.434","-"
"2020/09/01","23:06","0.271","0.431","-"
"2020/09/01","23:12","0.27","0.436","-"
"2020/09/01","23:18","0.27","0.445","-"
"2020/09/01","23:24","0.27","0.441","-"
"2020/09/01","23:30","0.27","0.453","-"
"2020/09/01","23:36","0.269","0.444","-"
"2020/09/01","23:42","0.269","0.448","-"
"2020/09/01","23:48","0.269","0.448","-"
"2020/09/01","23:54","0.268","0.448","-"
"2020/09/02","00:00","0.267","0.445","-"
"2020/09/02","00:06","0.267","0.448","-"
"2020/09/02","00:12","0.266","0.446","-"
"2020/09/02","00:18","0.265","0.441","-"
"2020/09/02","00:24","0.264","0.441","-"
"2020/09/02","00:30","0.263","0.446","-"
"2020/09/02","00:36","0.262","0.442","-"
"2020/09/02","00:42","0.261","0.438","-"
"2020/09/02","00:48","0.259","0.442","-"
"2020/09/02","00:54","0.258","0.442","-"
"2020/09/02","01:00","0.257","0.44","-"
"2020/09/02","01:06","0.255","0.441","-"
"2020/09/02","01:12","0.254","0.439","-"
"2020/09/02","01:18","0.252","0.439","-"
"2020/09/02","01:24","0.25","0.437","-"
"2020/09/02","01:30","0.248","0.435","-"
"2020/09/02","01:36","0.246","0.428","-"
"2020/09/02","01:42","0.244","0.429","-"
"2020/09/02","01:48","0.242","0.428","-"
"2020/09/02","01:54","0.24","0.425","-"
"2020/09/02","02:00","0.238","0.415","-"
"2020/09/02","02:06","0.236","0.402","-"
"2020/09/02","02:12","0.233","0.399","-"
"2020/09/02","02:18","0.231","0.394","-"
"2020/09/02","02:24","0.228","0.39","-"
"2020/09/02","02:30","0.226","0.382","-"
"2020/09/02","02:36","0.223","0.382","-"
"2020/09/02","02:42","0.221","0.384","-"
"2020/09/02","02:48","0.218","0.377","-"
"2020/09/02","02:54","0.215","0.372","-"
"2020/09/02","03:00","0.212","0.367","-"
"2020/09/02","03:06","0.209","0.362","-"
"2020/09/02","03:12","0.206","0.36","-"
"2020/09/02","03:18","0.203","0.351","-"
"2020/09/02","03:24","0.2","0.347","-"
"2020/09/02","03:30","0.197","0.353","-"
"2020/09/02","03:36","0.194","0.35","-"
"2020/09/02","03:42","0.191","0.338","-"
"2020/09/02","03:48","0.188","0.334","-"
"2020/09/02","03:54","0.185","0.334","-"
"2020/09/02","04:00","0.182","0.331","-"
"2020/09/02","04:06","0.178","0.329","-"
"2020/09/02","04:12","0.175","0.329","-"
"2020/09/02","04:18","0.172","0.321","-"
"2020/09/02","04:24","0.169","0.32","-"
"2020/09/02","04:30","0.165","0.313","-"
"2020/09/02","04:36","0.162","0.312","-"
"2020/09/02","04:42","0.159","0.309","-"
"2020/09/02","04:48","0.155","0.305","-"
"2020/09/02","04:54","0.152","0.3","-"
"2020/09/02","05:00","0.149","0.288","-"
"2020/09/02","05:06","0.146","0.278","-"
"2020/09/02","05:12","0.142","0.271","-"
"2020/09/02","05:18","0.139","0.261","-"
"2020/09/02","05:24","0.136","0.258","-"
"2020/09/02","05:30","0.133","0.26","-"
"2020/09/02","05:36","0.13","0.26","-"
"2020/09/02","05:42","0.127","0.26","-"
"2020/09/02","05:48","0.123","0.255","-"
"2020/09/02","05:54","0.12","0.25","-"
"2020/09/02","06:00","0.117","0.251","-"
"2020/09/02","06:06","0.114","0.242","-"
"2020/09/02","06:12","0.112","0.235","-"
"2020/09/02","06:18","0.109","0.228","-"
"2020/09/02","06:24","0.106","0.224","-"
"2020/09/02","06:30","0.103","0.213","-"
"2020/09/02","06:36","0.1","0.21","-"
"2020/09/02","06:42","0.098","0.211","-"
"2020/09/02","06:48","0.095","0.21","-"
"2020/09/02","06:54","0.093","0.207","-"
"2020/09/02","07:00","0.09","0.203","-"
"2020/09/02","07:06","0.088","0.203","-"
"2020/09/02","07:12","0.086","0.203","-"
"2020/09/02","07:18","0.084","0.2","-"
"2020/09/02","07:24","0.081","0.193","-"
"2020/09/02","07:30","0.079","0.181","-"
"2020/09/02","07:36","0.078","0.174","-"
"2020/09/02","07:42","0.076","0.173","-"
"2020/09/02","07:48","0.074","0.171","-"
"2020/09/02","07:54","0.072","0.171","-"
"2020/09/02","08:00","0.071","0.169","-"
"2020/09/02","08:06","0.069","0.166","-"
"2020/09/02","08:12","0.068","0.159","-"
"2020/09/02","08:18","0.067","0.156","-"
"2020/09/02","08:24","0.066","0.153","-"
"2020/09/02","08:30","0.065","0.154","-"
"2020/09/02","08:36","0.064","0.156","-"
"2020/09/02","08:42","0.063","0.155","-"
"2020/09/02","08:48","0.063","0.151","-"
"2020/09/02","08:54","0.062","0.146","-"
"2020/09/02","09:00","0.062","0.141","-"
"2020/09/02","09:06","0.062","0.14","-"
"2020/09/02","09:12","0.061","0.134","-"
"2020/09/02","09:18","0.061","0.131","-"
"2020/09/02","09:24","0.061","0.127","-"
"2020/09/02","09:30","0.062","0.125","-"
"2020/09/02","09:36","0.062","0.125","-"
"2020/09/02","09:42","0.062","0.127","-"
"2020/09/02","09:48","0.063","0.128","-"
"2020/09/02","09:54","0.064","0.123","-"
"2020/09/02","10:00","0.064","0.121","-"
"2020/09/02","10:06","0.065","0.119","-"
"2020/09/02","10:12","0.066","0.118","-"
"2020/09/02","10:18","0.067","0.117","-"
"2020/09/02","10:24","0.069","0.115","-"
"2020/09/02","10:30","0.07","0.114","-"
"2020/09/02","10:36","0.071","0.116","-"
"2020/09/02","10:42","0.073","0.119","-"
"2020/09/02","10:48","0.074","0.124","-"
"2020/09/02","10:54","0.076","0.128","-"
"2020/09/02","11:00","0.078","0.134","-"
"2020/09/02","11:06","0.079","0.134","-"
"2020/09/02","11:12","0.081","0.134","-"
"2020/09/02","11:18","0.083","0.13","-"
"2020/09/02","11:24","0.085","0.129","-"
"2020/09/02","11:30","0.087","0.133","-"
"2020/09/02","11:36","0.089","0.136","-"
"2020/09/02","11:42","0.091","0.141","-"
"2020/09/02","11:48","0.093","0.143","-"
"2020/09/02","11:54","0.095","0.146","-"
"2020/09/02","12:00","0.098","0.146","-"
"2020/09/02","12:06","0.1","0.145","-"
"2020/09/02","12:12","0.102","0.149","-"
"2020/09/02","12:18","0.104","0.152","-"
"2020/09/02","12:24","0.106","0.157","-"
"2020/09/02","12:30","0.109","0.159","-"
"2020/09/02","12:36","0.111","0.16","-"
"2020/09/02","12:42","0.113","0.159","-"
"2020/09/02","12:48","0.115","0.16","-"
"2020/09/02","12:54","0.117","0.163","-"
"2020/09/02","13:00","0.119","0.169","-"
"2020/09/02","13:06","0.121","0.18","-"
"2020/09/02","13:12","0.123","0.197","-"
"2020/09/02","13:18","0.125","0.208","-"
"2020/09/02","13:24","0.127","0.207","-"
"2020/09/02","13:30","0.129","0.197","-"
"2020/09/02","13:36","0.131","0.194","-"
"2020/09/02","13:42","0.133","0.198","-"
"2020/09/02","13:48","0.135","0.206","-"
"2020/09/02","13:54","0.136","0.21","-"
"2020/09/02","14:00","0.138","0.214","-"
"2020/09/02","14:06","0.14","0.214","-"
"2020/09/02","14:12","0.141","0.219","-"
"2020/09/02","14:18","0.143","0.205","-"
"2020/09/02","14:24","0.145","0.209","-"
"2020/09/02","14:30","0.146","0.204","-"
"2020/09/02","14:36","0.148","0.211","-"
"2020/09/02","14:42","0.149","0.216","-"
"2020/09/02","14:48","0.15","0.218","-"
"2020/09/02","14:54","0.152","0.221","-"
"2020/09/02","15:00","0.153","0.216","-"
"2020/09/02","15:06","0.154","0.226","-"
"2020/09/02","15:12","0.156","0.227","-"
"2020/09/02","15:18","0.157","0.226","-"
"2020/09/02","15:24","0.158","0.221","-"
"2020/09/02","15:30","0.159","0.215","-"
"2020/09/02","15:36","0.161","0.217","-"
"2020/09/02","15:42","0.162","0.217","-"
"2020/09/02","15:48","0.163","0.217","-"
"2020/09/02","15:54","0.164","0.217","-"
"2020/09/02","16:00","0.165","0.207","-"
"2020/09/02","16:06","0.166","0.209","-"
"2020/09/02","16:12","0.168","0.219","-"
"2020/09/02","16:18","0.169","0.217","-"
"2020/09/02","16:24","0.17","0.214","-"
"2020/09/02","16:30","0.171","0.207","-"
"2020/09/02","16:36","0.172","0.205","-"
"2020/09/02","16:42","0.173","0.208","-"
"2020/09/02","16:48","0.175","0.204","-"
"2020/09/02","16:54","0.176","0.21","-"
"2020/09/02","17:00","0.177","0.218","-"
"2020/09/02","17:06","0.178","0.212","-"
"2020/09/02","17:12","0.179","0.211","-"
"2020/09/02","17:18","0.181","0.207","-"
"2020/09/02","17:24","0.182","0.199","-"
"2020/09/02","17:30","0.183","0.2","-"
"2020/09/02","17:36","0.184","0.201","-"
"2020/09/02","17:42","0.186","0.2","-"
"2020/09/02","17:48","0.187","0.204","-"
"2020/09/02","17:54","0.188","0.208","-"
"2020/09/02","18:00","0.19","0.208","-"
"2020/09/02","18:06","0.191","0.208","-"
"2020/09/02","18:12","0.192","0.209","-"
"2020/09/02","18:18","0.194","0.209","-"
