STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2001-11,2.8,",0,29,",31.1,",0,02,",44.3,189,",,,0",19.4,",0",24.4,",,,0",14.5,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2001-12,1.7,",0,26,",26.7,",0,05,",158.6,42.3,",,,0",15.6,",0",20.4,",,,0",10.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2002-01,-2.8,",0,03,",29.4,",0,31,",278,7.7,",,,0",15.7,",0",21.8,",,,0",9.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2002-02,-4.4,",0,27,",31.1,",0,21,",420.8,7.2,",,,0",13.5,",0",20.4,",,,0",6.5,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2002-03,-2.2,",0,04,",33.3,",0,15,",477.6,2,",,,0",19,",0",25,",,,0",13.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2002-04,12.2,",0,02,",35.6,",0,08,",477.6,3.6,",,,0",25.3,",0",29.9,",,,0",20.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2002-05,13.9,",0,20,",34.4,",0,02,",477.6,79.1,",,,0",26.4,",0",31.2,",,,0",21.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2002-06,20.6,",0,02,",36.1,",0,26,",477.6,40.3,",,,0",28.2,",0",33.3,",,,0",23,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2002-07,21.1,",0,24,",36.1,",0,28,+",0,89.1,",,,0",28.8,",0",33.6,",,,0",24.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2002-08,21.1,",0,06,+",37.8,",0,26,+",0,28.6,",,,0",29.6,",0",35.4,",,,0",23.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2002-09,17.2,",0,21,",35.6,",0,13,",0,161.8,",,,0",26.9,",0",31.9,",,,0",21.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2002-10,8.3,",0,16,",33.3,",0,06,+",3.1,241.5,",,,0",23.8,",0",28.1,",,,0",19.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2002-11,5.6,",0,17,",28.9,",0,10,",65.6,56.2,",,,0",16.9,",0",22,",,,0",11.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2002-12,1.1,",0,06,",26.7,",0,18,+",194.3,81,",,,0",14.6,",0",19.8,",,,0",9.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2003-01,-0.6,",0,18,",26.7,",0,21,",390.4,26,",,,0",12.1,",0",17.2,",,,0",6.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2003-02,0.6,",0,25,",30.6,",0,03,",524.9,34.1,",,,0",14.1,",0",18.7,",,,0",9.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2003-03,2.2,",0,30,",29.4,",0,19,",577.7,32.8,",,,0",17.8,",0",23,",,,0",12.5,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2003-04,5,",0,10,",37.2,",0,25,",585.7,3.2,",,,0",22.7,",0",27.6,",,,0",17.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2003-05,17.8,",0,29,",35.6,",0,05,",585.7,0.3,",,,0",27.5,",0",32.4,",,,0",22.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2003-06,21.1,",0,16,+",35.6,",0,30,",585.7,82.6,",,,0",28.1,",0",33.2,",,,0",23.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2003-07,22.2,",0,21,+",35,",0,31,+",0,108.8,",,,0",28.1,",0",32.9,",,,0",23.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2003-08,21.1,",0,27,+",38.3,",0,08,+",0,41.9,",,,0",28.8,",0",34.8,",,,0",22.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2003-09,18.9,",0,30,",35.6,",0,11,",0,272.5,",,,0",26.1,",0",30.2,",,,0",22,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2003-10,9.4,",0,28,",32.2,",0,17,",5.5,90.9,",,,0",23.3,",0",28.2,",,,0",18.3,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2003-11,1.1,",0,29,",30,",0,15,",47,21.9,",,,0",19.9,",0",25.2,",,,0",14.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2003-12,-1.1,",0,17,",26.7,",0,26,+",165.4,14.5,",,,0",14.9,",0",21.8,",,,0",8.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2004-01,2.2,",0,27,",27.8,",0,02,",289.8,50.9,",,,0",15,",0",19.2,",,,0",10.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2004-02,2.2,",0,15,",26.1,",0,23,",414,54.5,",,,0",14.5,",0",19.5,",,,0",9.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2004-03,10,",0,09,",32.2,",0,31,",415.1,27.5,",,,0",21.6,",0",26.1,",,,0",17,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2004-04,8.3,",0,13,",29.4,",0,01,",427.3,233.9,",,,0",21.9,",0",26.2,",,,0",17.5,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2004-05,11.1,",0,03,",35,",0,31,",428.1,136.2,",,,0",24.5,",0",28.4,",,,0",20.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2004-06,20,",0,26,",34.4,",0,21,+",428.1,62,",,,0",27.9,",0",32.3,",,,0",23.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2004-07,20.6,",0,15,+",36.7,",0,18,",0,32.3,",,,0",28.6,",0",33.7,",,,0",23.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2004-08,17.8,",0,13,",36.7,",0,25,+",0,4.6,",,,0",29.3,",0",35,",,,0",23.5,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2004-09,20,",0,30,+",35,",0,24,",0,221.9,",,,0",27.2,",0",32,",,,0",22.5,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2004-10,11.1,",0,15,",35.6,",0,18,",0,18.3,",,,0",26.7,",0",32.1,",,,0",21.3,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2004-11,6.1,",0,25,+",30,",0,23,+",28,31.7,",,,0",19.9,",0",25.7,",,,0",14,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2004-12,-5.6,",0,25,",30.6,",0,09,",178.3,12.2,",,,0",14,",0",20.6,",,,0",7.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2005-01,1.7,",0,14,",28.3,",0,22,+",288.5,18.9,",,,0",16.1,",0",21.4,",,,0",10.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2005-02,6.1,",0,03,",31.1,",0,14,",362.4,76.8,",,,0",17.1,",0",21.2,",,,0",13.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2005-03,6.1,",0,18,",34.4,",0,13,",394.7,62.6,",,,0",19,",0",24.5,",,,0",13.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2005-04,6.1,",0,03,+",35,",0,29,",400.5,5.4,",,,0",22.6,",0",28.6,",,,0",16.5,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2005-05,11.1,",0,01,",34.4,",0,31,",400.5,48.3,",,,0",25.2,",0",30.2,",,,0",20.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2005-06,18.9,",0,01,",35,",0,30,",400.5,49.3,",,,0",27.8,",0",32.8,",,,0",22.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2005-07,22.2,",0,31,+",37.8,",0,09,+",0,46.5,",,,0",29.4,",0",35.1,",,,0",23.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2005-08,20.6,",0,01,",40,",0,30,",0,6.4,",,,0",30.4,",0",36.7,",,,0",24.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2005-09,22.2,",0,30,+",41.1,",0,24,",0,112.6,",,,0",29.2,",0",34.7,",,,0",23.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2005-10,5,",0,25,",33.9,",0,10,+",9.4,80,",,,0",23.3,",0",29,",,,0",17.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2005-11,5,",0,29,",31.7,",0,15,",49.3,127.5,",,,0",19.9,",0",26.3,",,,0",13.5,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2005-12,0.6,",0,08,",30.6,",0,27,",176.5,9.1,",,,0",14.9,",0",20.9,",,,0",8.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2006-01,1.1,",0,14,",30.6,",0,02,",240.6,6.7,",,,0",17.3,",0",24.4,",,,0",10.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2006-02,-3.9,",0,12,",35,",0,03,",319.6,1.3,",,,0",16.7,",0",24,",,,0",9.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2006-03,2.8,",0,25,",32.8,",0,11,",343,8.4,",,,0",21.8,",0",27.1,",,,0",16.5,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2006-04,12.2,",0,10,",35,",0,29,",343,6.4,",,,0",25.3,",0",30.6,",,,0",20,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2006-05,15.6,",0,17,+",39.4,",0,10,",343,112.5,",,,0",27.1,",0",32.8,",,,0",21.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2006-06,20.6,",0,13,",36.1,",0,26,+",343,284.2,",,,0",27.9,",0",32.7,",,,0",23,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2006-07,22.2,",0,18,",35.6,",0,22,",0,133.7,",,,0",28.2,",0",32.4,",,,0",24,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2006-08,22.2,",0,29,+",37.2,",0,25,+",0,15.6,",,,0",29.8,",0",35.5,",,,0",24.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2006-09,18.3,",0,27,+",36.7,",0,01,",0,180.6,",,,0",27.2,",0",31.8,",,,0",22.7,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2006-10,9.4,",0,29,+",34.4,",0,17,",2.2,57.1,",,,0",24.5,",0",29.6,",,,0",19.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2006-11,2.2,",0,17,",32.8,",0,10,",31.3,2,",,,0",20.1,",0",26.6,",,,0",13.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2006-12,-1.7,",0,01,",27.8,",0,17,+",164.4,53.7,",,,0",14.9,",0",20.2,",,,0",9.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2007-01,0,",0,17,",26.1,",0,14,",372.9,121.5,",,,0",12.1,",0",15.9,",,,0",8.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2007-02,0.6,",0,16,",32.2,",0,24,",484.9,2.2,",,,0",15.4,",0",20.9,",,,0",9.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2007-03,0,",0,05,",28.9,",0,28,+",510.7,69.6,",,,0",20.6,",0",25.3,",,,0",15.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2007-04,3.9,",0,08,",32.2,",0,25,",539.9,23.7,",,,0",20.8,",0",25.6,",,,0",16,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2007-05,15.6,",0,14,+",32.8,",0,16,+",539.9,56.7,",,,0",24.9,",0",29.7,",,,0",20.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2007-06,19.4,",0,13,+",33.3,",0,29,+",539.9,62.8,",,,0",27.4,",0",31.8,",,,0",23,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2007-07,21.7,",0,17,+",33.9,",0,31,",0,460.5,",,,0",27.7,",0",31.6,",,,0",23.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2007-08,22.2,",0,14,",36.7,",0,13,",0,133.5,",,,0",28.9,",0",33.4,",,,0",24.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2007-09,18.3,",0,24,+",34.4,",0,27,+",0,96.4,",,,0",27.7,",0",32.4,",,,0",23,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2007-10,6.7,",0,23,",34.4,",0,18,",6.4,9.7,",,,0",23.8,",0",29.8,",,,0",17.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2007-11,1.1,",0,26,",32.2,",0,21,",61.9,14.9,",,,0",19,",0",24.9,",,,0",13,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2007-12,-2.2,",0,16,",28.9,",0,02,",161.6,3.7,",,,0",16.7,",0",23.3,",,,0",10.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2008-01,0,",0,20,",30,",0,29,",327.6,45.1,",,,0",13.5,",0",18.8,",,,0",8.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2008-02,-0.6,",0,01,",32.8,",0,25,",379.9,4,",,,0",18.2,",0",24.9,",,,0",11.5,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2008-03,1.1,",0,04,",34.4,",0,15,+",427.7,40.2,",,,0",19.1,",0",25.7,",,,0",12.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2008-04,7.8,",0,19,",32.8,",0,23,+",432.2,60.1,",,,0",22.6,",0",28.6,",,,0",16.7,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2008-05,15.6,",0,18,",35,",0,19,",432.2,32,",,,0",26.6,",0",31.2,",,,0",22,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2008-06,19.4,",0,23,",36.1,",0,21,",432.2,17.8,",,,0",28.4,",0",33.3,",,,0",23.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2008-07,20,",0,21,",34.4,",0,22,+",0,239.4,",,,0",27.4,",0",31.9,",,,0",22.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2008-08,22.2,",0,19,+",36.1,",0,13,",0,153,",,,0",28.5,",0",33,",,,0",24,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2008-09,15,",0,30,+",37.8,",0,02,",0,49.3,",,,0",26.7,",0",32.2,",,,0",21.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2008-10,5,",0,28,",32.8,",0,07,+",6.4,47.8,",,,0",22.7,",0",29.1,",,,0",16.3,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2008-11,2.8,",0,17,",30,",0,11,+",45,11.8,",,,0",19.2,",0",25.8,",,,0",12.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2008-12,-1.1,",0,11,",32.2,",0,27,",171.9,11,",,,0",15.4,",0",21.4,",,,0",9.3,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2009-01,-0.6,",0,31,",28.3,",0,19,+",295.1,1.8,",,,0",15,",0",22.6,",,,0",7.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2009-02,-1.1,",0,03,",32.2,",0,27,",334.3,2.6,",,,0",18.7,",0",25.1,",,,0",12.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2009-03,1.1,",0,02,",33.9,",0,27,",390.2,25.1,",,,0",19.3,",0",25.2,",,,0",13.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2009-04,7.2,",0,07,",35.6,",0,22,",392.7,2.6,",,,0",23.9,",0",29.6,",,,0",18.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2009-05,15,",0,21,+",37.2,",0,03,",392.7,30.5,",,,0",27.3,",0",32.6,",,,0",21.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2009-06,18.9,",0,06,",37.2,",0,29,+",392.7,26.2,",,,0",29.4,",0",35.3,",,,0",23.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2009-07,22.8,",0,24,",38.9,",0,05,+",0,4.2,",,,0",31,",0",36.8,",,,0",25.3,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2009-08,22.2,",0,12,",38.3,",0,30,+",0,11.4,",,,0",30.9,",0",36.9,",,,0",24.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2009-09,16.1,",0,24,",35.6,",0,03,",0,159.2,",,,0",27.4,",0",31.9,",,,0",22.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2009-10,7.2,",0,31,",35.6,",0,15,",4.7,61.7,",,,0",24.2,",0",29.4,",,,0",19,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2009-11,3.3,",0,18,+",28.9,",0,15,",43.2,97.8,",,,0",18.3,",0",24.2,",,,0",12.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2009-12,0,",0,05,",26.7,",0,08,",257.2,100.6,",,,0",11.6,",0",15.6,",,,0",7.5,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2010-01,-4.4,",0,09,",26.1,",0,21,",452.4,70.2,",,,0",12.2,",0",17,",,,0",7.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2010-02,1.7,",0,24,+",24.4,",0,21,",623.8,112.4,",,,0",12.2,",0",16.7,",,,0",7.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2010-03,1.7,",0,21,",30,",0,10,",679.5,29.2,",,,0",17.4,",0",23.6,",,,0",11.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2010-04,10,",0,09,",35.6,",0,30,",682.3,48.6,",,,0",22.4,",0",26.9,",,,0",17.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2010-05,12.2,",0,05,",35,",0,29,",682.3,7.9,",,,0",26.4,",0",31.6,",,,0",21.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2010-06,18.3,",0,02,",35.6,",0,27,",682.3,177,",,,0",28.6,",0",33.3,",,,0",23.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2010-07,22.2,",0,31,",35.6,",0,31,",0,199.3,",,,0",29.1,",0",33.3,",,,0",24.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2010-08,21.1,",0,28,",38.9,",0,23,",0,27.2,",,,0",30.1,",0",35.8,",,,0",24.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2010-09,15.6,",0,28,",35.6,",0,02,",0,402.9,",,,0",27.3,",0",31.6,",,,0",23,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2010-10,5.6,",0,30,",33.3,",0,25,",4.4,0.3,",,,0",22.9,",0",29.5,",,,0",16.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2010-11,-0.6,",0,27,",32.2,",0,01,",65.6,25.4,",,,0",18.3,",0",24.8,",,,0",11.7,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,2010-12,-1.7,",0,26,",28.9,",0,11,+",182.6,15.7,",,,0",15.4,",0",22.3,",,,0",8.6,",,,0"
USW00014858,"HANCOCK HOUGHTON CO AIRPORT, MI US",47.16594,-88.48076,323.9,1963-01,-28.9,",X,23,+",1.7,",X,09,+",,86.1,",,,X",-14.3,",X",-10.9,",,,X",-17.7,",,,X"
USW00014858,"HANCOCK HOUGHTON CO AIRPORT, MI US",47.16594,-88.48076,323.9,1963-02,-25.6,",X,03,",0.6,",X,06,+",,28.3,",,,X",-14,",X",-9.4,",,,X",-18.6,",,,X"
USW00014858,"HANCOCK HOUGHTON CO AIRPORT, MI US",47.16594,-88.48076,323.9,1963-03,-22.8,",X,09,",14.4,",X,24,",,25.1,",,,X",-4.8,",X",1.1,",,,X",-10.7,",,,X"
USW00014858,"HANCOCK HOUGHTON CO AIRPORT, MI US",47.16594,-88.48076,323.9,1963-04,-8.9,",X,04,+",21.1,",X,28,",,67.5,",,,X",3.7,",X",9.1,",,,X",-1.7,",,,X"
USW00014858,"HANCOCK HOUGHTON CO AIRPORT, MI US",47.16594,-88.48076,323.9,1963-05,-3.3,",X,05,",26.7,",X,31,",,62.2,",,,X",9,",X",15,",,,X",3,",,,X"
USW00014858,"HANCOCK HOUGHTON CO AIRPORT, MI US",47.16594,-88.48076,323.9,1963-06,2.2,",X,11,+",33.9,",X,30,",,102.6,",,,X",15.7,",X",21.9,",,,X",9.5,",,,X"
USW00014858,"HANCOCK HOUGHTON CO AIRPORT, MI US",47.16594,-88.48076,323.9,1963-07,7.2,",X,09,+",32.8,",X,26,",41.6,28.2,",,,X",18.8,",X",24.5,",,,X",13.1,",,,X"
USW00014858,"HANCOCK HOUGHTON CO AIRPORT, MI US",47.16594,-88.48076,323.9,1963-08,5.6,",X,17,",29.4,",X,21,+",123.8,60.5,",,,X",16.5,",X",21.7,",,,X",11.3,",,,X"
USW00014858,"HANCOCK HOUGHTON CO AIRPORT, MI US",47.16594,-88.48076,323.9,1963-09,0,",X,13,",26.1,",X,10,",297,36.9,",,,X",12.6,",X",17.9,",,,X",7.3,",,,X"
USW00014858,"HANCOCK HOUGHTON CO AIRPORT, MI US",47.16594,-88.48076,323.9,1963-10,0.6,",X,31,+",28.3,",X,23,+",469.7,28.2,",,,X",12.9,",X",18.4,",,,X",7.4,",,,X"
